t f1 f2 f3 f4 Fsum x y Area del_D del_Fsum abs_delFsum (del_Fsum)(del_D) (abs_del_Fsum)(del_D) sum_abs_del_f (sum_abs_del_f)(del_D)
0.96 8 9 29 25 71 -0.00985915 -0.07295775 0.00002544 0.00557718 0 0 0.00000000 0.00000000 4 0.02230872
0.98 8 7 29 26 70 -0.00400000 -0.08000000 0.00003098 0.00916095 -1 1 -0.00916095 0.00916095 3 0.02748285
1.00 7 7 30 25 69 -0.01014493 -0.08318841 0.00003141 0.00692287 -1 1 -0.00692287 0.00692287 3 0.02076860
1.02 7 9 29 24 69 -0.01420290 -0.07507246 0.00002972 0.00907390 0 0 0.00000000 0.00000000 4 0.03629560
1.04 6 7 29 22 64 -0.01750000 -0.08312500 0.00003878 0.00870139 -5 5 -0.04350696 0.04350696 5 0.04350696
1.06 8 6 28 23 65 -0.00646154 -0.07969231 0.00004143 0.01155989 1 1 0.01155989 0.01155989 5 0.05779944
1.08 7 6 29 26 68 -0.00411765 -0.08647059 0.00002052 0.00717209 3 3 0.02151628 0.02151628 5 0.03586046
1.10 6 7 29 25 67 -0.01044776 -0.08567164 0.00001512 0.00638033 -1 1 -0.00638033 0.00638033 3 0.01914100
1.12 6 8 28 24 66 -0.01272727 -0.08060606 0.00000491 0.00555484 -1 1 -0.00555484 0.00555484 3 0.01666453
1.14 7 7 29 22 65 -0.01507692 -0.07969231 0.00001518 0.00252107 -1 1 -0.00252107 0.00252107 5 0.01260536
1.16 4 7 29 25 65 -0.01507692 -0.09261538 0.00004573 0.01292308 0 0 0.00000000 0.00000000 6 0.07753846
1.18 7 8 29 26 70 -0.00800000 -0.08000000 0.00002173 0.01446481 5 5 0.07232406 0.07232406 5 0.07232406
1.20 6 7 30 24 67 -0.01462687 -0.08567164 0.00001134 0.00872255 -3 3 -0.02616765 0.02616765 5 0.04361275
1.22 7 8 30 25 70 -0.01200000 -0.08000000 0.00000431 0.00625044 3 3 0.01875131 0.01875131 3 0.01875131
1.24 6 7 29 24 66 -0.01272727 -0.08484848 0.00000431 0.00490273 -4 4 -0.01961091 0.01961091 4 0.01961091
1.26 7 7 30 24 68 -0.01235294 -0.08235294 0.00000722 0.00252346 2 2 0.00504692 0.00504692 2 0.00504692
1.28 8 7 29 25 69 -0.00608696 -0.07913043 0.00000722 0.00704607 1 1 0.00704607 0.00704607 3 0.02113821
1.30 6 8 29 25 68 -0.01235294 -0.08235294 0.00002541 0.00704607 -1 1 -0.00704607 0.00704607 3 0.02113821
1.32 8 9 30 25 72 -0.01166667 -0.07388889 0.00000963 0.00849183 4 4 0.03396731 0.03396731 4 0.03396731
1.34 6 8 29 26 69 -0.01014493 -0.08318841 0.00000277 0.00942320 -3 3 -0.02826960 0.02826960 5 0.04711600
1.36 8 8 32 26 74 -0.01135135 -0.07945946 0.00001665 0.00391925 5 5 0.01959624 0.01959624 5 0.01959624
1.38 8 7 29 27 71 -0.00197183 -0.08084507 0.00000790 0.00948131 -3 3 -0.02844394 0.02844394 5 0.04740657
1.40 7 8 28 25 68 -0.00823529 -0.07823529 0.00001461 0.00678542 -3 3 -0.02035626 0.02035626 5 0.03392709
1.42 8 9 29 24 70 -0.01200000 -0.07200000 0.00002227 0.00728367 2 2 0.01456735 0.01456735 4 0.02913469
1.44 7 8 31 25 71 -0.01380282 -0.08084507 0.00001948 0.00902693 1 1 0.00902693 0.00902693 5 0.04513464
1.46 7 8 27 24 66 -0.00848485 -0.07636364 0.00002079 0.00695443 -5 5 -0.03477213 0.03477213 5 0.03477213
1.48 7 7 27 25 66 -0.00424242 -0.08060606 0.00003277 0.00599969 0 0 0.00000000 0.00000000 2 0.01199939
1.50 6 7 30 24 67 -0.01462687 -0.08567164 0.00003346 0.01155408 1 1 0.01155408 0.01155408 5 0.05777039
1.52 8 8 30 25 71 -0.00985915 -0.07690141 0.00000836 0.00998239 4 4 0.03992955 0.03992955 4 0.03992955
1.54 7 7 29 24 67 -0.01044776 -0.08149254 0.00000518 0.00462871 -4 4 -0.01851483 0.01851483 4 0.01851483
1.56 7 9 29 25 70 -0.01200000 -0.07600000 0.00002495 0.00570766 3 3 0.01712299 0.01712299 3 0.01712299
1.58 9 6 29 25 69 -0.00202899 -0.07913043 0.00002495 0.01045087 -1 1 -0.01045087 0.01045087 5 0.05225437
1.60 7 7 29 24 67 -0.01044776 -0.08149254 0.00001284 0.00874387 -2 2 -0.01748775 0.01748775 4 0.03497549
1.62 6 9 30 25 70 -0.01600000 -0.08000000 0.00000076 0.00574935 3 3 0.01724805 0.01724805 5 0.02874675
1.64 6 8 28 24 66 -0.01272727 -0.08060606 0.00000649 0.00332837 -4 4 -0.01331348 0.01331348 4 0.01331348
1.66 8 7 28 25 68 -0.00411765 -0.07823529 0.00001284 0.00893007 2 2 0.01786014 0.01786014 4 0.03572029
1.68 7 7 29 25 68 -0.00823529 -0.08235294 0.00001211 0.00582323 0 0 0.00000000 0.00000000 2 0.01164646
1.70 6 5 29 23 63 -0.01111111 -0.09111111 0.00002294 0.00921824 -5 5 -0.04609118 0.04609118 5 0.04609118
1.72 8 8 28 23 67 -0.01044776 -0.07313433 0.00006007 0.01798902 4 4 0.07195607 0.07195607 6 0.10793411
1.74 6 7 29 22 64 -0.01750000 -0.08312500 0.00003038 0.01222897 -3 3 -0.03668690 0.03668690 5 0.06114483
1.76 5 7 29 24 65 -0.01507692 -0.08830769 0.00000928 0.00572115 1 1 0.00572115 0.00572115 3 0.01716346
1.78 6 7 30 25 68 -0.01235294 -0.08647059 0.00001122 0.00328558 3 3 0.00985674 0.00985674 3 0.00985674
1.80 7 8 29 24 68 -0.01235294 -0.07823529 0.00001792 0.00823529 0 0 0.00000000 0.00000000 4 0.03294118
1.82 8 8 29 25 70 -0.00800000 -0.07600000 0.00000442 0.00489333 2 2 0.00978665 0.00978665 2 0.00978665
1.84 8 8 29 24 69 -0.01014493 -0.07507246 0.00002110 0.00233689 -1 1 -0.00233689 0.00233689 1 0.00233689
1.86 5 6 30 24 65 -0.01507692 -0.09261538 0.00009040 0.01822303 -4 4 -0.07289210 0.07289210 6 0.10933815
1.88 8 7 30 28 73 -0.00191781 -0.08246575 0.00003918 0.01661858 8 8 0.13294867 0.13294867 8 0.13294867
1.90 6 7 29 24 66 -0.01272727 -0.08484848 0.00000739 0.01106896 -7 7 -0.07748274 0.07748274 7 0.07748274
1.92 6 7 29 23 65 -0.01507692 -0.08400000 0.00000491 0.00249816 -1 1 -0.00249816 0.00249816 1 0.00249816
1.94 7 7 29 24 67 -0.01044776 -0.08149254 0.00000491 0.00526465 2 2 0.01052929 0.01052929 2 0.01052929
1.96 7 7 29 24 67 -0.01044776 -0.08149254 0.00000491 0.00000000 0 0 0.00000000 0.00000000 0 0.00000000
1.98 7 6 28 24 65 -0.00646154 -0.08400000 0.00000106 0.00470928 -2 2 -0.00941856 0.00941856 2 0.00941856
2.00 7 7 29 25 68 -0.00823529 -0.08235294 0.00000535 0.00242054 3 3 0.00726162 0.00726162 3 0.00726162
2.02 8 8 30 27 73 -0.00575342 -0.07863014 0.00000993 0.00447425 5 5 0.02237127 0.02237127 5 0.02237127
2.04 7 8 30 25 70 -0.01200000 -0.08000000 0.00001629 0.00639502 -3 3 -0.01918505 0.01918505 3 0.01918505
2.06 7 6 28 24 65 -0.00646154 -0.08400000 0.00000824 0.00683188 -5 5 -0.03415939 0.03415939 5 0.03415939
2.08 7 6 30 26 69 -0.00608696 -0.08724638 0.00000078 0.00326792 4 4 0.01307166 0.01307166 4 0.01307166
2.10 7 7 28 25 67 -0.00626866 -0.08149254 0.00001094 0.00575671 -2 2 -0.01151342 0.01151342 4 0.02302683
2.12 7 8 29 25 69 -0.01014493 -0.07913043 0.00000860 0.00453927 2 2 0.00907855 0.00907855 2 0.00907855
2.14 7 8 31 24 70 -0.01600000 -0.08000000 0.00000343 0.00591929 1 1 0.00591929 0.00591929 3 0.01775788
2.16 7 8 31 25 71 -0.01380282 -0.08084507 0.00000240 0.00235409 1 1 0.00235409 0.00235409 1 0.00235409
2.18 8 6 29 26 69 -0.00202899 -0.08318841 0.00001734 0.01200476 -2 2 -0.02400953 0.02400953 6 0.07202858
2.20 7 6 29 24 66 -0.00848485 -0.08484848 0.00003785 0.00666589 -3 3 -0.01999766 0.01999766 3 0.01999766
2.22 8 8 29 23 68 -0.01235294 -0.07411765 0.00004969 0.01140671 2 2 0.02281342 0.02281342 4 0.04562684
2.24 5 6 28 22 61 -0.01606557 -0.08950820 0.00000852 0.01583201 -7 7 -0.11082410 0.11082410 7 0.11082410
2.26 6 6 28 21 61 -0.01606557 -0.08491803 0.00000427 0.00459016 0 0 0.00000000 0.00000000 2 0.00918033
2.28 6 7 31 25 69 -0.01420290 -0.08724638 0.00000427 0.00298174 8 8 0.02385388 0.02385388 8 0.02385388
2.30 6 6 30 24 66 -0.01272727 -0.08909091 0.00000558 0.00236215 -3 3 -0.00708646 0.00708646 3 0.00708646
2.32 7 8 32 27 74 -0.01135135 -0.08324324 0.00002094 0.00600736 8 8 0.04805887 0.04805887 8 0.04805887
2.34 7 5 31 26 69 -0.00608696 -0.09130435 0.00000501 0.00962784 -5 5 -0.04813919 0.04813919 5 0.04813919
2.36 7 7 30 25 69 -0.01014493 -0.08318841 0.00000221 0.00907390 0 0 0.00000000 0.00000000 4 0.03629560
2.38 6 6 29 26 67 -0.00626866 -0.08985075 0.00004818 0.00770793 -2 2 -0.01541587 0.01541587 4 0.03083174
2.40 4 7 29 23 63 -0.02000000 -0.09111111 0.00001614 0.01378906 -4 4 -0.05515626 0.05515626 6 0.08273439
2.42 5 7 29 24 65 -0.01507692 -0.08830769 0.00001060 0.00566532 2 2 0.01133064 0.01133064 2 0.01133064
2.44 5 6 30 24 65 -0.01507692 -0.09261538 0.00000420 0.00430769 0 0 0.00000000 0.00000000 2 0.00861538
2.46 5 6 29 24 64 -0.01312500 -0.09187500 0.00000100 0.00208762 -1 1 -0.00208762 0.00208762 1 0.00208762
2.48 6 6 29 25 66 -0.00848485 -0.08909091 0.00000591 0.00541130 2 2 0.01082260 0.01082260 2 0.01082260
2.50 6 6 30 24 66 -0.01272727 -0.08909091 0.00002846 0.00424242 0 0 0.00000000 0.00000000 2 0.00848485
2.52 7 10 31 26 74 -0.01513514 -0.07567568 0.00003784 0.01362961 8 8 0.10903689 0.10903689 8 0.10903689
2.54 7 7 30 26 70 -0.00800000 -0.08400000 0.00001615 0.01096378 -4 4 -0.04385513 0.04385513 4 0.04385513
2.56 7 6 30 24 67 -0.01044776 -0.08567164 0.00000061 0.00296411 -3 3 -0.00889232 0.00889232 3 0.00889232
2.58 7 7 29 26 69 -0.00608696 -0.08318841 0.00001474 0.00501827 2 2 0.01003655 0.01003655 4 0.02007310
2.60 5 6 29 25 65 -0.01076923 -0.09261538 0.00003748 0.01052576 -4 4 -0.04210304 0.04210304 4 0.04210304
2.62 5 7 30 24 66 -0.01696970 -0.08909091 0.00002671 0.00713216 1 1 0.00713216 0.00713216 3 0.02139648
2.64 6 7 28 24 65 -0.01076923 -0.08400000 0.00005319 0.00802266 -1 1 -0.00802266 0.00802266 3 0.02406799
2.66 6 5 29 27 67 -0.00208955 -0.09402985 0.00000380 0.01326404 2 2 0.02652808 0.02652808 6 0.07958423
2.68 7 6 31 27 71 -0.00591549 -0.08873239 0.00002852 0.00653459 4 4 0.02613836 0.02613836 4 0.02613836
2.70 5 5 30 25 65 -0.01076923 -0.09692308 0.00004440 0.00952082 -6 6 -0.05712493 0.05712493 6 0.05712493
2.72 5 7 30 24 66 -0.01696970 -0.08909091 0.00000958 0.00998943 1 1 0.00998943 0.00998943 3 0.02996828
2.74 5 6 28 23 62 -0.01354839 -0.09032258 0.00001183 0.00363626 -4 4 -0.01454503 0.01454503 4 0.01454503
2.76 5 6 33 24 68 -0.02058824 -0.09470588 0.00001765 0.00829294 6 6 0.04975762 0.04975762 6 0.04975762
2.78 7 7 30 25 69 -0.01014493 -0.08318841 0.00003748 0.01554718 1 1 0.01554718 0.01554718 7 0.10883029
2.80 6 7 30 27 70 -0.00800000 -0.08800000 0.00000976 0.00526803 1 1 0.00526803 0.00526803 3 0.01580409
2.82 6 8 30 25 69 -0.01420290 -0.08318841 0.00001139 0.00785031 -1 1 -0.00785031 0.00785031 3 0.02355093
2.84 7 6 29 25 67 -0.00626866 -0.08567164 0.00000681 0.00831376 -2 2 -0.01662753 0.01662753 4 0.03325505
2.86 7 6 30 28 71 -0.00197183 -0.08873239 0.00002060 0.00527550 4 4 0.02110201 0.02110201 4 0.02110201
2.88 9 7 30 26 72 -0.00388889 -0.07777778 0.00002060 0.01112109 1 1 0.01112109 0.01112109 5 0.05560547
2.90 7 6 29 25 67 -0.00626866 -0.08567164 0.00002796 0.00824478 -5 5 -0.04122390 0.04122390 5 0.04122390
2.92 6 8 29 25 68 -0.01235294 -0.08235294 0.00000112 0.00693053 1 1 0.00693053 0.00693053 3 0.02079160
2.94 7 7 30 25 69 -0.01014493 -0.08318841 0.00000873 0.00236079 1 1 0.00236079 0.00236079 3 0.00708237
2.96 6 5 29 26 66 -0.00424242 -0.09333333 0.00004117 0.01173708 -3 3 -0.03521125 0.03521125 5 0.05868541
2.98 8 6 29 26 69 -0.00202899 -0.08318841 0.00004117 0.01038359 3 3 0.03115076 0.03115076 3 0.03115076
3.00 7 7 30 25 69 -0.01014493 -0.08318841 0.00001294 0.00811594 0 0 0.00000000 0.00000000 4 0.03246377
3.02 7 8 29 26 70 -0.00800000 -0.08000000 0.00000685 0.00384274 1 1 0.00384274 0.00384274 3 0.01152822
3.04 6 6 28 24 64 -0.00875000 -0.08750000 0.00000989 0.00753741 -6 6 -0.04522444 0.04522444 6 0.04522444
3.06 7 6 30 26 69 -0.00608696 -0.08724638 0.00000406 0.00267509 5 5 0.01337547 0.01337547 5 0.01337547
3.08 7 7 29 27 70 -0.00400000 -0.08400000 0.00000197 0.00385932 1 1 0.00385932 0.00385932 3 0.01157796
3.10 6 6 29 25 66 -0.00848485 -0.08909091 0.00001447 0.00678463 -4 4 -0.02713853 0.02713853 4 0.02713853
3.12 7 7 29 25 68 -0.00823529 -0.08235294 0.00001447 0.00674259 2 2 0.01348518 0.01348518 2 0.01348518
3.14 6 6 29 25 66 -0.00848485 -0.08909091 0.00001547 0.00674259 -2 2 -0.01348518 0.01348518 2 0.01348518
3.16 6 6 30 28 70 -0.00400000 -0.09200000 0.00000177 0.00534572 4 4 0.02138286 0.02138286 4 0.02138286
3.18 6 5 29 27 67 -0.00208955 -0.09402985 0.00000392 0.00278749 -3 3 -0.00836247 0.00836247 3 0.00836247
3.20 6 6 27 25 64 -0.00437500 -0.08750000 0.00000554 0.00691825 -3 3 -0.02075476 0.02075476 5 0.03459126
3.22 6 8 27 25 66 -0.00848485 -0.08060606 0.00000554 0.00802604 2 2 0.01605207 0.01605207 2 0.01605207
3.24 6 6 27 25 64 -0.00437500 -0.08750000 0.00000309 0.00802604 -2 2 -0.01605207 0.01605207 2 0.01605207
3.26 6 5 28 27 66 0.00000000 -0.09333333 0.00001818 0.00729167 2 2 0.01458333 0.01458333 4 0.02916667
3.28 8 7 30 28 73 -0.00191781 -0.08246575 0.00004212 0.01103550 7 7 0.07724851 0.07724851 7 0.07724851
3.30 6 6 30 26 68 -0.00823529 -0.09058824 0.00002281 0.01029006 -5 5 -0.05145030 0.05145030 5 0.05145030
3.32 8 8 29 27 72 -0.00388889 -0.07777778 0.00002685 0.01352771 4 4 0.05411086 0.05411086 6 0.08116629
3.34 7 8 28 25 68 -0.00823529 -0.07823529 0.00003052 0.00437042 -4 4 -0.01748167 0.01748167 4 0.01748167
3.36 6 5 28 25 64 -0.00437500 -0.09187500 0.00007630 0.01417545 -4 4 -0.05670181 0.05670181 4 0.05670181
3.38 8 6 27 27 68 0.00411765 -0.08235294 0.00001546 0.01275910 4 4 0.05103640 0.05103640 6 0.07655461
3.40 6 7 27 27 67 -0.00208955 -0.08567164 0.00000772 0.00703869 -1 1 -0.00703869 0.00703869 3 0.02111606
3.42 6 7 29 26 68 -0.00823529 -0.08647059 0.00001594 0.00619746 1 1 0.00619746 0.00619746 3 0.01859237
3.44 7 5 29 27 68 0.00000000 -0.09058824 0.00001696 0.00920734 0 0 0.00000000 0.00000000 4 0.03682935
3.46 6 5 29 28 68 0.00000000 -0.09470588 0.00001696 0.00411765 0 0 0.00000000 0.00000000 2 0.00823529
3.48 7 6 28 27 68 0.00000000 -0.08647059 0.00001696 0.00823529 0 0 0.00000000 0.00000000 4 0.03294118
3.50 6 6 27 27 66 0.00000000 -0.08909091 0.00001112 0.00262032 -2 2 -0.00524064 0.00524064 2 0.00524064
3.52 6 8 27 25 66 -0.00848485 -0.08060606 0.00003685 0.01199939 0 0 0.00000000 0.00000000 4 0.04799755
3.54 6 6 28 23 63 -0.01111111 -0.08666667 0.00002828 0.00660516 -3 3 -0.01981549 0.01981549 5 0.03302582
3.56 7 6 29 27 69 -0.00202899 -0.08724638 0.00000592 0.00910061 6 6 0.05460365 0.05460365 6 0.05460365
3.58 7 6 29 25 67 -0.00626866 -0.08567164 0.00001018 0.00452268 -2 2 -0.00904535 0.00904535 2 0.00904535
3.60 7 6 26 26 65 0.00215385 -0.08400000 0.00002061 0.00858679 -2 2 -0.01717358 0.01717358 4 0.03434715
3.62 8 7 27 27 69 0.00202899 -0.07913043 0.00000556 0.00487117 4 4 0.01948466 0.01948466 4 0.01948466
3.64 6 6 27 27 66 0.00000000 -0.08909091 0.00001388 0.01016503 -3 3 -0.03049509 0.03049509 3 0.03049509
3.66 7 6 28 26 67 -0.00208955 -0.08567164 0.00001429 0.00400720 1 1 0.00400720 0.00400720 3 0.01202159
3.68 7 6 26 28 67 0.00626866 -0.08567164 0.00000699 0.00835821 0 0 0.00000000 0.00000000 4 0.03343284
3.70 7 6 27 25 65 -0.00215385 -0.08400000 0.00000489 0.00858679 -2 2 -0.01717358 0.01717358 4 0.03434715
3.72 6 8 29 27 70 -0.00800000 -0.08400000 0.00000237 0.00584615 5 5 0.02923077 0.02923077 7 0.04092308
3.74 7 7 29 26 69 -0.00608696 -0.08318841 0.00000400 0.00207808 -1 1 -0.00207808 0.00207808 3 0.00623424
3.76 7 6 28 26 67 -0.00208955 -0.08567164 0.00001187 0.00470592 -2 2 -0.00941184 0.00941184 2 0.00941184
3.78 6 4 27 28 65 0.00646154 -0.09692308 0.00000100 0.01413209 -2 2 -0.02826418 0.02826418 6 0.08479254
3.80 6 5 26 26 63 0.00222222 -0.09111111 0.00001211 0.00719380 -2 2 -0.01438760 0.01438760 4 0.02877520
3.82 7 7 27 27 68 0.00000000 -0.08235294 0.00000277 0.00903570 5 5 0.04517848 0.04517848 5 0.04517848
3.84 7 6 27 26 66 0.00000000 -0.08484848 0.00000286 0.00249554 -2 2 -0.00499109 0.00499109 2 0.00499109
3.86 6 4 26 25 61 0.00229508 -0.09409836 0.00001061 0.00953035 -5 5 -0.04765176 0.04765176 5 0.04765176
3.88 7 6 28 26 67 -0.00208955 -0.08567164 0.00002029 0.00949919 6 6 0.05699514 0.05699514 6 0.05699514
3.90 6 7 29 27 69 -0.00608696 -0.08724638 0.00000172 0.00429640 2 2 0.00859279 0.00859279 4 0.01718559
3.92 8 6 28 27 69 0.00202899 -0.08318841 0.00001123 0.00907390 0 0 0.00000000 0.00000000 4 0.03629560
3.94 7 6 26 27 66 0.00424242 -0.08484848 0.00000732 0.00276680 -3 3 -0.00830040 0.00830040 3 0.00830040
3.96 6 6 27 28 67 0.00208955 -0.08985075 0.00000143 0.00544587 1 1 0.00544587 0.00544587 3 0.01633760
3.98 7 6 27 28 68 0.00411765 -0.08647059 0.00000696 0.00394191 1 1 0.00394191 0.00394191 1 0.00394191
4.00 7 6 28 27 68 0.00000000 -0.08647059 0.00001332 0.00411765 0 0 0.00000000 0.00000000 2 0.00823529
4.02 7 8 27 28 70 0.00000000 -0.08000000 0.00001332 0.00647059 2 2 0.01294118 0.01294118 4 0.02588235
4.04 7 6 27 26 66 0.00000000 -0.08484848 0.00002057 0.00484848 -4 4 -0.01939394 0.01939394 4 0.01939394
4.06 8 5 26 27 66 0.00848485 -0.08484848 0.00002122 0.00848485 0 0 0.00000000 0.00000000 4 0.03393939
4.08 7 5 27 28 67 0.00626866 -0.08985075 0.00001843 0.00547121 1 1 0.00547121 0.00547121 3 0.01641363
4.10 7 3 26 27 63 0.01111111 -0.09555556 0.00000547 0.00748293 -4 4 -0.02993171 0.02993171 4 0.02993171
4.12 7 8 29 29 73 -0.00191781 -0.08246575 0.00000547 0.01846878 10 10 0.18468775 0.18468775 10 0.18468775
4.14 6 6 26 29 67 0.00626866 -0.08985075 0.00001711 0.01102526 -6 6 -0.06615155 0.06615155 6 0.06615155
4.16 7 6 26 28 67 0.00626866 -0.08567164 0.00001310 0.00417910 0 0 0.00000000 0.00000000 2 0.00835821
4.18 6 6 27 27 66 0.00000000 -0.08909091 0.00001429 0.00714055 -1 1 -0.00714055 0.00714055 3 0.02142165
4.20 6 7 27 27 67 -0.00208955 -0.08567164 0.00002318 0.00400720 1 1 0.00400720 0.00400720 1 0.00400720
4.22 9 6 27 28 70 0.00800000 -0.08000000 0.00001380 0.01157439 3 3 0.03472318 0.03472318 5 0.05787197
4.24 7 6 26 27 66 0.00424242 -0.08484848 0.00003651 0.00613410 -4 4 -0.02453640 0.02453640 4 0.02453640
4.26 7 4 26 29 66 0.01272727 -0.09333333 0.00000235 0.01199939 0 0 0.00000000 0.00000000 4 0.04799755
