t f1 f2 f3 f4 Fsum x y Area del_D del_Fsum abs_delFsum (del_Fsum)(del_D) (abs_del_Fsum)(del_D) sum_abs_del_f (sum_abs_del_f)(del_D)
27.12 5 0 14 43 62 0.07677419 -0.11741935 0.00000691 0.01424331 -8 8 -0.11394652 0.11394652 8 0.11394652
27.14 7 1 15 45 68 0.07411765 -0.10705882 0.00004413 0.01069569 6 6 0.06417416 0.06417416 6 0.06417416
27.16 9 4 17 45 75 0.06160000 -0.09146667 0.00001126 0.01999517 7 7 0.13996619 0.13996619 7 0.13996619
27.18 8 4 16 43 71 0.06112676 -0.09267606 0.00000624 0.00129868 -4 4 -0.00519473 0.00519473 4 0.00519473
27.20 4 2 14 39 59 0.06406780 -0.11152542 0.00003426 0.01907743 -12 12 -0.22892916 0.22892916 12 0.22892916
27.22 6 2 15 42 65 0.06676923 -0.10553846 0.00000170 0.00656822 6 6 0.03940930 0.03940930 6 0.03940930
27.24 7 2 15 42 66 0.06787879 -0.10181818 0.00000239 0.00388222 1 1 0.00388222 0.00388222 1 0.00388222
27.26 7 2 15 41 65 0.06676923 -0.10123077 0.00000091 0.00125546 -1 1 -0.00125546 0.00125546 1 0.00125546
27.28 7 4 16 43 70 0.06000000 -0.09600000 0.00000617 0.00855473 5 5 0.04277366 0.04277366 5 0.04277366
27.30 8 4 17 45 74 0.06054054 -0.09459459 0.00000983 0.00150577 4 4 0.00602309 0.00602309 4 0.00602309
27.32 7 3 13 44 67 0.07313433 -0.09820896 0.00006016 0.01310218 -7 7 -0.09171525 0.09171525 7 0.09171525
27.34 6 1 13 44 64 0.07875000 -0.10937500 0.00005378 0.01249865 -3 3 -0.03749596 0.03749596 3 0.03749596
27.36 7 2 16 43 68 0.06588235 -0.10294118 0.00007901 0.01438647 4 4 0.05754587 0.05754587 6 0.08631880
27.38 3 2 13 39 57 0.06631579 -0.11543860 0.00003964 0.01250493 -11 11 -0.13755427 0.13755427 11 0.13755427
27.40 6 2 13 41 62 0.07225806 -0.10387097 0.00002113 0.01300464 5 5 0.06502320 0.06502320 5 0.06502320
27.42 6 1 14 42 63 0.07333333 -0.10888889 0.00001106 0.00513184 1 1 0.00513184 0.00513184 3 0.01539551
27.44 5 1 12 41 59 0.07830508 -0.11152542 0.00002248 0.00562758 -4 4 -0.02251031 0.02251031 4 0.02251031
27.46 7 2 13 39 61 0.07114754 -0.09868852 0.00001613 0.01469750 2 2 0.02939499 0.02939499 6 0.08818498
27.48 10 5 17 47 79 0.06202532 -0.08683544 0.00003841 0.01495696 18 18 0.26922520 0.26922520 18 0.26922520
27.50 10 3 21 56 90 0.06533333 -0.09955556 0.00001172 0.01314322 11 11 0.14457542 0.14457542 15 0.19714830
27.52 9 4 18 48 79 0.06202532 -0.09392405 0.00000677 0.00653122 -11 11 -0.07184341 0.07184341 13 0.08490585
27.54 7 3 15 45 70 0.06800000 -0.10000000 0.00003941 0.00852139 -9 9 -0.07669247 0.07669247 9 0.07669247
27.56 7 2 11 39 59 0.07830508 -0.09728814 0.00003341 0.01065594 -11 11 -0.11721530 0.11721530 11 0.11721530
27.58 6 1 8 35 50 0.08960000 -0.10080000 0.00007102 0.01182828 -9 9 -0.10645456 0.10645456 9 0.10645456
27.60 6 0 12 40 58 0.08206897 -0.11103448 0.00006963 0.01270674 8 8 0.10165388 0.10165388 10 0.12706735
27.62 6 2 14 44 66 0.07212121 -0.10606061 0.00003665 0.01112193 8 8 0.08897541 0.08897541 8 0.08897541
27.64 7 1 12 37 57 0.07614035 -0.10070175 0.00000521 0.00669856 -9 9 -0.06028708 0.06028708 11 0.07368421
27.66 8 2 15 47 72 0.07388889 -0.10111111 0.00000686 0.00228837 15 15 0.03432560 0.03432560 15 0.03432560
27.68 7 4 15 45 71 0.06507042 -0.09661972 0.00001443 0.00989636 -1 1 -0.00989636 0.00989636 5 0.04948180
27.70 9 4 17 46 76 0.06263158 -0.09210526 0.00000275 0.00513111 5 5 0.02565554 0.02565554 5 0.02565554
27.72 9 5 18 50 82 0.06146341 -0.09219512 0.00000408 0.00117162 6 6 0.00702969 0.00702969 6 0.00702969
27.74 9 2 16 47 74 0.07189189 -0.09837838 0.00001170 0.01212377 -8 8 -0.09699016 0.09699016 8 0.09699016
27.76 7 4 15 48 74 0.06810811 -0.09837838 0.00001795 0.00378378 0 0 0.00000000 0.00000000 6 0.02270270
27.78 5 2 13 41 61 0.07114754 -0.10786885 0.00002105 0.00996530 -13 13 -0.12954893 0.12954893 13 0.12954893
27.80 6 1 14 45 66 0.07636364 -0.11030303 0.00002105 0.00575612 5 5 0.02878058 0.02878058 7 0.04029281
27.82 7 0 15 49 71 0.08084507 -0.11239437 0.00000735 0.00494540 5 5 0.02472698 0.02472698 7 0.03461777
27.84 6 2 17 49 74 0.06810811 -0.10972973 0.00007229 0.01301271 3 3 0.03903812 0.03903812 5 0.06506353
27.86 8 3 16 47 74 0.06810811 -0.09837838 0.00002079 0.01135135 0 0 0.00000000 0.00000000 6 0.06810811
27.88 6 3 14 40 63 0.06444444 -0.10000000 0.00001180 0.00400651 -11 11 -0.04407156 0.04407156 11 0.04407156
27.90 5 2 13 37 57 0.06631579 -0.10561404 0.00000318 0.00591771 -6 6 -0.03550628 0.03550628 6 0.03550628
27.92 5 1 13 36 55 0.06872727 -0.10945455 0.00000440 0.00453484 -2 2 -0.00906968 0.00906968 2 0.00906968
27.94 5 2 12 35 54 0.06740741 -0.10370370 0.00000640 0.00590036 -1 1 -0.00590036 0.00590036 3 0.01770107
27.96 4 2 14 46 66 0.07212121 -0.11454545 0.00003098 0.01182216 12 12 0.14186594 0.14186594 14 0.16551027
27.98 4 3 13 51 71 0.07690141 -0.11239437 0.00002733 0.00524189 5 5 0.02620947 0.02620947 7 0.03669326
28.00 4 1 13 53 71 0.08478873 -0.12028169 0.00002060 0.01115436 0 0 0.00000000 0.00000000 4 0.04461744
28.02 5 0 13 56 74 0.09081081 -0.12108108 0.00002060 0.00607490 3 3 0.01822471 0.01822471 5 0.03037452
28.04 4 -1 13 55 71 0.09267606 -0.12816901 0.00002577 0.00732925 -3 3 -0.02198776 0.02198776 3 0.02198776
28.06 5 2 14 56 77 0.08181818 -0.11454545 0.00002384 0.01742110 6 6 0.10452662 0.10452662 6 0.10452662
28.08 6 3 14 57 80 0.08050000 -0.10850000 0.00001762 0.00618750 3 3 0.01856249 0.01856249 3 0.01856249
28.10 7 2 13 56 78 0.08615385 -0.10769231 0.00002478 0.00571125 -2 2 -0.01142249 0.01142249 4 0.02284499
28.12 5 1 14 53 73 0.08246575 -0.11698630 0.00000590 0.00999902 -5 5 -0.04999509 0.04999509 7 0.06999312
28.14 3 2 13 52 70 0.08000000 -0.12000000 0.00000639 0.00389388 -3 3 -0.01168165 0.01168165 5 0.01946941
28.16 5 2 13 52 72 0.08166667 -0.11277778 0.00002034 0.00741204 2 2 0.01482407 0.01482407 2 0.01482407
28.18 2 1 12 50 65 0.08400000 -0.12707692 0.00004532 0.01448827 -7 7 -0.10141790 0.10141790 7 0.10141790
28.20 2 1 9 44 56 0.09000000 -0.12500000 0.00002547 0.00634930 -9 9 -0.05714370 0.05714370 9 0.05714370
28.22 2 0 7 43 52 0.10230769 -0.12923077 0.00005359 0.01301456 -4 4 -0.05205823 0.05205823 4 0.05205823
28.24 2 -2 8 45 53 0.10830189 -0.14000000 0.00003022 0.01232504 1 1 0.01232504 0.01232504 5 0.06162522
28.26 4 1 7 44 56 0.10000000 -0.11500000 0.00011140 0.02634239 3 3 0.07902716 0.07902716 7 0.18439671
28.28 4 2 10 53 69 0.09130435 -0.11565217 0.00002043 0.00872007 13 13 0.11336097 0.11336097 13 0.11336097
28.30 4 1 10 55 70 0.09600000 -0.12000000 0.00000141 0.00639943 1 1 0.00639943 0.00639943 3 0.01919830
28.32 4 0 10 55 69 0.09942029 -0.12376812 0.00000074 0.00508892 -1 1 -0.00508892 0.00508892 1 0.00508892
28.34 3 -3 8 47 55 0.11454545 -0.14000000 0.00003099 0.02218659 -14 14 -0.31061223 0.31061223 14 0.31061223
28.36 3 1 9 47 60 0.09333333 -0.12133333 0.00009751 0.02825595 5 5 0.14127973 0.14127973 5 0.14127973
28.38 2 1 11 53 67 0.08985075 -0.12746269 0.00001216 0.00704964 7 7 0.04934746 0.04934746 9 0.06344673
28.40 4 1 13 59 77 0.08909091 -0.12181818 0.00002224 0.00569542 10 10 0.05695418 0.05695418 10 0.05695418
28.42 1 -1 11 58 69 0.09942029 -0.14000000 0.00003201 0.02091111 -8 8 -0.16728890 0.16728890 8 0.16728890
28.44 2 -2 11 57 68 0.10294118 -0.14000000 0.00003521 0.00352089 -1 1 -0.00352089 0.00352089 3 0.01056266
28.46 4 1 11 54 70 0.09200000 -0.12000000 0.00007365 0.02279713 2 2 0.04559427 0.04559427 8 0.18237708
28.48 3 2 12 54 71 0.08478873 -0.12028169 0.00002914 0.00721677 1 1 0.00721677 0.00721677 3 0.02165030
28.50 2 1 13 56 72 0.08555556 -0.12833333 0.00000798 0.00808808 1 1 0.00808808 0.00808808 5 0.04044038
28.52 2 2 13 57 74 0.08324324 -0.12486486 0.00000971 0.00416858 2 2 0.00833716 0.00833716 2 0.00833716
28.54 2 1 15 57 75 0.08026667 -0.12880000 0.00000878 0.00493410 1 1 0.00493410 0.00493410 3 0.01480229
28.56 3 1 11 51 66 0.08909091 -0.12303030 0.00001584 0.01054309 -9 9 -0.09488777 0.09488777 11 0.11597394
28.58 2 2 11 50 65 0.08400000 -0.12276923 0.00004314 0.00509760 -1 1 -0.00509760 0.00509760 3 0.01529280
28.60 0 0 11 50 61 0.08950820 -0.14000000 0.00010775 0.01808977 -4 4 -0.07235906 0.07235906 4 0.07235906
28.62 3 -1 11 56 69 0.09942029 -0.13188406 0.00004132 0.01281086 8 8 0.10248687 0.10248687 10 0.12810859
28.64 2 -1 10 60 71 0.10450704 -0.13605634 0.00001425 0.00657898 2 2 0.01315796 0.01315796 6 0.03947388
28.66 2 -1 12 60 73 0.09780822 -0.13616438 0.00001403 0.00669969 2 2 0.01339939 0.01339939 2 0.01339939
28.68 2 0 9 58 69 0.10347826 -0.13188406 0.00002091 0.00710426 -4 4 -0.02841705 0.02841705 6 0.04262558
28.70 2 0 11 54 67 0.09402985 -0.13164179 0.00001802 0.00945152 -2 2 -0.01890303 0.01890303 6 0.05670909
28.72 2 -1 10 53 64 0.10062500 -0.13562500 0.00001443 0.00770467 -3 3 -0.02311401 0.02311401 3 0.02311401
28.74 3 -1 10 52 64 0.10062500 -0.13125000 0.00001887 0.00437500 0 0 0.00000000 0.00000000 2 0.00875000
28.76 3 1 11 55 70 0.09200000 -0.12400000 0.00002982 0.01126735 6 6 0.06760409 0.06760409 6 0.06760409
28.78 2 1 12 56 71 0.08873239 -0.12816901 0.00003549 0.00529697 1 1 0.00529697 0.00529697 3 0.01589092
28.80 2 0 9 57 68 0.10294118 -0.13176471 0.00004257 0.01465669 -3 3 -0.04397006 0.04397006 5 0.07328344
28.82 1 0 11 58 70 0.09600000 -0.13600000 0.00001223 0.00813128 2 2 0.01626255 0.01626255 4 0.03252510
28.84 2 0 10 54 66 0.09757576 -0.13151515 0.00001185 0.00475362 -4 4 -0.01901447 0.01901447 6 0.02852170
28.86 3 1 9 50 63 0.09555556 -0.12222222 0.00002758 0.00950998 -3 3 -0.02852994 0.02852994 7 0.06656987
28.88 3 1 11 52 67 0.08985075 -0.12328358 0.00001501 0.00580270 4 4 0.02321080 0.02321080 4 0.02321080
28.90 2 1 12 58 73 0.09013699 -0.12849315 0.00000969 0.00521743 6 6 0.03130456 0.03130456 8 0.04173941
28.92 2 0 11 54 67 0.09402985 -0.13164179 0.00000173 0.00500683 -6 6 -0.03004097 0.03004097 6 0.03004097
28.94 2 0 11 52 65 0.09261538 -0.13138462 0.00000582 0.00143766 -2 2 -0.00287531 0.00287531 2 0.00287531
28.96 3 1 10 54 68 0.09470588 -0.12352941 0.00002377 0.00812862 3 3 0.02438585 0.02438585 5 0.04064308
28.98 3 2 11 56 72 0.08944444 -0.12055556 0.00002560 0.00604372 4 4 0.02417488 0.02417488 4 0.02417488
29.00 2 0 12 57 71 0.09267606 -0.13211268 0.00005688 0.01200043 -1 1 -0.01200043 0.01200043 5 0.06000216
29.02 2 0 9 56 67 0.10238806 -0.13164179 0.00001949 0.00972341 -4 4 -0.03889365 0.03889365 4 0.03889365
29.04 3 -2 10 52 63 0.10444444 -0.13555556 0.00000167 0.00442112 -4 4 -0.01768447 0.01768447 8 0.03536893
29.06 2 1 8 50 61 0.09868852 -0.12622951 0.00008073 0.01095928 -2 2 -0.02191856 0.02191856 8 0.08767422
29.08 2 2 13 53 70 0.08000000 -0.12400000 0.00004184 0.01882104 9 9 0.16938939 0.16938939 9 0.16938939
29.10 2 3 11 54 70 0.08400000 -0.12000000 0.00005018 0.00565685 0 0 0.00000000 0.00000000 4 0.02262742
29.12 2 0 10 54 66 0.09757576 -0.13151515 0.00000287 0.01780168 -4 4 -0.07120673 0.07120673 4 0.07120673
29.14 2 0 10 53 65 0.09692308 -0.13138462 0.00000249 0.00066561 -1 1 -0.00066561 0.00066561 1 0.00066561
29.16 3 1 10 52 66 0.09333333 -0.12303030 0.00000761 0.00909290 1 1 0.00909290 0.00909290 3 0.02727869
29.18 2 1 10 53 66 0.09333333 -0.12727273 0.00000152 0.00424242 0 0 0.00000000 0.00000000 2 0.00848485
29.20 2 1 10 52 65 0.09261538 -0.12707692 0.00000150 0.00074417 -1 1 -0.00074417 0.00074417 1 0.00074417
29.22 3 1 10 53 67 0.09402985 -0.12328358 0.00000150 0.00404848 2 2 0.00809695 0.00809695 2 0.00809695
29.24 2 1 10 53 66 0.09333333 -0.12727273 0.00001178 0.00404950 -1 1 -0.00404950 0.00404950 1 0.00404950
29.26 4 1 13 58 76 0.08842105 -0.12157895 0.00002615 0.00751995 10 10 0.07519949 0.07519949 10 0.07519949
29.28 5 3 11 56 75 0.08773333 -0.11013333 0.00002211 0.01146626 -1 1 -0.01146626 0.01146626 7 0.08026380
29.30 2 1 10 52 65 0.09261538 -0.12707692 0.00010791 0.01763291 -10 10 -0.17632914 0.17632914 10 0.17632914
29.32 4 0 8 50 62 0.10387097 -0.12193548 0.00008669 0.01237427 -3 3 -0.03712281 0.03712281 7 0.08661989
29.34 3 -2 10 57 68 0.10705882 -0.13588235 0.00007970 0.01430656 6 6 0.08583934 0.08583934 12 0.17167869
29.36 3 2 10 55 70 0.09200000 -0.12000000 0.00006612 0.02188646 2 2 0.04377293 0.04377293 6 0.13131878
29.38 3 1 12 53 69 0.08724638 -0.12376812 0.00005339 0.00606594 -1 1 -0.00606594 0.00606594 5 0.03032970
29.40 2 -1 10 53 64 0.10062500 -0.13562500 0.00002363 0.01787661 -5 5 -0.08938306 0.08938306 5 0.08938306
29.42 2 0 12 57 71 0.09267606 -0.13211268 0.00001537 0.00869035 7 7 0.06083243 0.06083243 7 0.06083243
29.44 2 -1 8 55 64 0.10937500 -0.13562500 0.00007439 0.01706432 -7 7 -0.11945026 0.11945026 7 0.11945026
29.46 3 1 10 55 69 0.09536232 -0.12376812 0.00001034 0.01835595 5 5 0.09177975 0.09177975 5 0.09177975
29.48 3 2 11 57 73 0.09013699 -0.12082192 0.00001734 0.00599868 4 4 0.02399473 0.02399473 4 0.02399473
29.50 2 2 12 54 70 0.08400000 -0.12400000 0.00004084 0.00691106 -3 3 -0.02073319 0.02073319 5 0.03455532
29.52 2 0 11 55 68 0.09470588 -0.13176471 0.00001176 0.01322522 -2 2 -0.02645045 0.02645045 4 0.05290090
29.54 2 0 12 56 70 0.09200000 -0.13200000 0.00001338 0.00271609 2 2 0.00543219 0.00543219 2 0.00543219
29.56 3 1 11 49 64 0.08750000 -0.12250000 0.00001468 0.01051190 -6 6 -0.06307139 0.06307139 10 0.10511898
29.58 3 1 10 48 62 0.09032258 -0.12193548 0.00001235 0.00287848 -2 2 -0.00575696 0.00575696 2 0.00575696
29.60 1 1 11 51 64 0.08750000 -0.13125000 0.00001861 0.00973279 2 2 0.01946558 0.01946558 6 0.05839673
29.62 3 -1 13 54 69 0.09130435 -0.13188406 0.00000423 0.00385682 5 5 0.01928412 0.01928412 9 0.03471142
29.64 2 0 9 52 63 0.10000000 -0.13111111 0.00003634 0.00872994 -6 6 -0.05237963 0.05237963 8 0.06983950
29.66 4 0 11 52 67 0.09402985 -0.12328358 0.00002024 0.00984443 4 4 0.03937774 0.03937774 4 0.03937774
29.68 3 2 11 51 67 0.08567164 -0.11910448 0.00001080 0.00934476 0 0 0.00000000 0.00000000 4 0.03737905
29.70 4 2 12 58 76 0.08842105 -0.11789474 0.00003019 0.00300379 9 9 0.02703408 0.02703408 9 0.02703408
29.72 2 -1 13 63 77 0.09636364 -0.13636364 0.00000236 0.02010435 1 1 0.02010435 0.02010435 11 0.22114785
29.74 3 1 11 53 68 0.09058824 -0.12352941 0.00000805 0.01407383 -9 9 -0.12666443 0.12666443 15 0.21110739
29.76 3 2 10 52 67 0.08985075 -0.11910448 0.00000313 0.00448597 -1 1 -0.00448597 0.00448597 3 0.01345791
29.78 3 1 11 51 66 0.08909091 -0.12303030 0.00002149 0.00399868 -1 1 -0.00399868 0.00399868 3 0.01199605
29.80 1 0 10 55 66 0.09757576 -0.13575758 0.00003230 0.01529628 0 0 0.00000000 0.00000000 8 0.12237023
29.82 3 0 11 59 73 0.09780822 -0.12849315 0.00000045 0.00726814 7 7 0.05087700 0.05087700 7 0.05087700
29.84 3 -1 12 59 73 0.09780822 -0.13232877 0.00000045 0.00383562 0 0 0.00000000 0.00000000 2 0.00767123
29.86 3 0 11 59 73 0.09780822 -0.12849315 0.00001247 0.00383562 0 0 0.00000000 0.00000000 2 0.00767123
29.88 3 1 11 54 69 0.09130435 -0.12376812 0.00000756 0.00803905 -4 4 -0.03215619 0.03215619 6 0.04823429
29.90 3 1 12 55 71 0.08873239 -0.12422535 0.00000736 0.00261228 2 2 0.00522456 0.00522456 2 0.00522456
29.92 3 0 12 60 75 0.09520000 -0.12880000 0.00002672 0.00792195 4 4 0.03168781 0.03168781 6 0.04753171
29.94 1 -1 10 52 62 0.09935484 -0.14000000 0.00002108 0.01194582 -13 13 -0.15529570 0.15529570 13 0.15529570
29.96 3 1 10 46 60 0.08866667 -0.12133333 0.00012552 0.02151003 -2 2 -0.04302006 0.04302006 10 0.21510032
29.98 3 2 14 49 68 0.07411765 -0.11941176 0.00001809 0.01467537 8 8 0.11740294 0.11740294 8 0.11740294
30.00 3 1 12 52 68 0.08647059 -0.12352941 0.00001696 0.01302114 0 0 0.00000000 0.00000000 6 0.07812686
30.02 3 0 12 53 68 0.09058824 -0.12764706 0.00000725 0.00582323 0 0 0.00000000 0.00000000 2 0.01164646
30.04 2 0 12 55 69 0.09130435 -0.13188406 0.00000835 0.00429709 1 1 0.00429709 0.00429709 3 0.01289127
30.06 5 3 13 59 80 0.08400000 -0.11200000 0.00010465 0.02118323 11 11 0.23301554 0.23301554 11 0.23301554
30.08 4 1 8 44 57 0.09578947 -0.11543860 0.00002440 0.01228070 -23 23 -0.28245614 0.28245614 23 0.28245614
30.10 4 0 8 50 62 0.10387097 -0.12193548 0.00001373 0.01036919 5 5 0.05184595 0.05184595 7 0.07258433
30.12 5 -1 10 49 63 0.10000000 -0.12222222 0.00000127 0.00388157 1 1 0.00388157 0.00388157 5 0.01940787
30.14 3 1 10 49 63 0.09111111 -0.12222222 0.00002135 0.00888889 0 0 0.00000000 0.00000000 4 0.03555556
30.16 4 1 10 47 62 0.09032258 -0.11741935 0.00000769 0.00486717 -1 1 -0.00486717 0.00486717 3 0.01460150
30.18 6 3 12 56 77 0.08545455 -0.10727273 0.00002235 0.01125397 15 15 0.16880953 0.16880953 15 0.16880953
30.20 4 2 12 54 72 0.08555556 -0.11666667 0.00001984 0.00939448 -5 5 -0.04697241 0.04697241 5 0.04697241
30.22 3 1 11 52 67 0.08985075 -0.12328358 0.00001719 0.00788874 -5 5 -0.03944370 0.03944370 5 0.03944370
30.24 4 0 11 54 69 0.09536232 -0.12376812 0.00003132 0.00553283 2 2 0.01106566 0.01106566 4 0.02213132
30.26 3 -2 11 50 62 0.09935484 -0.13548387 0.00005308 0.01237736 -7 7 -0.08664155 0.08664155 7 0.08664155
30.28 2 1 10 45 58 0.08689655 -0.12551724 0.00002661 0.01595439 -4 4 -0.06381757 0.06381757 10 0.15954392
30.30 3 0 10 46 59 0.09254237 -0.12576271 0.00002975 0.00565115 1 1 0.00565115 0.00565115 3 0.01695346
30.32 5 1 12 49 67 0.08567164 -0.11492537 0.00002613 0.01283179 8 8 0.10265433 0.10265433 8 0.10265433
30.34 2 0 11 50 63 0.09111111 -0.13111111 0.00001548 0.01707530 -4 4 -0.06830121 0.06830121 6 0.10245181
30.36 4 1 14 59 78 0.08615385 -0.12205128 0.00001906 0.01032739 15 15 0.15491085 0.15491085 15 0.15491085
30.38 4 1 15 57 77 0.08181818 -0.12181818 0.00000991 0.00434193 -1 1 -0.00434193 0.00434193 3 0.01302578
30.40 2 2 16 61 81 0.07777778 -0.12617284 0.00002514 0.00594036 4 4 0.02376145 0.02376145 8 0.04752290
30.42 4 -1 15 56 74 0.08702703 -0.12864865 0.00003312 0.00957488 -7 7 -0.06702413 0.06702413 11 0.10532363
30.44 1 0 12 49 62 0.08580645 -0.13548387 0.00001130 0.00694335 -12 12 -0.08332016 0.08332016 14 0.09720686
30.46 2 1 12 50 65 0.08400000 -0.12707692 0.00001885 0.00859884 3 3 0.02579652 0.02579652 3 0.02579652
30.48 4 0 12 48 64 0.08750000 -0.12250000 0.00000766 0.00576179 -1 1 -0.00576179 0.00576179 5 0.02880895
30.50 5 0 12 47 64 0.08750000 -0.11812500 0.00000400 0.00437500 0 0 0.00000000 0.00000000 2 0.00875000
30.52 3 0 13 51 67 0.08567164 -0.12746269 0.00002910 0.00951500 3 3 0.02854501 0.02854501 7 0.06660502
30.54 3 2 13 53 71 0.08084507 -0.12028169 0.00002564 0.00865231 4 4 0.03460925 0.03460925 4 0.03460925
30.56 5 1 13 53 72 0.08555556 -0.11666667 0.00001176 0.00593777 1 1 0.00593777 0.00593777 3 0.01781330
30.58 4 2 14 53 73 0.07863014 -0.11698630 0.00003916 0.00693279 1 1 0.00693279 0.00693279 3 0.02079837
30.60 3 0 16 53 72 0.07777778 -0.12833333 0.00004247 0.01137900 -1 1 -0.01137900 0.01137900 5 0.05689500
30.62 4 0 14 54 72 0.08555556 -0.12444444 0.00002224 0.00869582 0 0 0.00000000 0.00000000 4 0.03478328
30.64 4 -1 13 52 68 0.09058824 -0.12764706 0.00000693 0.00596528 -4 4 -0.02386113 0.02386113 4 0.02386113
30.66 4 1 13 49 67 0.08149254 -0.11910448 0.00001812 0.01247828 -1 1 -0.01247828 0.01247828 5 0.06239139
30.68 5 2 13 46 66 0.07636364 -0.11030303 0.00002143 0.01018681 -1 1 -0.01018681 0.01018681 5 0.05093405
30.70 5 2 12 48 67 0.08149254 -0.11074627 0.00000093 0.00514802 1 1 0.00514802 0.00514802 3 0.01544405
30.72 6 1 12 48 67 0.08567164 -0.11074627 0.00001469 0.00417910 0 0 0.00000000 0.00000000 2 0.00835821
30.74 5 0 11 47 63 0.09111111 -0.11777778 0.00000169 0.00888988 -4 4 -0.03555952 0.03555952 4 0.03555952
30.76 6 1 12 47 66 0.08484848 -0.11030303 0.00002955 0.00975153 3 3 0.02925459 0.02925459 3 0.02925459
30.78 5 2 13 47 67 0.07731343 -0.11074627 0.00000188 0.00754808 1 1 0.00754808 0.00754808 3 0.02264423
30.80 5 2 13 46 66 0.07636364 -0.11030303 0.00000319 0.00104813 -1 1 -0.00104813 0.00104813 1 0.00104813
30.82 4 1 13 46 64 0.07875000 -0.11812500 0.00002061 0.00817789 -2 2 -0.01635579 0.01635579 2 0.01635579
30.84 3 -1 12 45 59 0.08779661 -0.13050847 0.00002176 0.01533596 -5 5 -0.07667979 0.07667979 5 0.07667979
30.86 5 2 14 52 73 0.07863014 -0.11315068 0.00001671 0.01962950 14 14 0.27481294 0.27481294 14 0.27481294
30.88 5 1 13 48 67 0.08149254 -0.11492537 0.00001340 0.00336792 -6 6 -0.02020749 0.02020749 6 0.02020749
30.90 3 2 14 48 67 0.07313433 -0.11910448 0.00001065 0.00934476 0 0 0.00000000 0.00000000 4 0.03737905
30.92 5 1 14 53 73 0.08246575 -0.11698630 0.00003072 0.00956881 6 6 0.05741287 0.05741287 8 0.07655050
30.94 4 0 13 49 66 0.08484848 -0.12303030 0.00000958 0.00649672 -7 7 -0.04547704 0.04547704 7 0.04547704
30.96 4 1 11 46 62 0.08580645 -0.11741935 0.00000046 0.00569214 -4 4 -0.02276855 0.02276855 6 0.03415283
30.98 5 1 11 46 63 0.08666667 -0.11333333 0.00001870 0.00417559 1 1 0.00417559 0.00417559 1 0.00417559
31.00 3 2 13 48 66 0.07636364 -0.11878788 0.00000646 0.01165781 3 3 0.03497343 0.03497343 7 0.08160466
31.02 5 1 13 51 70 0.08400000 -0.11600000 0.00001303 0.00812935 4 4 0.03251740 0.03251740 6 0.04877609
31.04 4 1 13 51 69 0.08318841 -0.11971014 0.00000556 0.00379788 -1 1 -0.00379788 0.00379788 1 0.00379788
31.06 6 2 13 52 73 0.08246575 -0.10931507 0.00001340 0.01042017 4 4 0.04168066 0.04168066 4 0.04168066
31.08 5 1 13 53 72 0.08555556 -0.11666667 0.00003187 0.00797451 -1 1 -0.00797451 0.00797451 3 0.02392354
31.10 5 1 10 50 66 0.09333333 -0.11454545 0.00001493 0.00806185 -6 6 -0.04837108 0.04837108 6 0.04837108
31.12 5 0 10 48 63 0.09555556 -0.11777778 0.00001787 0.00392252 -3 3 -0.01176757 0.01176757 3 0.01176757
31.14 3 -1 12 53 67 0.09402985 -0.13164179 0.00004172 0.01394771 4 4 0.05579084 0.05579084 10 0.13947711
31.16 5 1 11 50 67 0.08985075 -0.11492537 0.00000768 0.01723089 0 0 0.00000000 0.00000000 8 0.13784711
31.18 6 2 12 55 75 0.08773333 -0.11013333 0.00001175 0.00523900 8 8 0.04191197 0.04191197 8 0.04191197
31.20 5 3 12 53 73 0.08246575 -0.10931507 0.00001369 0.00533076 -2 2 -0.01066151 0.01066151 4 0.02132302
31.22 6 1 14 58 79 0.08683544 -0.11518987 0.00001761 0.00732172 6 6 0.04393029 0.04393029 10 0.07321716
31.24 4 -1 10 53 66 0.10181818 -0.12727273 0.00001111 0.01924780 -13 13 -0.25022140 0.25022140 13 0.25022140
31.26 4 1 11 51 67 0.08985075 -0.11910448 0.00000249 0.01448930 1 1 0.01448930 0.01448930 5 0.07244650
31.28 4 -1 10 51 64 0.10062500 -0.12687500 0.00000125 0.01328403 -3 3 -0.03985210 0.03985210 3 0.03985210
31.30 4 1 11 50 66 0.08909091 -0.11878788 0.00005064 0.01408676 2 2 0.02817352 0.02817352 4 0.05634704
31.32 3 1 13 53 70 0.08400000 -0.12400000 0.00003898 0.00728585 4 4 0.02914339 0.02914339 6 0.04371508
31.34 3 -1 12 50 64 0.09187500 -0.13125000 0.00001468 0.01070412 -6 6 -0.06422470 0.06422470 6 0.06422470
31.36 3 1 11 47 62 0.08580645 -0.12193548 0.00002103 0.01111699 -2 2 -0.02223398 0.02223398 6 0.06670195
31.38 3 1 12 46 62 0.08129032 -0.12193548 0.00001419 0.00451613 0 0 0.00000000 0.00000000 2 0.00903226
31.40 4 2 14 49 69 0.07507246 -0.11565217 0.00001170 0.00883978 7 7 0.06187848 0.06187848 7 0.06187848
31.42 5 2 15 54 76 0.07736842 -0.11421053 0.00000621 0.00271105 7 7 0.01897732 0.01897732 7 0.01897732
31.44 6 1 14 56 77 0.08545455 -0.11454545 0.00001288 0.00809306 1 1 0.00809306 0.00809306 5 0.04046529
