t f1 f2 f3 f4 Fsum x y Area del_D del_Fsum abs_delFsum (del_Fsum)(del_D) (abs_del_Fsum)(del_D) sum_abs_del_f (sum_abs_del_f)(del_D)
1.58 3 25 40 3 71 -0.11633803 -0.02957746 0.00000772 0.00581264 -5 5 -0.02906319 0.02906319 5 0.02906319
1.60 7 25 42 5 79 -0.09746835 -0.02658228 0.00005766 0.01910591 8 8 0.15284727 0.15284727 8 0.15284727
1.62 3 27 45 5 80 -0.11200000 -0.03500000 0.00002308 0.01679365 1 1 0.01679365 0.01679365 9 0.15114287
1.64 3 27 45 4 79 -0.11518987 -0.03367089 0.00000735 0.00345570 -1 1 -0.00345570 0.00345570 1 0.00345570
1.66 4 26 43 3 76 -0.11421053 -0.02947368 0.00002097 0.00430994 -3 3 -0.01292983 0.01292983 5 0.02154972
1.68 3 25 42 1 71 -0.12422535 -0.02957746 0.00004911 0.01001536 -5 5 -0.05007682 0.05007682 5 0.05007682
1.70 4 23 43 5 75 -0.10640000 -0.03920000 0.00014386 0.02025676 4 4 0.08102704 0.08102704 8 0.16205409
1.72 1 22 43 4 70 -0.12000000 -0.04800000 0.00008224 0.01619877 -5 5 -0.08099383 0.08099383 5 0.08099383
1.74 2 25 43 3 73 -0.12082192 -0.03643836 0.00002217 0.01159082 3 3 0.03477247 0.03477247 5 0.05795411
1.76 3 24 43 3 73 -0.11698630 -0.03643836 0.00000363 0.00383562 0 0 0.00000000 0.00000000 2 0.00767123
1.78 3 26 45 3 77 -0.11818182 -0.03454545 0.00000448 0.00223882 4 4 0.00895530 0.00895530 4 0.00895530
1.80 4 26 47 4 81 -0.11234568 -0.03629630 0.00000919 0.00609311 4 4 0.02437243 0.02437243 4 0.02437243
1.82 3 26 47 4 80 -0.11550000 -0.03850000 0.00000727 0.00384786 -1 1 -0.00384786 0.00384786 1 0.00384786
1.84 4 26 46 3 79 -0.11518987 -0.03367089 0.00001417 0.00483906 -1 1 -0.00483906 0.00483906 3 0.01451719
1.86 3 25 44 2 74 -0.12108108 -0.03405405 0.00000517 0.00590366 -5 5 -0.02951828 0.02951828 5 0.02951828
1.88 2 24 42 2 70 -0.12400000 -0.03600000 0.00000610 0.00350810 -4 4 -0.01403242 0.01403242 4 0.01403242
1.90 2 22 41 2 67 -0.12328358 -0.03970149 0.00000098 0.00377019 -3 3 -0.01131056 0.01131056 3 0.01131056
1.92 1 23 41 3 68 -0.12352941 -0.04117647 0.00000143 0.00149532 1 1 0.00149532 0.00149532 3 0.00448597
1.94 3 24 44 1 72 -0.12444444 -0.03500000 0.00001955 0.00624388 4 4 0.02497553 0.02497553 8 0.04995106
1.96 4 25 46 2 77 -0.11818182 -0.03454545 0.00001301 0.00627910 5 5 0.03139550 0.03139550 5 0.03139550
1.98 3 24 47 1 75 -0.12506667 -0.03920000 0.00000720 0.00831059 -2 2 -0.01662118 0.01662118 4 0.03324237
2.00 4 27 49 3 83 -0.11638554 -0.03542169 0.00001931 0.00946771 8 8 0.07574170 0.07574170 8 0.07574170
2.02 3 24 46 3 76 -0.11789474 -0.04052632 0.00002834 0.00532305 -7 7 -0.03726138 0.03726138 7 0.03726138
2.04 4 23 43 5 75 -0.10640000 -0.03920000 0.00000495 0.01157100 -1 1 -0.01157100 0.01157100 7 0.08099701
2.06 4 23 45 3 75 -0.11386667 -0.03920000 0.00000648 0.00746667 0 0 0.00000000 0.00000000 4 0.02986667
2.08 3 23 44 1 71 -0.12422535 -0.03746479 0.00001016 0.01050301 -4 4 -0.04201206 0.04201206 4 0.04201206
2.10 3 22 42 4 71 -0.11239437 -0.04140845 0.00001289 0.01247095 0 0 0.00000000 0.00000000 6 0.07482572
2.12 3 23 45 5 76 -0.11052632 -0.04421053 0.00000163 0.00336768 5 5 0.01683838 0.01683838 5 0.01683838
2.14 3 26 47 4 80 -0.11550000 -0.03850000 0.00000735 0.00757282 4 4 0.03029129 0.03029129 6 0.04543694
2.16 3 27 47 2 79 -0.12227848 -0.03367089 0.00003133 0.00832275 -1 1 -0.00832275 0.00832275 3 0.02496825
2.18 2 25 48 3 78 -0.12205128 -0.04307692 0.00004660 0.00940878 -1 1 -0.00940878 0.00940878 5 0.04704390
2.20 2 24 48 6 80 -0.11200000 -0.04900000 0.00000593 0.01166667 2 2 0.02333333 0.02333333 4 0.04666667
2.22 2 23 44 3 72 -0.12055556 -0.04277778 0.00004317 0.01057892 -8 8 -0.08463137 0.08463137 8 0.08463137
2.24 3 23 41 3 70 -0.11600000 -0.03600000 0.00001356 0.00816648 -2 2 -0.01633296 0.01633296 4 0.03266591
2.26 5 21 42 2 70 -0.11200000 -0.03600000 0.00000200 0.00400000 0 0 0.00000000 0.00000000 6 0.02400000
2.28 5 22 44 1 72 -0.11666667 -0.03500000 0.00000200 0.00477261 2 2 0.00954521 0.00954521 4 0.01909043
2.30 3 24 42 3 72 -0.11666667 -0.03500000 0.00000200 0.00000000 0 0 0.00000000 0.00000000 8 0.00000000
2.32 3 23 44 3 73 -0.11698630 -0.04027397 0.00000488 0.00528365 1 1 0.00528365 0.00528365 3 0.01585095
2.34 4 25 46 3 78 -0.11487179 -0.03589744 0.00001663 0.00486058 5 5 0.02430289 0.02430289 5 0.02430289
2.36 3 26 46 2 77 -0.12181818 -0.03454545 0.00000287 0.00707673 -1 1 -0.00707673 0.00707673 3 0.02123020
2.38 3 25 45 2 75 -0.12133333 -0.03546667 0.00000079 0.00104101 -2 2 -0.00208203 0.00208203 2 0.00208203
2.40 3 25 46 3 77 -0.11818182 -0.03818182 0.00000880 0.00415982 2 2 0.00831964 0.00831964 2 0.00831964
2.42 2 22 43 4 71 -0.11633803 -0.04535211 0.00000478 0.00740356 -6 6 -0.04442135 0.04442135 8 0.05922847
2.44 3 23 43 3 72 -0.11666667 -0.03888889 0.00000187 0.00647157 1 1 0.00647157 0.00647157 3 0.01941472
2.46 3 24 44 3 74 -0.11729730 -0.03783784 0.00000327 0.00122573 2 2 0.00245145 0.00245145 2 0.00245145
2.48 2 23 44 3 72 -0.12055556 -0.04277778 0.00001574 0.00591771 -2 2 -0.01183541 0.01183541 2 0.01183541
2.50 3 24 48 4 79 -0.11518987 -0.04430380 0.00000184 0.00557847 7 7 0.03904926 0.03904926 7 0.03904926
2.52 3 23 46 3 75 -0.11760000 -0.04293333 0.00000100 0.00277252 -4 4 -0.01109009 0.01109009 4 0.01109009
2.54 2 24 44 3 73 -0.12082192 -0.04027397 0.00000968 0.00417767 -2 2 -0.00835535 0.00835535 4 0.01671069
2.56 3 25 44 2 74 -0.12108108 -0.03405405 0.00000097 0.00622532 1 1 0.00622532 0.00622532 3 0.01867595
2.58 3 25 45 2 75 -0.12133333 -0.03546667 0.00001014 0.00143496 1 1 0.00143496 0.00143496 1 0.00143496
2.60 4 24 45 5 78 -0.10769231 -0.03948718 0.00005273 0.01422119 3 3 0.04266356 0.04266356 5 0.07110593
2.62 3 23 47 3 76 -0.11789474 -0.04421053 0.00004391 0.01124276 -2 2 -0.02248551 0.02248551 6 0.06745654
2.64 3 25 44 3 75 -0.11760000 -0.03546667 0.00001394 0.00874883 -1 1 -0.00874883 0.00874883 5 0.04374413
2.66 5 25 44 2 76 -0.11421053 -0.02947368 0.00002148 0.00688508 1 1 0.00688508 0.00688508 3 0.02065525
2.68 3 23 43 4 73 -0.11315068 -0.04027397 0.00001524 0.01085217 -3 3 -0.03255650 0.03255650 7 0.07596516
2.70 3 22 42 3 70 -0.11600000 -0.04000000 0.00000546 0.00286246 -3 3 -0.00858737 0.00858737 3 0.00858737
2.72 3 22 44 4 73 -0.11315068 -0.04410959 0.00000450 0.00500073 3 3 0.01500220 0.01500220 3 0.01500220
2.74 3 25 45 2 75 -0.12133333 -0.03546667 0.00003141 0.01190193 2 2 0.02380385 0.02380385 6 0.07141156
2.76 2 25 46 2 75 -0.12506667 -0.03920000 0.00000697 0.00527973 0 0 0.00000000 0.00000000 2 0.01055946
2.78 3 25 44 3 75 -0.11760000 -0.03546667 0.00002522 0.00834799 0 0 0.00000000 0.00000000 4 0.03339195
2.80 3 24 45 4 76 -0.11421053 -0.04052632 0.00000321 0.00609004 1 1 0.00609004 0.00609004 3 0.01827012
2.82 3 23 45 4 75 -0.11386667 -0.04293333 0.00000321 0.00243145 -1 1 -0.00243145 0.00243145 1 0.00243145
2.84 3 24 45 4 76 -0.11421053 -0.04052632 0.00000875 0.00243145 1 1 0.00243145 0.00243145 1 0.00243145
2.86 3 25 47 2 77 -0.12181818 -0.03818182 0.00001751 0.00796072 1 1 0.00796072 0.00796072 5 0.03980361
2.88 1 25 45 4 75 -0.12133333 -0.04293333 0.00002212 0.00477619 -2 2 -0.00955238 0.00955238 6 0.02865713
2.90 4 25 48 4 81 -0.11234568 -0.03975309 0.00003650 0.00953372 6 6 0.05720235 0.05720235 6 0.05720235
2.92 0 22 44 4 70 -0.12400000 -0.05200000 0.00003778 0.01690592 -11 11 -0.18596511 0.18596511 11 0.18596511
2.94 4 22 43 2 71 -0.11633803 -0.03746479 0.00007243 0.01643101 1 1 0.01643101 0.01643101 7 0.11501709
2.96 3 24 43 1 71 -0.12422535 -0.03352113 0.00000539 0.00881830 0 0 0.00000000 0.00000000 4 0.03527318
2.98 4 24 45 2 75 -0.11760000 -0.03546667 0.00000485 0.00690510 4 4 0.02762040 0.02762040 4 0.02762040
3.00 5 23 46 5 79 -0.10455696 -0.04075949 0.00008077 0.01407604 4 4 0.05630415 0.05630415 6 0.08445623
3.02 2 23 47 5 77 -0.11454545 -0.04909091 0.00006766 0.01300702 -2 2 -0.02601403 0.02601403 4 0.05202806
3.04 3 24 44 3 74 -0.11729730 -0.03783784 0.00004639 0.01158466 -3 3 -0.03475397 0.03475397 7 0.08109259
3.06 6 25 45 2 78 -0.11128205 -0.02871795 0.00002624 0.01092500 4 4 0.04369999 0.04369999 6 0.06554998
3.08 2 24 45 2 73 -0.12465753 -0.04027397 0.00012667 0.01767612 -5 5 -0.08838060 0.08838060 5 0.08838060
3.10 3 22 45 5 75 -0.11013333 -0.04666667 0.00002111 0.01586880 2 2 0.03173761 0.03173761 6 0.09521283
3.12 3 24 46 4 77 -0.11454545 -0.04181818 0.00000435 0.00655550 2 2 0.01311101 0.01311101 4 0.02622201
3.14 4 24 47 3 78 -0.11487179 -0.03948718 0.00000589 0.00235374 1 1 0.00235374 0.00235374 3 0.00706121
3.16 3 24 43 2 72 -0.12055556 -0.03500000 0.00000246 0.00724154 -6 6 -0.04344925 0.04344925 6 0.04344925
3.18 3 23 42 3 71 -0.11633803 -0.03746479 0.00000118 0.00488495 -1 1 -0.00488495 0.00488495 3 0.01465485
3.20 4 23 46 5 78 -0.10769231 -0.04307692 0.00006399 0.01030750 7 7 0.07215249 0.07215249 7 0.07215249
3.22 1 23 46 4 74 -0.12108108 -0.04918919 0.00007000 0.01471798 -4 4 -0.05887194 0.05887194 4 0.05887194
3.24 4 25 46 3 78 -0.11487179 -0.03589744 0.00005433 0.01467058 4 4 0.05868232 0.05868232 6 0.08802348
3.26 2 24 44 2 72 -0.12444444 -0.03888889 0.00000057 0.01002918 -6 6 -0.06017507 0.06017507 6 0.06017507
3.28 3 24 43 3 73 -0.11698630 -0.03643836 0.00000947 0.00785041 1 1 0.00785041 0.00785041 3 0.02355124
3.30 4 23 44 3 74 -0.11351351 -0.03783784 0.00001998 0.00374417 1 1 0.00374417 0.00374417 3 0.01123251
3.32 2 22 45 4 73 -0.11698630 -0.04794521 0.00000272 0.01068734 -1 1 -0.01068734 0.01068734 5 0.05343668
3.34 4 26 46 4 80 -0.11200000 -0.03500000 0.00003658 0.01387233 7 7 0.09710631 0.09710631 7 0.09710631
3.36 3 26 48 3 80 -0.11900000 -0.03850000 0.00000817 0.00782624 0 0 0.00000000 0.00000000 4 0.03130495
3.38 4 25 47 2 78 -0.11846154 -0.03589744 0.00001157 0.00265768 -2 2 -0.00531537 0.00531537 4 0.01063073
3.40 4 23 45 4 76 -0.11052632 -0.04052632 0.00005942 0.00918664 -2 2 -0.01837327 0.01837327 6 0.05511982
3.42 1 21 42 3 67 -0.12328358 -0.04805970 0.00002656 0.01481552 -9 9 -0.13333971 0.13333971 9 0.13333971
3.44 4 22 42 3 71 -0.11239437 -0.03746479 0.00005665 0.01519300 4 4 0.06077199 0.06077199 4 0.06077199
3.46 3 24 43 2 72 -0.12055556 -0.03500000 0.00000424 0.00852527 1 1 0.00852527 0.00852527 5 0.04262634
3.48 3 25 45 3 76 -0.11789474 -0.03684211 0.00000257 0.00323625 4 4 0.01294500 0.01294500 4 0.01294500
3.50 4 24 46 4 78 -0.11128205 -0.03948718 0.00004058 0.00712208 2 2 0.01424416 0.01424416 4 0.02848832
3.52 1 23 45 4 73 -0.12082192 -0.04794521 0.00002352 0.01274940 -5 5 -0.06374701 0.06374701 5 0.06374701
3.54 2 23 44 3 72 -0.12055556 -0.04277778 0.00001492 0.00517429 -1 1 -0.00517429 0.00517429 3 0.01552286
3.56 4 24 46 3 77 -0.11454545 -0.03818182 0.00002848 0.00756599 5 5 0.03782993 0.03782993 5 0.03782993
3.58 2 25 44 2 73 -0.12465753 -0.03643836 0.00001839 0.01026128 -4 4 -0.04104511 0.04104511 6 0.06156766
3.60 3 24 46 4 77 -0.11454545 -0.04181818 0.00003505 0.01145411 4 4 0.04581645 0.04581645 6 0.06872467
3.62 2 24 48 4 78 -0.11846154 -0.04666667 0.00002276 0.00623246 1 1 0.00623246 0.00623246 3 0.01869737
3.64 3 25 48 2 78 -0.12205128 -0.03948718 0.00001599 0.00802691 0 0 0.00000000 0.00000000 4 0.03210764
3.66 3 26 47 3 79 -0.11873418 -0.03721519 0.00001157 0.00402059 1 1 0.00402059 0.00402059 3 0.01206176
3.68 3 22 44 3 72 -0.11666667 -0.04277778 0.00000170 0.00593439 -7 7 -0.04154073 0.04154073 7 0.04154073
3.70 3 23 44 3 73 -0.11698630 -0.04027397 0.00000413 0.00252412 1 1 0.00252412 0.00252412 1 0.00252412
3.72 3 23 44 4 74 -0.11351351 -0.04162162 0.00002883 0.00372511 1 1 0.00372511 0.00372511 1 0.00372511
3.74 5 25 41 3 74 -0.10972973 -0.02648649 0.00008147 0.01560094 0 0 0.00000000 0.00000000 8 0.12480752
3.76 4 25 41 1 71 -0.12028169 -0.02563380 0.00001016 0.01058636 -3 3 -0.03175907 0.03175907 3 0.03175907
3.78 3 26 42 1 72 -0.12444444 -0.02722222 0.00002853 0.00445551 1 1 0.00445551 0.00445551 3 0.01336654
3.80 4 24 43 4 75 -0.11013333 -0.03546667 0.00008592 0.01651602 3 3 0.04954805 0.04954805 7 0.11561211
3.82 2 22 43 6 73 -0.10931507 -0.04794521 0.00000310 0.01250534 -2 2 -0.02501068 0.02501068 6 0.07503203
3.84 4 24 42 4 74 -0.10972973 -0.03405405 0.00015535 0.01389734 1 1 0.01389734 0.01389734 7 0.09728137
3.86 1 26 43 1 71 -0.13211268 -0.03352113 0.00004748 0.02238929 -3 3 -0.06716787 0.06716787 9 0.20150361
3.88 3 25 45 4 77 -0.11454545 -0.03818182 0.00001255 0.01817496 6 6 0.10904978 0.10904978 8 0.14539971
3.90 3 25 44 4 76 -0.11421053 -0.03684211 0.00000521 0.00138094 -1 1 -0.00138094 0.00138094 1 0.00138094
3.92 3 25 42 2 72 -0.12055556 -0.03111111 0.00002825 0.00855007 -4 4 -0.03420028 0.03420028 4 0.03420028
3.94 4 24 40 3 71 -0.11239437 -0.02957746 0.00002601 0.00830404 -1 1 -0.00830404 0.00830404 5 0.04152020
3.96 6 25 41 2 74 -0.10972973 -0.02270270 0.00002494 0.00737310 3 3 0.02211931 0.02211931 5 0.03686551
3.98 3 25 43 2 73 -0.12082192 -0.03260274 0.00010103 0.01486766 -1 1 -0.01486766 0.01486766 5 0.07433831
4.00 4 25 43 6 78 -0.10410256 -0.03589744 0.00004919 0.01704089 5 5 0.08520443 0.08520443 5 0.08520443
4.02 4 26 41 5 76 -0.10684211 -0.02947368 0.00001688 0.00698353 -2 2 -0.01396706 0.01396706 4 0.02793411
4.04 4 25 43 4 76 -0.11052632 -0.03315789 0.00000679 0.00521026 0 0 0.00000000 0.00000000 4 0.02084104
4.06 5 25 43 3 76 -0.11052632 -0.02947368 0.00000483 0.00368421 0 0 0.00000000 0.00000000 2 0.00736842
4.08 4 25 41 3 73 -0.11315068 -0.02876712 0.00001433 0.00271782 -3 3 -0.00815346 0.00815346 3 0.00815346
4.10 3 22 41 4 70 -0.11200000 -0.04000000 0.00002707 0.01129166 -3 3 -0.03387498 0.03387498 5 0.05645830
4.12 1 22 42 5 70 -0.11600000 -0.04800000 0.00003726 0.00894427 0 0 0.00000000 0.00000000 4 0.03577709
4.14 3 26 44 3 76 -0.11789474 -0.03315789 0.00000340 0.01496256 6 6 0.08977534 0.08977534 10 0.14962557
4.16 4 26 46 2 78 -0.11846154 -0.03230769 0.00000261 0.00102182 2 2 0.00204363 0.00204363 4 0.00408726
4.18 2 26 45 3 76 -0.12157895 -0.03684211 0.00002962 0.00550265 -2 2 -0.01100530 0.01100530 4 0.02201059
4.20 4 23 44 4 75 -0.11013333 -0.03920000 0.00000970 0.01168596 -1 1 -0.01168596 0.01168596 7 0.08180175
4.22 3 23 43 4 73 -0.11315068 -0.04027397 0.00001294 0.00320278 -2 2 -0.00640557 0.00640557 2 0.00640557
4.24 4 26 45 3 78 -0.11487179 -0.03230769 0.00001198 0.00815008 5 5 0.04075041 0.04075041 7 0.05705058
