t f1 f2 f3 f4 Fsum x y Area del_D del_Fsum abs_delFsum (del_Fsum)(del_D) (abs_del_Fsum)(del_D) sum_abs_del_f (sum_abs_del_f)(del_D)
15.60 8 6 30 36 80 0.01400000 -0.09100000 0.00001210 0.00654998 5 5 0.03274989 0.03274989 5 0.03274989
15.62 8 5 30 38 81 0.01901235 -0.09506173 0.00000939 0.00645145 1 1 0.00645145 0.00645145 3 0.01935436
15.64 9 6 31 39 85 0.01811765 -0.09058824 0.00003013 0.00456209 4 4 0.01824834 0.01824834 4 0.01824834
15.66 8 3 27 41 79 0.03367089 -0.10101266 0.00006899 0.01872356 -6 6 -0.11234138 0.11234138 10 0.18723564
15.68 9 4 25 39 77 0.03454545 -0.09272727 0.00002702 0.00833142 -2 2 -0.01666283 0.01666283 6 0.04998849
15.70 10 5 26 37 78 0.02871795 -0.08615385 0.00001450 0.00878463 1 1 0.00878463 0.00878463 5 0.04392316
15.72 8 5 24 35 72 0.02722222 -0.08944444 0.00000319 0.00361459 -6 6 -0.02168752 0.02168752 6 0.02168752
15.74 7 5 23 35 70 0.02800000 -0.09200000 0.00000023 0.00267129 -2 2 -0.00534258 0.00534258 2 0.00534258
15.76 7 3 24 35 69 0.03043478 -0.09942029 0.00005326 0.00780954 -1 1 -0.00780954 0.00780954 3 0.02342861
15.78 8 2 20 34 64 0.04375000 -0.09625000 0.00004692 0.01368743 -5 5 -0.06843715 0.06843715 7 0.09581201
15.80 8 4 23 35 70 0.03200000 -0.09200000 0.00004083 0.01249500 6 6 0.07496999 0.07496999 6 0.07496999
15.82 7 4 25 36 72 0.02722222 -0.09722222 0.00002496 0.00707805 2 2 0.01415610 0.01415610 4 0.02831219
15.84 10 5 25 46 86 0.04232558 -0.09116279 0.00008863 0.01627354 14 14 0.22782959 0.22782959 14 0.22782959
15.86 10 3 23 50 86 0.05534884 -0.09767442 0.00002568 0.01456044 0 0 0.00000000 0.00000000 8 0.11648354
15.88 10 0 18 43 71 0.06901408 -0.10056338 0.00001555 0.01396729 -15 15 -0.20950929 0.20950929 15 0.20950929
15.90 10 1 19 41 71 0.06112676 -0.09661972 0.00000778 0.00881830 0 0 0.00000000 0.00000000 4 0.03527318
15.92 8 4 19 40 71 0.04929577 -0.09267606 0.00004297 0.01247095 0 0 0.00000000 0.00000000 6 0.07482572
15.94 8 3 22 43 76 0.04789474 -0.09947368 0.00003874 0.00694051 5 5 0.03470254 0.03470254 7 0.04858356
15.96 8 1 21 45 75 0.05786667 -0.10640000 0.00001152 0.01214139 -1 1 -0.01214139 0.01214139 5 0.06070693
15.98 8 1 20 45 74 0.06054054 -0.10594595 0.00000170 0.00271215 -1 1 -0.00271215 0.00271215 1 0.00271215
16.00 6 3 21 45 75 0.05040000 -0.10640000 0.00003070 0.01015070 1 1 0.01015070 0.01015070 5 0.05075350
16.02 7 4 22 45 78 0.04666667 -0.10051282 0.00000283 0.00697113 3 3 0.02091339 0.02091339 3 0.02091339
16.04 7 2 23 46 78 0.05025641 -0.10769231 0.00001624 0.00802691 0 0 0.00000000 0.00000000 4 0.03210764
16.06 6 1 21 47 75 0.05786667 -0.11386667 0.00000059 0.00979993 -3 3 -0.02939980 0.02939980 5 0.04899967
16.08 7 1 23 48 79 0.05493671 -0.11164557 0.00000857 0.00367667 4 4 0.01470669 0.01470669 4 0.01470669
16.10 7 2 21 48 78 0.05743590 -0.10769231 0.00000195 0.00467699 -1 1 -0.00467699 0.00467699 3 0.01403097
16.12 8 2 19 46 75 0.06160000 -0.10266667 0.00001651 0.00652662 -3 3 -0.01957987 0.01957987 5 0.03263312
16.14 9 3 21 49 82 0.05804878 -0.09902439 0.00001402 0.00508698 7 7 0.03560884 0.03560884 7 0.03560884
16.16 7 1 21 51 80 0.06300000 -0.11200000 0.00006354 0.01388816 -2 2 -0.02777632 0.02777632 6 0.08332897
16.18 8 0 19 52 79 0.07265823 -0.11164557 0.00001963 0.00966473 -1 1 -0.00966473 0.00966473 5 0.04832364
16.20 7 2 21 49 79 0.05848101 -0.10810127 0.00000552 0.01461354 0 0 0.00000000 0.00000000 8 0.11690831
16.22 7 1 18 48 74 0.06810811 -0.10972973 0.00001102 0.00976385 -5 5 -0.04881927 0.04881927 5 0.04881927
16.24 7 0 18 45 70 0.06800000 -0.11200000 0.00000022 0.00227284 -4 4 -0.00909137 0.00909137 4 0.00909137
16.26 6 0 18 46 70 0.06800000 -0.11600000 0.00000022 0.00400000 0 0 0.00000000 0.00000000 2 0.00800000
16.28 7 0 19 48 74 0.06810811 -0.11351351 0.00001439 0.00248884 4 4 0.00995534 0.00995534 4 0.00995534
16.30 7 4 20 50 81 0.05703704 -0.10197531 0.00000457 0.01599058 7 7 0.11193409 0.11193409 7 0.11193409
16.32 6 2 18 47 73 0.06328767 -0.10931507 0.00002933 0.00964067 -8 8 -0.07712535 0.07712535 8 0.07712535
16.34 6 1 15 44 66 0.07212121 -0.11030303 0.00000832 0.00888862 -7 7 -0.06222032 0.06222032 7 0.06222032
16.36 9 1 21 57 88 0.07000000 -0.10818182 0.00000658 0.00299985 22 22 0.06599663 0.06599663 22 0.06599663
16.38 7 2 20 53 82 0.06487805 -0.10926829 0.00000551 0.00523592 -6 6 -0.03141549 0.03141549 8 0.04188732
16.40 6 2 17 44 69 0.06289855 -0.10753623 0.00000155 0.00263029 -13 13 -0.03419382 0.03419382 13 0.03419382
16.42 5 2 16 44 67 0.06477612 -0.11074627 0.00001051 0.00371882 -2 2 -0.00743763 0.00743763 2 0.00743763
16.44 6 2 20 47 75 0.05786667 -0.11013333 0.00005617 0.00693659 8 8 0.05549269 0.05549269 8 0.05549269
16.46 5 -2 18 49 70 0.07600000 -0.12800000 0.00009364 0.02545654 -5 5 -0.12728271 0.12728271 9 0.22910888
16.48 6 -1 17 52 74 0.07945946 -0.12108108 0.00000969 0.00773559 4 4 0.03094235 0.03094235 6 0.04641352
16.50 6 -1 18 52 75 0.07653333 -0.12133333 0.00001032 0.00293698 1 1 0.00293698 0.00293698 1 0.00293698
16.52 6 1 16 53 76 0.07736842 -0.11421053 0.00000522 0.00717159 1 1 0.00717159 0.00717159 5 0.03585797
16.54 7 1 17 54 79 0.07620253 -0.11164557 0.00000174 0.00281750 3 3 0.00845250 0.00845250 3 0.00845250
16.56 6 0 16 53 75 0.08026667 -0.11760000 0.00002831 0.00720919 -4 4 -0.02883676 0.02883676 4 0.02883676
16.58 6 1 19 53 79 0.06911392 -0.11518987 0.00001976 0.01141019 4 4 0.04564075 0.04564075 4 0.04564075
16.60 6 2 18 53 79 0.06911392 -0.11164557 0.00000157 0.00354430 0 0 0.00000000 0.00000000 2 0.00708861
16.62 7 2 17 50 76 0.07000000 -0.10684211 0.00000008 0.00488451 -3 3 -0.01465352 0.01465352 5 0.02442253
16.64 7 3 18 56 84 0.07000000 -0.10666667 0.00000085 0.00017544 8 8 0.00140351 0.00140351 8 0.00140351
16.66 5 0 17 57 79 0.07974684 -0.12227848 0.00004059 0.01840461 -5 5 -0.09202303 0.09202303 7 0.12883225
16.68 7 -1 17 55 78 0.08256410 -0.11846154 0.00001479 0.00474405 -1 1 -0.00474405 0.00474405 5 0.02372027
16.70 5 1 16 52 74 0.07567568 -0.11729730 0.00001479 0.00698612 -4 4 -0.02794448 0.02794448 8 0.05588897
16.72 5 1 16 52 74 0.07567568 -0.11729730 0.00001479 0.00000000 0 0 0.00000000 0.00000000 0 0.00000000
16.74 6 1 15 49 71 0.07690141 -0.11239437 0.00002484 0.00505383 -3 3 -0.01516148 0.01516148 5 0.02526913
16.76 6 -1 16 55 76 0.08473684 -0.12157895 0.00000249 0.01207272 5 5 0.06036360 0.06036360 9 0.10865447
16.78 6 0 16 54 76 0.08105263 -0.11789474 0.00002154 0.00521026 0 0 0.00000000 0.00000000 2 0.01042052
16.80 4 0 17 54 75 0.07653333 -0.12506667 0.00001093 0.00847707 -1 1 -0.00847707 0.00847707 3 0.02543120
16.82 5 0 18 55 78 0.07538462 -0.12205128 0.00000129 0.00322678 3 3 0.00968033 0.00968033 3 0.00968033
16.84 5 2 17 54 78 0.07179487 -0.11487179 0.00000797 0.00802691 0 0 0.00000000 0.00000000 4 0.03210764
16.86 5 0 17 54 76 0.07736842 -0.12157895 0.00001920 0.00872068 -2 2 -0.01744137 0.01744137 2 0.01744137
16.88 6 -1 16 52 73 0.08246575 -0.12082192 0.00001089 0.00515324 -3 3 -0.01545972 0.01545972 5 0.02576620
16.90 6 0 15 51 72 0.08166667 -0.11666667 0.00002389 0.00423139 -1 1 -0.00423139 0.00423139 3 0.01269417
16.92 6 3 16 49 74 0.06810811 -0.10594595 0.00000853 0.01728492 2 2 0.03456983 0.03456983 6 0.10370950
16.94 6 1 16 52 75 0.07653333 -0.11386667 0.00000453 0.01156383 1 1 0.01156383 0.01156383 5 0.05781917
16.96 6 0 16 56 78 0.08256410 -0.11846154 0.00001340 0.00758176 3 3 0.02274527 0.02274527 5 0.03790878
16.98 6 0 18 57 81 0.07777778 -0.11925926 0.00001225 0.00485235 3 3 0.01455704 0.01455704 3 0.01455704
17.00 6 1 16 53 76 0.07736842 -0.11421053 0.00000258 0.00506530 -5 5 -0.02532651 0.02532651 7 0.03545711
17.02 6 3 14 51 74 0.07567568 -0.10594595 0.00002003 0.00843615 -2 2 -0.01687231 0.01687231 6 0.05061692
17.04 4 2 15 50 71 0.07295775 -0.11633803 0.00004507 0.01074163 -3 3 -0.03222488 0.03222488 5 0.05370813
17.06 6 1 14 52 73 0.08246575 -0.11315068 0.00005635 0.01002803 2 2 0.02005606 0.02005606 6 0.06016817
17.08 5 -1 15 52 71 0.08478873 -0.12422535 0.00000766 0.01131567 -2 2 -0.02263135 0.02263135 4 0.04526270
17.10 7 0 15 53 75 0.08400000 -0.11386667 0.00002897 0.01038867 4 4 0.04155468 0.04155468 4 0.04155468
17.12 6 2 15 54 77 0.07818182 -0.11090909 0.00000534 0.00652675 2 2 0.01305350 0.01305350 4 0.02610701
17.14 7 1 15 52 75 0.08026667 -0.11013333 0.00001535 0.00222450 -2 2 -0.00444900 0.00444900 4 0.00889799
17.16 5 -1 15 50 69 0.08318841 -0.12376812 0.00004289 0.01394431 -6 6 -0.08366588 0.08366588 6 0.08366588
17.18 6 -1 14 52 71 0.08873239 -0.12028169 0.00003493 0.00654912 2 2 0.01309824 0.01309824 4 0.02619648
17.20 6 1 15 52 74 0.07945946 -0.11351351 0.00001280 0.01148022 3 3 0.03444067 0.03444067 3 0.03444067
17.22 6 1 14 53 74 0.08324324 -0.11351351 0.00001280 0.00378378 0 0 0.00000000 0.00000000 2 0.00756757
17.24 7 0 14 53 74 0.08702703 -0.11351351 0.00001280 0.00378378 0 0 0.00000000 0.00000000 2 0.00756757
17.26 5 0 14 52 71 0.08478873 -0.12028169 0.00002856 0.00712869 -3 3 -0.02138606 0.02138606 3 0.02138606
17.28 5 -1 13 53 70 0.09200000 -0.12400000 0.00000851 0.00811346 -1 1 -0.00811346 0.00811346 3 0.02434038
17.30 6 0 15 55 76 0.08473684 -0.11789474 0.00002033 0.00948829 6 6 0.05692976 0.05692976 6 0.05692976
17.32 6 3 14 56 79 0.07974684 -0.10810127 0.00001736 0.01099146 3 3 0.03297439 0.03297439 5 0.05495731
17.34 8 1 15 55 79 0.08329114 -0.10810127 0.00004255 0.00354430 0 0 0.00000000 0.00000000 6 0.02126582
17.36 6 -4 14 55 71 0.10056338 -0.13211268 0.00016582 0.02957834 -8 8 -0.23662671 0.23662671 8 0.23662671
17.38 4 1 15 53 73 0.07863014 -0.12082192 0.00010579 0.02466877 2 2 0.04933755 0.04933755 10 0.24668773
17.40 6 2 15 53 76 0.07736842 -0.11052632 0.00000405 0.01037262 3 3 0.03111787 0.03111787 3 0.03111787
17.42 6 2 15 52 75 0.07653333 -0.11013333 0.00000147 0.00092293 -1 1 -0.00092293 0.00092293 1 0.00092293
17.44 8 2 17 57 84 0.07666667 -0.10666667 0.00002041 0.00346923 9 9 0.03122307 0.03122307 9 0.03122307
17.46 5 -1 15 56 75 0.08773333 -0.12506667 0.00000089 0.02147164 -9 9 -0.19324472 0.19324472 9 0.19324472
17.48 4 -2 14 54 70 0.09200000 -0.13200000 0.00000311 0.00814098 -5 5 -0.04070490 0.04070490 5 0.04070490
17.50 6 0 15 51 72 0.08166667 -0.11666667 0.00001944 0.01849024 2 2 0.03698048 0.03698048 8 0.14792190
17.52 6 2 15 49 72 0.07388889 -0.10888889 0.00000332 0.01099944 0 0 0.00000000 0.00000000 4 0.04399776
17.54 8 2 18 54 82 0.07170732 -0.10585366 0.00000121 0.00373790 10 10 0.03737898 0.03737898 10 0.03737898
17.56 6 2 16 53 77 0.07454545 -0.11090909 0.00001209 0.00579762 -5 5 -0.02898811 0.02898811 5 0.02898811
17.58 6 0 18 52 76 0.07368421 -0.11789474 0.00000019 0.00703854 -1 1 -0.00703854 0.00703854 5 0.03519268
17.60 5 1 16 50 72 0.07388889 -0.11666667 0.00000632 0.00124501 -4 4 -0.00498004 0.00498004 6 0.00747006
17.62 6 3 15 44 68 0.06588235 -0.10294118 0.00006352 0.01589005 -4 4 -0.06356020 0.06356020 10 0.15890050
17.64 8 3 15 49 75 0.07280000 -0.09893333 0.00011716 0.00799479 7 7 0.05596352 0.05596352 7 0.05596352
17.66 4 0 13 53 70 0.08800000 -0.12400000 0.00000833 0.02931515 -5 5 -0.14657573 0.14657573 13 0.38109690
17.68 6 -1 16 57 78 0.08615385 -0.12205128 0.00001145 0.00268436 8 8 0.02147488 0.02147488 10 0.02684359
17.70 8 2 15 59 84 0.08333333 -0.10666667 0.00004510 0.01564103 6 6 0.09384615 0.09384615 8 0.12512821
17.72 6 1 16 55 78 0.07897436 -0.11487179 0.00001565 0.00929111 -6 6 -0.05574668 0.05574668 8 0.07432891
17.74 7 2 15 54 78 0.07897436 -0.10769231 0.00003240 0.00717949 0 0 0.00000000 0.00000000 4 0.02871795
17.76 5 -1 14 52 70 0.08800000 -0.12400000 0.00000094 0.01863875 -8 8 -0.14911000 0.14911000 8 0.14911000
17.78 5 1 14 56 76 0.08473684 -0.11789474 0.00000728 0.00692260 6 6 0.04153562 0.04153562 6 0.04153562
17.80 6 1 16 58 81 0.08123457 -0.11580247 0.00000215 0.00407965 5 5 0.02039823 0.02039823 5 0.02039823
17.82 5 2 14 53 74 0.07945946 -0.11351351 0.00000513 0.00289661 -7 7 -0.02027624 0.02027624 9 0.02606946
17.84 7 2 15 55 79 0.07974684 -0.10810127 0.00003362 0.00541987 5 5 0.02709936 0.02709936 5 0.02709936
17.86 6 -1 14 56 75 0.09146667 -0.12133333 0.00001905 0.01767603 -4 4 -0.07070412 0.07070412 6 0.10605618
17.88 7 0 14 54 75 0.08773333 -0.11386667 0.00000915 0.00834799 0 0 0.00000000 0.00000000 4 0.03339195
17.90 8 1 14 57 80 0.08750000 -0.10850000 0.00000851 0.00537174 5 5 0.02685868 0.02685868 5 0.02685868
17.92 5 1 14 56 76 0.08473684 -0.11789474 0.00002629 0.00979266 -4 4 -0.03917063 0.03917063 4 0.03917063
17.94 5 1 16 56 78 0.07897436 -0.11846154 0.00001105 0.00579029 2 2 0.01158058 0.01158058 2 0.01158058
17.96 6 -1 13 55 73 0.09397260 -0.12082192 0.00000124 0.01518284 -5 5 -0.07591421 0.07591421 7 0.10627990
17.98 6 -1 13 54 72 0.09333333 -0.12055556 0.00000245 0.00069254 -1 1 -0.00069254 0.00069254 1 0.00069254
18.00 7 0 12 54 73 0.09397260 -0.11315068 0.00000908 0.00743241 1 1 0.00743241 0.00743241 3 0.02229724
18.02 5 1 11 52 69 0.09130435 -0.11565217 0.00000158 0.00365746 -4 4 -0.01462985 0.01462985 6 0.02194477
18.04 6 0 13 55 74 0.09081081 -0.11729730 0.00000269 0.00171756 5 5 0.00858780 0.00858780 7 0.01202291
18.06 6 -1 14 58 77 0.09272727 -0.12181818 0.00001225 0.00491032 3 3 0.01473095 0.01473095 5 0.02455159
18.08 4 -1 14 56 73 0.09013699 -0.12849315 0.00002976 0.00715994 -4 4 -0.02863977 0.02863977 4 0.02863977
18.10 4 1 14 56 75 0.08400000 -0.12133333 0.00001146 0.00943004 2 2 0.01886007 0.01886007 2 0.01886007
18.12 5 1 14 55 75 0.08400000 -0.11760000 0.00001086 0.00373333 0 0 0.00000000 0.00000000 2 0.00746667
18.14 4 2 15 56 77 0.07818182 -0.11818182 0.00000109 0.00584720 2 2 0.01169440 0.01169440 4 0.02338880
18.16 5 1 15 54 75 0.08026667 -0.11760000 0.00001052 0.00216451 -2 2 -0.00432902 0.00432902 4 0.00865804
18.18 5 -1 13 54 71 0.09267606 -0.12422535 0.00000082 0.01406728 -4 4 -0.05626910 0.05626910 4 0.05626910
18.20 6 -2 14 54 72 0.09333333 -0.12444444 0.00000121 0.00069283 1 1 0.00069283 0.00069283 3 0.00207849
18.22 6 -1 13 58 76 0.09578947 -0.12157895 0.00000438 0.00377408 4 4 0.01509633 0.01509633 6 0.02264450
18.24 6 0 14 65 85 0.09388235 -0.12023529 0.00000370 0.00233292 9 9 0.02099628 0.02099628 9 0.02099628
18.26 5 0 14 63 82 0.09219512 -0.12292683 0.00001225 0.00317665 -3 3 -0.00952995 0.00952995 3 0.00952995
18.28 5 -2 13 57 73 0.09780822 -0.12849315 0.00001292 0.00790511 -9 9 -0.07114601 0.07114601 9 0.07114601
18.30 5 1 12 57 75 0.09146667 -0.11760000 0.00002407 0.01260460 2 2 0.02520921 0.02520921 4 0.05041841
18.32 4 -2 13 54 69 0.09536232 -0.13188406 0.00006060 0.01480576 -6 6 -0.08883454 0.08883454 8 0.11844605
18.34 4 0 14 53 71 0.08478873 -0.12422535 0.00002298 0.01305590 2 2 0.02611180 0.02611180 4 0.05222360
18.36 4 -1 12 55 70 0.09600000 -0.12800000 0.00001961 0.01182964 -1 1 -0.01182964 0.01182964 5 0.05914822
18.38 4 -1 15 58 76 0.08842105 -0.12894737 0.00005053 0.00763793 6 6 0.04582757 0.04582757 6 0.04582757
18.40 5 2 16 61 84 0.08000000 -0.11666667 0.00004242 0.01489059 8 8 0.11912474 0.11912474 8 0.11912474
18.42 6 1 14 56 77 0.08545455 -0.11454545 0.00002615 0.00585249 -7 7 -0.04096741 0.04096741 9 0.05267239
18.44 5 0 12 56 73 0.09397260 -0.12082192 0.00003766 0.01058070 -4 4 -0.04232281 0.04232281 4 0.04232281
18.46 5 -1 15 56 75 0.08773333 -0.12506667 0.00000645 0.00754628 2 2 0.01509256 0.01509256 4 0.03018513
18.48 5 0 15 61 81 0.08814815 -0.12271605 0.00001559 0.00238694 6 6 0.01432163 0.01432163 6 0.01432163
18.50 4 0 10 58 72 0.10111111 -0.12444444 0.00003280 0.01307768 -9 9 -0.11769914 0.11769914 9 0.11769914
18.52 5 1 13 56 75 0.08773333 -0.11760000 0.00000968 0.01502702 3 3 0.04508106 0.04508106 7 0.10518915
18.54 5 1 14 61 81 0.08814815 -0.11925926 0.00000074 0.00171033 6 6 0.01026195 0.01026195 6 0.01026195
18.56 4 -1 15 60 78 0.08974359 -0.12923077 0.00003037 0.01009834 -3 3 -0.03029502 0.03029502 5 0.05049169
18.58 4 -1 13 60 76 0.09578947 -0.12894737 0.00005176 0.00605252 -2 2 -0.01210505 0.01210505 2 0.01210505
18.60 6 2 14 59 81 0.08469136 -0.11234568 0.00006760 0.01996958 5 5 0.09984792 0.09984792 7 0.13978708
18.62 6 0 12 60 78 0.09692308 -0.11846154 0.00003133 0.01367548 -3 3 -0.04102643 0.04102643 5 0.06837739
18.64 6 0 15 61 82 0.08878049 -0.11951220 0.00004107 0.00821009 4 4 0.03284037 0.03284037 4 0.03284037
18.66 3 0 13 61 77 0.09272727 -0.12909091 0.00001123 0.01035996 -5 5 -0.05179982 0.05179982 5 0.05179982
18.68 4 -1 14 56 73 0.09013699 -0.12849315 0.00001279 0.00265836 -4 4 -0.01063346 0.01063346 8 0.02126691
18.70 5 1 14 52 72 0.08166667 -0.11666667 0.00001448 0.01454689 -1 1 -0.01454689 0.01454689 7 0.10182824
18.72 4 2 13 49 68 0.07823529 -0.11529412 0.00000721 0.00369570 -4 4 -0.01478281 0.01478281 6 0.02217421
18.74 6 2 15 57 80 0.08050000 -0.11200000 0.00002865 0.00399751 12 12 0.04797015 0.04797015 12 0.04797015
18.76 5 -1 16 61 81 0.08814815 -0.12617284 0.00003917 0.01610477 1 1 0.01610477 0.01610477 9 0.14494291
18.78 4 -1 14 65 82 0.09560976 -0.12975610 0.00001988 0.00827740 1 1 0.00827740 0.00827740 7 0.05794179
18.80 5 0 14 65 84 0.09333333 -0.12333333 0.00000310 0.00681425 2 2 0.01362850 0.01362850 2 0.01362850
18.82 5 0 13 61 79 0.09392405 -0.12227848 0.00000039 0.00120899 -5 5 -0.00604496 0.00604496 5 0.00604496
18.84 5 0 12 58 75 0.09520000 -0.12133333 0.00000110 0.00158788 -4 4 -0.00635150 0.00635150 4 0.00635150
18.86 5 -1 13 55 72 0.09333333 -0.12444444 0.00002178 0.00362815 -3 3 -0.01088444 0.01088444 5 0.01814074
18.88 5 0 15 52 72 0.08166667 -0.12055556 0.00007101 0.01229775 0 0 0.00000000 0.00000000 6 0.07378648
18.90 6 2 13 48 69 0.07913043 -0.10753623 0.00003470 0.01326406 -3 3 -0.03979218 0.03979218 9 0.11937653
18.92 5 1 13 54 73 0.08630137 -0.11698630 0.00003436 0.01186280 4 4 0.04745122 0.04745122 8 0.09490243
18.94 4 0 15 58 77 0.08545455 -0.12545455 0.00005009 0.00851048 4 4 0.03404192 0.03404192 8 0.06808384
18.96 4 -2 13 56 71 0.09661972 -0.13211268 0.00000758 0.01299968 -6 6 -0.07799810 0.07799810 6 0.07799810
18.98 4 -1 13 54 70 0.09200000 -0.12800000 0.00001168 0.00618514 -1 1 -0.00618514 0.00618514 3 0.01855541
19.00 5 2 14 58 79 0.08329114 -0.11518987 0.00001259 0.01549011 9 9 0.13941102 0.13941102 9 0.13941102
19.02 4 0 13 59 76 0.09210526 -0.12526316 0.00003570 0.01338506 -3 3 -0.04015518 0.04015518 5 0.06692530
19.04 6 1 13 59 79 0.09037975 -0.11518987 0.00001220 0.01022000 3 3 0.03066001 0.03066001 3 0.03066001
19.06 5 1 13 57 76 0.08842105 -0.11789474 0.00000586 0.00333958 -3 3 -0.01001873 0.01001873 3 0.01001873
19.08 6 -1 15 58 78 0.08974359 -0.12205128 0.00001710 0.00436188 2 2 0.00872375 0.00872375 6 0.02617126
19.10 5 3 15 59 82 0.07853659 -0.11268293 0.00002824 0.01460695 4 4 0.05842781 0.05842781 6 0.08764171
19.12 5 1 16 57 79 0.07974684 -0.11873418 0.00001807 0.00617109 -3 3 -0.01851327 0.01851327 5 0.03085544
19.14 6 2 13 54 75 0.08400000 -0.11013333 0.00005366 0.00959499 -4 4 -0.03837998 0.03837998 8 0.07675996
19.16 3 -1 15 55 72 0.08555556 -0.13222222 0.00019237 0.02214359 -3 3 -0.06643078 0.06643078 9 0.19929235
19.18 5 -3 12 54 68 0.10294118 -0.13176471 0.00016765 0.01739164 -4 4 -0.06956656 0.06956656 8 0.13913312
19.20 6 2 15 60 83 0.08265060 -0.11301205 0.00004049 0.02762914 15 15 0.41443715 0.41443715 15 0.41443715
19.22 4 2 14 62 82 0.08536585 -0.11951220 0.00001423 0.00704447 -1 1 -0.00704447 0.00704447 5 0.03522233
19.24 7 1 15 62 85 0.08729412 -0.11364706 0.00002685 0.00617398 3 3 0.01852194 0.01852194 5 0.03086990
19.26 5 -2 15 57 75 0.09146667 -0.12880000 0.00002221 0.01571693 -10 10 -0.15716927 0.15716927 10 0.15716927
19.28 4 -1 12 52 67 0.09402985 -0.12746269 0.00000557 0.00289108 -8 8 -0.02312861 0.02312861 10 0.02891076
19.30 5 0 10 55 70 0.10000000 -0.12000000 0.00001791 0.00955690 3 3 0.02867071 0.02867071 7 0.06689831
19.32 5 -1 13 53 70 0.09200000 -0.12400000 0.00002909 0.00894427 0 0 0.00000000 0.00000000 6 0.05366563
19.34 5 1 13 58 77 0.08909091 -0.11818182 0.00000895 0.00650493 7 7 0.04553448 0.04553448 7 0.04553448
19.36 5 -1 15 59 78 0.08974359 -0.12564103 0.00000351 0.00748771 1 1 0.00748771 0.00748771 5 0.03743854
19.38 7 0 14 57 78 0.08974359 -0.11487179 0.00001933 0.01076923 0 0 0.00000000 0.00000000 6 0.06461538
19.40 6 1 14 57 78 0.08615385 -0.11487179 0.00001204 0.00358974 0 0 0.00000000 0.00000000 2 0.00717949
19.42 6 -1 14 57 76 0.09210526 -0.12157895 0.00001068 0.00896690 -2 2 -0.01793380 0.01793380 2 0.01793380
19.44 6 0 15 57 78 0.08615385 -0.11846154 0.00001056 0.00671845 2 2 0.01343690 0.01343690 2 0.01343690
19.46 5 -1 14 59 77 0.09272727 -0.12545455 0.00002176 0.00959750 -1 1 -0.00959750 0.00959750 5 0.04798752
19.48 4 0 14 54 72 0.08555556 -0.12444444 0.00002376 0.00724250 -5 5 -0.03621251 0.03621251 7 0.05069751
19.50 5 1 14 55 75 0.08400000 -0.11760000 0.00002864 0.00701899 3 3 0.02105696 0.02105696 3 0.02105696
19.52 5 -1 13 56 73 0.09397260 -0.12465753 0.00004550 0.01221727 -2 2 -0.02443453 0.02443453 4 0.04886907
19.54 6 1 12 57 76 0.09210526 -0.11421053 0.00002956 0.01061258 3 3 0.03183775 0.03183775 5 0.05306292
19.56 4 0 14 58 76 0.08842105 -0.12526316 0.00001462 0.01165050 0 0 0.00000000 0.00000000 6 0.06990298
19.58 7 -1 14 58 78 0.09333333 -0.11846154 0.00007142 0.00839003 2 2 0.01678005 0.01678005 4 0.03356010
19.60 6 2 16 56 80 0.07700000 -0.11200000 0.00001131 0.01756500 2 2 0.03513000 0.03513000 8 0.14052001
19.62 6 2 15 57 80 0.08050000 -0.11200000 0.00001131 0.00350000 0 0 0.00000000 0.00000000 2 0.00700000
19.64 5 1 15 57 78 0.08256410 -0.11846154 0.00001658 0.00678321 -2 2 -0.01356643 0.01356643 2 0.01356643
19.66 3 -2 14 57 72 0.09333333 -0.13611111 0.00007571 0.02067568 -6 6 -0.12405408 0.12405408 6 0.12405408
19.68 6 -1 14 59 78 0.09333333 -0.12205128 0.00002076 0.01405983 6 6 0.08435897 0.08435897 6 0.08435897
19.70 6 1 13 59 79 0.09037975 -0.11518987 0.00002842 0.00747011 1 1 0.00747011 0.00747011 3 0.02241034
19.72 6 1 15 55 77 0.08181818 -0.11454545 0.00005626 0.00858578 -2 2 -0.01717157 0.01717157 6 0.05151470
19.74 5 -2 14 57 74 0.09459459 -0.12864865 0.00004544 0.01902989 -3 3 -0.05708968 0.05708968 7 0.13320925
19.76 4 -1 15 58 76 0.08842105 -0.12894737 0.00004062 0.00618076 2 2 0.01236153 0.01236153 4 0.02472306
19.78 7 0 15 59 81 0.08814815 -0.11580247 0.00005561 0.01314773 5 5 0.06573866 0.06573866 5 0.06573866
19.80 6 0 11 54 71 0.09661972 -0.11633803 0.00000331 0.00848848 -10 10 -0.08488482 0.08488482 10 0.08488482
19.82 6 0 13 53 72 0.08944444 -0.11666667 0.00000245 0.00718280 1 1 0.00718280 0.00718280 3 0.02154839
19.84 5 1 14 55 75 0.08400000 -0.11760000 0.00001289 0.00552387 3 3 0.01657160 0.01657160 5 0.02761933
19.86 5 0 14 57 76 0.08842105 -0.12157895 0.00000392 0.00594792 1 1 0.00594792 0.00594792 3 0.01784375
19.88 5 1 15 58 79 0.08329114 -0.11873418 0.00001926 0.00586590 3 3 0.01759769 0.01759769 3 0.01759769
19.90 7 0 14 59 80 0.09100000 -0.11550000 0.00000353 0.00835981 1 1 0.00835981 0.00835981 5 0.04179905
