t f1 f2 f3 f4 Fsum x y Area del_D del_Fsum abs_delFsum (del_Fsum)(del_D) (abs_del_Fsum)(del_D) sum_abs_del_f (sum_abs_del_f)(del_D)
115.74 29 6 4 14 53 0.08716981 0.04490566 0.00004037 0.01264281 -7 7 -0.08849968 0.08849968 7 0.08849968
115.76 27 6 5 13 51 0.07960784 0.04117647 0.00005801 0.00843150 -2 2 -0.01686300 0.01686300 4 0.03372601
115.78 26 4 6 14 50 0.08400000 0.02800000 0.00005801 0.01388922 -1 1 -0.01388922 0.01388922 5 0.06944610
115.80 25 5 5 13 48 0.08166667 0.03500000 0.00000667 0.00737865 -2 2 -0.01475730 0.01475730 4 0.02951459
115.82 25 6 4 14 49 0.08285714 0.03714286 0.00000577 0.00245134 1 1 0.00245134 0.00245134 3 0.00735402
115.84 27 7 4 14 52 0.08076923 0.04307692 0.00001063 0.00629067 3 3 0.01887201 0.01887201 3 0.01887201
115.86 28 7 5 15 55 0.07890909 0.03818182 0.00003136 0.00523662 3 3 0.01570986 0.01570986 3 0.01570986
115.88 32 6 4 17 59 0.09254237 0.04033898 0.00001925 0.01380289 4 4 0.05521155 0.05521155 8 0.11042311
115.90 35 7 3 19 64 0.09625000 0.04375000 0.00000371 0.00503801 5 5 0.02519005 0.02519005 7 0.03526606
115.92 30 6 4 16 56 0.09000000 0.04000000 0.00000810 0.00728869 -8 8 -0.05830952 0.05830952 10 0.07288690
115.94 29 6 4 15 54 0.08814815 0.04148148 0.00000553 0.00237153 -2 2 -0.00474305 0.00474305 2 0.00474305
115.96 32 6 5 18 61 0.08950820 0.03442623 0.00000312 0.00718515 7 7 0.05029602 0.05029602 7 0.05029602
115.98 31 6 5 19 61 0.08950820 0.02983607 0.00001264 0.00459016 0 0 0.00000000 0.00000000 2 0.00918033
116.00 31 7 6 21 65 0.08400000 0.02369231 0.00001410 0.00825142 4 4 0.03300569 0.03300569 4 0.03300569
116.02 31 6 6 18 61 0.08491803 0.02983607 0.00004284 0.00621197 -4 4 -0.02484787 0.02484787 4 0.02484787
116.04 28 7 8 17 60 0.07000000 0.02333333 0.00005260 0.01627370 -1 1 -0.01627370 0.01627370 7 0.11391588
116.06 28 5 5 18 56 0.09000000 0.02500000 0.00000216 0.02006932 -4 4 -0.08027730 0.08027730 6 0.12041595
116.08 28 4 4 18 54 0.09851852 0.02592593 0.00001968 0.00856869 -2 2 -0.01713739 0.01713739 2 0.01713739
116.10 29 4 3 18 54 0.10370370 0.03111111 0.00002825 0.00733296 0 0 0.00000000 0.00000000 2 0.01466592
116.12 30 5 6 18 59 0.08779661 0.02610169 0.00003864 0.01667723 5 5 0.08338613 0.08338613 5 0.08338613
116.14 30 5 5 17 57 0.09087719 0.03192982 0.00001582 0.00659220 -2 2 -0.01318440 0.01318440 2 0.01318440
116.16 27 5 5 19 56 0.09000000 0.02000000 0.00003419 0.01196203 -1 1 -0.01196203 0.01196203 5 0.05981015
116.18 26 4 4 17 51 0.09607843 0.02470588 0.00000100 0.00768717 -5 5 -0.03843587 0.03843587 5 0.03843587
116.20 28 4 5 18 55 0.09418182 0.02290909 0.00001398 0.00261259 4 4 0.01045034 0.01045034 4 0.01045034
116.22 27 6 5 17 55 0.08400000 0.02800000 0.00002741 0.01138362 0 0 0.00000000 0.00000000 4 0.04553448
116.24 27 5 5 15 52 0.08615385 0.03230769 0.00001117 0.00481615 -3 3 -0.01444844 0.01444844 3 0.01444844
116.26 27 5 5 17 54 0.08814815 0.02592593 0.00001137 0.00668612 2 2 0.01337224 0.01337224 2 0.01337224
116.28 27 4 5 18 54 0.09333333 0.02074074 0.00002534 0.00733296 0 0 0.00000000 0.00000000 2 0.01466592
116.30 27 4 4 17 52 0.09692308 0.02692308 0.00002194 0.00714895 -2 2 -0.01429791 0.01429791 2 0.01429791
116.32 28 4 4 20 56 0.10000000 0.02000000 0.00004012 0.00757604 4 4 0.03030418 0.03030418 4 0.03030418
116.34 28 3 3 17 51 0.10705882 0.03019608 0.00004012 0.01240109 -5 5 -0.06200544 0.06200544 5 0.06200544
116.36 27 4 4 17 52 0.09692308 0.02692308 0.00003141 0.01065110 1 1 0.01065110 0.01065110 3 0.03195330
116.38 26 2 4 16 48 0.10500000 0.02333333 0.00000209 0.00883872 -4 4 -0.03535487 0.03535487 4 0.03535487
116.40 31 5 5 19 60 0.09333333 0.02800000 0.00007311 0.01256538 12 12 0.15078461 0.15078461 12 0.15078461
116.42 32 9 8 21 70 0.07200000 0.02400000 0.00000981 0.02170509 10 10 0.21705094 0.21705094 10 0.21705094
116.44 28 7 6 18 59 0.07830508 0.02610169 0.00002412 0.00664614 -11 11 -0.07310757 0.07310757 11 0.07310757
116.46 29 6 6 20 61 0.08491803 0.02065574 0.00002640 0.00856677 2 2 0.01713354 0.01713354 4 0.03426708
116.48 31 5 8 22 66 0.08484848 0.01272727 0.00000700 0.00792877 5 5 0.03964385 0.03964385 7 0.05550139
116.50 30 6 7 21 64 0.08312500 0.01750000 0.00000084 0.00507438 -2 2 -0.01014876 0.01014876 4 0.02029752
116.52 31 8 6 21 66 0.08060606 0.02545455 0.00001252 0.00834385 2 2 0.01668770 0.01668770 4 0.03337540
116.54 29 8 6 20 63 0.07777778 0.02444444 0.00000404 0.00300325 -3 3 -0.00900974 0.00900974 3 0.00900974
116.56 28 8 7 20 63 0.07333333 0.02000000 0.00005926 0.00628539 0 0 0.00000000 0.00000000 2 0.01257079
116.58 25 5 5 21 56 0.09000000 0.01000000 0.00000833 0.01943651 -7 7 -0.13605554 0.13605554 9 0.17492856
116.60 25 6 6 19 56 0.08000000 0.01500000 0.00003000 0.01118034 0 0 0.00000000 0.00000000 4 0.04472136
116.62 26 7 8 19 60 0.07000000 0.01400000 0.00004264 0.01004988 4 4 0.04019950 0.04019950 4 0.04019950
116.64 25 7 6 17 55 0.07381818 0.02290909 0.00003358 0.00969280 -5 5 -0.04846401 0.04846401 5 0.04846401
116.66 24 6 5 17 52 0.08076923 0.02153846 0.00000392 0.00708489 -3 3 -0.02125468 0.02125468 3 0.02125468
116.68 23 5 5 16 49 0.08285714 0.02000000 0.00000392 0.00259350 -3 3 -0.00778050 0.00778050 3 0.00778050
116.70 21 5 4 16 46 0.08521739 0.01826087 0.00000826 0.00293178 -3 3 -0.00879535 0.00879535 3 0.00879535
116.72 19 4 3 14 40 0.09100000 0.02100000 0.00004052 0.00639855 -6 6 -0.03839128 0.03839128 6 0.03839128
116.74 20 9 6 16 51 0.05764706 0.01921569 0.00010768 0.03340064 11 11 0.36740699 0.36740699 11 0.36740699
116.76 22 7 7 17 53 0.06603774 0.01320755 0.00004422 0.01031994 2 2 0.02063988 0.02063988 6 0.06191965
116.78 24 7 9 21 61 0.06655738 0.00229508 0.00004486 0.01092483 8 8 0.08739864 0.08739864 8 0.08739864
116.80 25 6 8 21 60 0.07466667 0.00466667 0.00007549 0.00844896 -1 1 -0.00844896 0.00844896 3 0.02534689
116.82 27 9 6 20 62 0.07225806 0.02258065 0.00003997 0.01807518 2 2 0.03615035 0.03615035 8 0.14460141
116.84 26 8 7 17 58 0.06758621 0.02413793 0.00000376 0.00492457 -4 4 -0.01969828 0.01969828 6 0.02954742
116.86 26 7 6 19 58 0.07724138 0.01931034 0.00004661 0.01079481 0 0 0.00000000 0.00000000 4 0.04317924
116.88 24 8 7 19 58 0.06758621 0.01448276 0.00001942 0.01079481 0 0 0.00000000 0.00000000 4 0.04317924
116.90 24 6 6 18 54 0.07777778 0.01555556 0.00000862 0.01024788 -4 4 -0.04099151 0.04099151 4 0.04099151
116.92 25 9 7 20 61 0.06655738 0.01606557 0.00000468 0.01123199 7 7 0.07862390 0.07862390 7 0.07862390
116.94 23 11 9 18 61 0.04819672 0.01606557 0.00004862 0.01836066 0 0 0.00000000 0.00000000 8 0.14688525
116.96 24 11 9 21 65 0.05384615 0.01076923 0.00000597 0.00774386 4 4 0.03097543 0.03097543 4 0.03097543
116.98 22 8 9 19 58 0.05793103 0.00482759 0.00000674 0.00721037 -7 7 -0.05047257 0.05047257 7 0.05047257
117.00 21 8 9 16 54 0.05185185 0.01037037 0.00003013 0.00822672 -4 4 -0.03290688 0.03290688 4 0.03290688
117.02 21 9 7 17 54 0.05703704 0.01555556 0.00000633 0.00733296 0 0 0.00000000 0.00000000 4 0.02933184
117.04 21 8 6 16 51 0.06313725 0.01921569 0.00000407 0.00711402 -3 3 -0.02134205 0.02134205 3 0.02134205
117.06 21 9 9 17 56 0.05000000 0.01000000 0.00009789 0.01604732 5 5 0.08023658 0.08023658 5 0.08023658
117.08 20 7 8 18 53 0.06075472 0.00264151 0.00001865 0.01303117 -3 3 -0.03909350 0.03909350 5 0.06515584
117.10 20 7 8 16 51 0.05764706 0.00823529 0.00003626 0.00639906 -2 2 -0.01279812 0.01279812 2 0.01279812
117.12 22 9 11 18 60 0.04666667 0.00466667 0.00000992 0.01154574 9 9 0.10391166 0.10391166 9 0.10391166
117.14 21 11 11 19 62 0.04064516 0.00451613 0.00003240 0.00602339 2 2 0.01204677 0.01204677 4 0.02409355
117.16 21 11 13 22 67 0.03970149 -0.00626866 0.00004682 0.01082599 5 5 0.05412996 0.05412996 5 0.05412996
117.18 18 7 10 17 52 0.04846154 -0.00538462 0.00001444 0.00880454 -15 15 -0.13206811 0.13206811 15 0.13206811
117.20 18 10 11 21 60 0.04200000 -0.00933333 0.00000179 0.00757257 8 8 0.06058058 0.06058058 8 0.06058058
117.22 17 9 11 19 56 0.04000000 -0.01000000 0.00000396 0.00210819 -4 4 -0.00843274 0.00843274 4 0.00843274
117.24 17 9 8 19 53 0.05018868 -0.00264151 0.00001816 0.01256808 -3 3 -0.03770423 0.03770423 3 0.03770423
117.26 15 8 9 16 48 0.04083333 -0.00583333 0.00003561 0.00988485 -5 5 -0.04942424 0.04942424 7 0.06919394
117.28 14 7 7 17 45 0.05288889 -0.00933333 0.00006115 0.01255334 -3 3 -0.03766003 0.03766003 5 0.06276671
117.30 14 6 9 17 46 0.04869565 -0.01826087 0.00002401 0.00986327 1 1 0.00986327 0.00986327 3 0.02958982
117.32 21 8 7 20 56 0.06500000 0.00500000 0.00013696 0.02840598 10 10 0.28405982 0.28405982 14 0.39768375
117.34 21 9 9 19 58 0.05310345 0.00482759 0.00002829 0.01189780 2 2 0.02379560 0.02379560 4 0.04759120
117.36 23 9 12 20 64 0.04812500 0.00000000 0.00002313 0.00693473 6 6 0.04160840 0.04160840 6 0.04160840
117.38 23 9 9 22 63 0.06000000 0.00222222 0.00004667 0.01208114 -1 1 -0.01208114 0.01208114 5 0.06040569
117.40 23 9 9 19 60 0.05600000 0.00933333 0.00003493 0.00815892 -3 3 -0.02447675 0.02447675 3 0.02447675
117.42 23 9 7 18 57 0.06140351 0.01719298 0.00001207 0.00953792 -3 3 -0.02861377 0.02861377 3 0.02861377
117.44 21 9 9 18 57 0.05157895 0.00736842 0.00004826 0.01389403 0 0 0.00000000 0.00000000 4 0.05557611
117.46 22 8 8 19 57 0.06140351 0.00736842 0.00006370 0.00982456 0 0 0.00000000 0.00000000 4 0.03929825
117.48 17 7 8 18 50 0.05600000 -0.00560000 0.00000531 0.01404912 -7 7 -0.09834386 0.09834386 7 0.09834386
117.50 20 8 9 20 57 0.05649123 -0.00245614 0.00001282 0.00318201 7 7 0.02227404 0.02227404 7 0.02227404
117.52 21 10 9 19 59 0.04983051 0.00711864 0.00001210 0.01166369 2 2 0.02332738 0.02332738 4 0.04665476
117.54 19 8 8 18 53 0.05547170 0.00264151 0.00001490 0.00720193 -6 6 -0.04321156 0.04321156 6 0.04321156
117.56 20 8 8 17 53 0.05547170 0.00792453 0.00000237 0.00528302 0 0 0.00000000 0.00000000 2 0.01056604
117.58 21 9 9 20 59 0.05457627 0.00237288 0.00000781 0.00562340 6 6 0.03374037 0.03374037 6 0.03374037
117.60 22 9 9 21 61 0.05737705 0.00229508 0.00001329 0.00280186 2 2 0.00560372 0.00560372 2 0.00560372
117.62 22 10 8 19 59 0.05457627 0.01186441 0.00002020 0.00997077 -2 2 -0.01994155 0.01994155 4 0.03988310
117.64 21 9 7 18 55 0.05854545 0.01272727 0.00002097 0.00406189 -4 4 -0.01624756 0.01624756 4 0.01624756
117.66 20 7 8 18 53 0.06075472 0.00264151 0.00000584 0.01032490 -2 2 -0.02064979 0.02064979 4 0.04129958
117.68 20 6 9 18 53 0.06075472 -0.00264151 0.00000171 0.00528302 0 0 0.00000000 0.00000000 2 0.01056604
117.70 21 8 8 20 57 0.06140351 0.00245614 0.00002355 0.00513877 4 4 0.02055508 0.02055508 6 0.03083262
117.72 19 8 9 18 54 0.05185185 0.00000000 0.00003450 0.00986239 -3 3 -0.02958718 0.02958718 5 0.04931196
117.74 20 9 8 18 55 0.05345455 0.00763636 0.00000195 0.00780274 1 1 0.00780274 0.00780274 3 0.02340821
117.76 22 10 9 20 61 0.05278689 0.00688525 0.00000336 0.00100496 6 6 0.00602977 0.00602977 6 0.00602977
117.78 25 9 10 22 66 0.05939394 0.00424242 0.00002552 0.00711602 5 5 0.03558008 0.03558008 7 0.04981211
117.80 20 8 8 22 58 0.06275862 -0.00482759 0.00000757 0.00967399 -8 8 -0.07739196 0.07739196 8 0.07739196
117.82 17 8 6 15 46 0.05478261 0.01217391 0.00003454 0.01877945 -12 12 -0.22535340 0.22535340 12 0.22535340
117.84 22 10 7 18 57 0.05649123 0.01719298 0.00002907 0.00530193 11 11 0.05832121 0.05832121 11 0.05832121
117.86 20 7 8 19 54 0.06222222 0.00000000 0.00005630 0.01812299 -3 3 -0.05436898 0.05436898 7 0.12686096
117.88 20 8 9 20 57 0.05649123 -0.00245614 0.00001312 0.00623514 3 3 0.01870541 0.01870541 3 0.01870541
117.90 24 10 10 23 67 0.05641791 0.00208955 0.00002479 0.00454628 10 10 0.04546284 0.04546284 10 0.04546284
117.92 27 13 13 24 77 0.04545455 0.00545455 0.00002786 0.01146815 10 10 0.11468154 0.11468154 10 0.11468154
117.94 23 10 12 21 66 0.04666667 0.00000000 0.00001369 0.00558760 -11 11 -0.06146363 0.06146363 11 0.06146363
117.96 22 11 9 20 62 0.04967742 0.00903226 0.00010079 0.00952084 -4 4 -0.03808334 0.03808334 6 0.05712502
117.98 17 5 7 17 46 0.06695652 -0.00608696 0.00003150 0.02295992 -16 16 -0.36735876 0.36735876 16 0.36735876
118.00 18 6 7 17 48 0.06416667 0.00000000 0.00004624 0.00669584 2 2 0.01339169 0.01339169 2 0.01339169
118.02 18 5 5 15 43 0.07488372 0.00976744 0.00009377 0.01450028 -5 5 -0.07250141 0.07250141 5 0.07250141
118.04 20 7 6 15 48 0.06416667 0.01750000 0.00009201 0.01321543 5 5 0.06607717 0.06607717 5 0.06607717
118.06 21 9 8 20 58 0.05793103 0.00482759 0.00001505 0.01412350 10 10 0.14123497 0.14123497 10 0.14123497
118.08 22 9 8 19 58 0.05793103 0.00965517 0.00000336 0.00482759 0 0 0.00000000 0.00000000 2 0.00965517
118.10 22 9 8 20 59 0.05932203 0.00711864 0.00001090 0.00289290 1 1 0.00289290 0.00289290 1 0.00289290
118.12 22 11 9 20 62 0.04967742 0.00903226 0.00004568 0.00983262 3 3 0.02949787 0.02949787 3 0.02949787
118.14 24 10 7 20 61 0.06196721 0.01606557 0.00004363 0.01416003 -1 1 -0.01416003 0.01416003 5 0.07080017
118.16 23 9 10 20 62 0.05419355 0.00451613 0.00003914 0.01392191 1 1 0.01392191 0.01392191 5 0.06960954
118.18 21 8 9 20 58 0.05793103 0.00000000 0.00004168 0.00586210 -4 4 -0.02344840 0.02344840 4 0.02344840
118.20 20 6 6 19 51 0.07411765 0.00274510 0.00007804 0.01641773 -7 7 -0.11492414 0.11492414 7 0.11492414
118.22 21 8 7 18 54 0.06222222 0.01037037 0.00000870 0.01412961 3 3 0.04238883 0.04238883 5 0.07064806
118.24 21 9 8 16 54 0.05185185 0.01555556 0.00003361 0.01159443 0 0 0.00000000 0.00000000 4 0.04637771
118.26 21 8 8 19 56 0.06000000 0.00500000 0.00000864 0.01333462 2 2 0.02666924 0.02666924 4 0.05333848
118.28 20 7 8 19 54 0.06222222 0.00000000 0.00002074 0.00547159 -2 2 -0.01094318 0.01094318 2 0.01094318
118.30 21 8 10 21 60 0.05600000 -0.00466667 0.00002522 0.00777778 6 6 0.04666667 0.04666667 6 0.04666667
118.32 22 8 10 19 59 0.05457627 0.00237288 0.00002079 0.00718208 -1 1 -0.00718208 0.00718208 3 0.02154623
118.34 20 11 8 18 57 0.04666667 0.01228070 0.00000281 0.01267781 -2 2 -0.02535561 0.02535561 8 0.10142244
118.36 20 7 9 18 54 0.05703704 0.00000000 0.00002331 0.01607359 -3 3 -0.04822076 0.04822076 5 0.08036794
118.38 19 7 9 18 53 0.05547170 -0.00264151 0.00000365 0.00307048 -1 1 -0.00307048 0.00307048 1 0.00307048
118.40 24 8 8 20 60 0.06533333 0.00933333 0.00002794 0.01551286 7 7 0.10858999 0.10858999 9 0.13961571
118.42 23 9 8 20 60 0.06066667 0.00933333 0.00000904 0.00466667 0 0 0.00000000 0.00000000 2 0.00933333
118.44 20 9 7 17 53 0.05547170 0.01320755 0.00000789 0.00648053 -7 7 -0.04536369 0.04536369 7 0.04536369
118.46 19 7 7 17 50 0.06160000 0.00560000 0.00005850 0.00976887 -3 3 -0.02930662 0.02930662 3 0.02930662
118.48 18 5 5 16 44 0.07636364 0.00636364 0.00002501 0.01478337 -6 6 -0.08870023 0.08870023 6 0.08870023
118.50 22 7 8 20 57 0.06631579 0.00245614 0.00005255 0.01078090 13 13 0.14015167 0.14015167 13 0.14015167
118.52 22 9 8 19 58 0.05793103 0.00965517 0.00001738 0.01105125 1 1 0.01105125 0.01105125 3 0.03315376
118.54 21 10 8 19 58 0.05310345 0.00965517 0.00002903 0.00482759 0 0 0.00000000 0.00000000 2 0.00965517
118.56 21 8 9 21 59 0.05932203 -0.00237288 0.00001304 0.01354049 1 1 0.01354049 0.01354049 5 0.06770245
118.58 21 7 9 21 58 0.06275862 -0.00482759 0.00000655 0.00422323 -1 1 -0.00422323 0.00422323 1 0.00422323
118.60 22 8 10 23 63 0.06000000 -0.00666667 0.00001609 0.00331545 5 5 0.01657725 0.01657725 5 0.01657725
118.62 22 10 10 22 64 0.05250000 0.00000000 0.00005185 0.01003466 1 1 0.01003466 0.01003466 3 0.03010399
118.64 20 8 7 19 54 0.06222222 0.00518519 0.00001176 0.01101852 -10 10 -0.11018519 0.11018519 10 0.11018519
118.66 19 8 8 19 54 0.05703704 0.00000000 0.00001965 0.00733296 0 0 0.00000000 0.00000000 2 0.01466592
118.68 19 7 7 19 52 0.06461538 0.00000000 0.00004081 0.00757835 -2 2 -0.01515670 0.01515670 2 0.01515670
118.70 18 6 7 21 52 0.07000000 -0.01076923 0.00002685 0.01204037 0 0 0.00000000 0.00000000 4 0.04816146
118.72 19 7 8 20 54 0.06222222 -0.00518519 0.00004814 0.00957473 2 2 0.01914945 0.01914945 4 0.03829891
118.74 18 8 9 23 58 0.05793103 -0.01448276 0.00000238 0.01024008 4 4 0.04096031 0.04096031 6 0.06144046
118.76 20 9 9 25 63 0.06000000 -0.01111111 0.00001324 0.00395583 5 5 0.01977917 0.01977917 5 0.01977917
118.78 20 7 11 26 64 0.06125000 -0.02187500 0.00002269 0.01083623 1 1 0.01083623 0.01083623 5 0.05418113
118.80 18 7 10 22 57 0.05649123 -0.01719298 0.00000853 0.00667587 -7 7 -0.04673107 0.04673107 7 0.04673107
118.82 19 10 11 23 63 0.04666667 -0.01111111 0.00000041 0.01155470 6 6 0.06932822 0.06932822 6 0.06932822
118.84 17 7 10 19 53 0.05018868 -0.01320755 0.00000135 0.00409873 -10 10 -0.04098734 0.04098734 10 0.04098734
118.86 16 7 9 20 52 0.05384615 -0.01615385 0.00000383 0.00469657 -1 1 -0.00469657 0.00469657 3 0.01408972
118.88 16 5 9 22 52 0.06461538 -0.02692308 0.00002040 0.01522999 0 0 0.00000000 0.00000000 4 0.06091997
118.90 17 7 9 21 54 0.05703704 -0.01555556 0.00005989 0.01366206 2 2 0.02732412 0.02732412 4 0.05464824
118.92 19 9 12 22 62 0.04516129 -0.01354839 0.00000046 0.01204417 8 8 0.09635338 0.09635338 8 0.09635338
118.94 15 8 9 19 51 0.04666667 -0.01372549 0.00001496 0.00151576 -11 11 -0.01667334 0.01667334 11 0.01667334
118.96 15 7 12 24 58 0.04827586 -0.03379310 0.00011772 0.02013203 7 7 0.14092421 0.14092421 9 0.18118827
118.98 16 5 12 27 60 0.06066667 -0.04200000 0.00001915 0.01486221 2 2 0.02972441 0.02972441 6 0.08917324
119.00 16 5 13 26 60 0.05600000 -0.04200000 0.00000121 0.00466667 0 0 0.00000000 0.00000000 2 0.00933333
119.02 14 5 10 25 54 0.06222222 -0.04148148 0.00002640 0.00624379 -6 6 -0.03746274 0.03746274 6 0.03746274
119.04 13 4 6 21 44 0.07636364 -0.03181818 0.00001914 0.01712772 -10 10 -0.17127725 0.17127725 10 0.17127725
119.06 13 5 9 23 50 0.06160000 -0.03920000 0.00009569 0.01650625 6 6 0.09903748 0.09903748 6 0.09903748
119.08 15 3 10 26 54 0.07259259 -0.04666667 0.00000227 0.01328865 4 4 0.05315460 0.05315460 8 0.10630920
119.10 17 6 12 29 64 0.06125000 -0.03937500 0.00004504 0.01348417 10 10 0.13484169 0.13484169 10 0.13484169
119.12 17 8 15 28 68 0.04529412 -0.03705882 0.00003783 0.01612312 4 4 0.06449246 0.06449246 6 0.09673869
119.14 14 7 13 26 60 0.04666667 -0.04200000 0.00000961 0.00512827 -8 8 -0.04102613 0.04102613 8 0.04102613
119.16 12 4 12 24 52 0.05384615 -0.05384615 0.00000804 0.01385195 -8 8 -0.11081556 0.11081556 8 0.11081556
119.18 11 5 11 23 50 0.05040000 -0.05040000 0.00000832 0.00487360 -2 2 -0.00974720 0.00974720 4 0.01949439
119.20 13 6 14 25 58 0.04344828 -0.04827586 0.00005064 0.00726900 8 8 0.05815204 0.05815204 8 0.05815204
119.22 15 9 13 26 63 0.04222222 -0.03333333 0.00002167 0.01499274 5 5 0.07496372 0.07496372 7 0.10494921
119.24 10 6 11 24 51 0.04666667 -0.05215686 0.00002394 0.01934111 -12 12 -0.23209326 0.23209326 12 0.23209326
119.26 10 6 12 25 53 0.04490566 -0.05547170 0.00001632 0.00375357 2 2 0.00750714 0.00750714 2 0.00750714
119.28 12 5 12 27 56 0.05500000 -0.05500000 0.00005014 0.01010535 3 3 0.03031606 0.03031606 5 0.05052677
119.30 13 7 11 28 59 0.05457627 -0.04508475 0.00000191 0.00992430 3 3 0.02977291 0.02977291 5 0.04962152
119.32 14 7 12 29 62 0.05419355 -0.04516129 0.00000036 0.00039030 3 3 0.00117091 0.00117091 3 0.00117091
119.34 12 8 12 27 59 0.04508475 -0.04508475 0.00004478 0.00910912 -3 3 -0.02732737 0.02732737 5 0.04554562
119.36 12 5 12 27 56 0.05500000 -0.05500000 0.00004478 0.01402229 -3 3 -0.04206686 0.04206686 3 0.04206686
119.38 12 5 12 27 56 0.05500000 -0.05500000 0.00004478 0.00000000 0 0 0.00000000 0.00000000 0 0.00000000
119.40 12 5 12 27 56 0.05500000 -0.05500000 0.00004478 0.00000000 0 0 0.00000000 0.00000000 0 0.00000000
119.42 14 7 13 28 62 0.04967742 -0.04516129 0.00001202 0.01118616 6 6 0.06711693 0.06711693 6 0.06711693
119.44 14 8 12 28 62 0.04967742 -0.04064516 0.00001202 0.00451613 0 0 0.00000000 0.00000000 2 0.00903226
119.46 13 6 14 29 62 0.04967742 -0.05419355 0.00016353 0.01354839 0 0 0.00000000 0.00000000 6 0.08129032
119.48 12 3 10 30 55 0.07381818 -0.06363636 0.00005079 0.02592187 -7 7 -0.18145307 0.18145307 9 0.23329680
119.50 12 5 11 27 55 0.05854545 -0.05345455 0.00005075 0.01835553 0 0 0.00000000 0.00000000 6 0.11013320
119.52 14 7 12 27 60 0.05133333 -0.04200000 0.00006038 0.01353593 5 5 0.06767963 0.06767963 5 0.06767963
119.54 15 8 10 27 60 0.05600000 -0.03266667 0.00001089 0.01043498 0 0 0.00000000 0.00000000 4 0.04173994
119.56 13 6 12 24 55 0.04836364 -0.04327273 0.00018386 0.01306915 -5 5 -0.06534573 0.06534573 9 0.11762231
119.58 12 3 7 24 46 0.07913043 -0.04869565 0.00012192 0.03124106 -9 9 -0.28116956 0.28116956 9 0.28116956
119.60 13 6 12 30 61 0.05737705 -0.05278689 0.00000430 0.02213477 15 15 0.33202153 0.33202153 15 0.33202153
119.62 13 7 13 32 65 0.05384615 -0.05384615 0.00000945 0.00368636 4 4 0.01474545 0.01474545 4 0.01474545
119.64 12 7 16 33 68 0.04529412 -0.06176471 0.00004170 0.01165508 3 3 0.03496523 0.03496523 5 0.05827538
119.66 12 5 17 33 67 0.04805970 -0.06895522 0.00006361 0.00770403 -1 1 -0.00770403 0.00770403 3 0.02311208
119.68 10 2 12 32 56 0.07000000 -0.08000000 0.00003870 0.02456346 -11 11 -0.27019811 0.27019811 11 0.27019811
119.70 11 1 12 30 54 0.07259259 -0.07777778 0.00002638 0.00341465 -2 2 -0.00682929 0.00682929 4 0.01365858
119.72 10 4 13 30 57 0.05649123 -0.07122807 0.00008122 0.01738254 3 3 0.05214761 0.05214761 5 0.08691269
119.74 8 4 14 27 53 0.04490566 -0.07660377 0.00003633 0.01277198 -4 4 -0.05108793 0.05108793 6 0.07663190
119.76 9 3 14 29 55 0.05345455 -0.07890909 0.00001534 0.00885426 2 2 0.01770852 0.01770852 4 0.03541704
119.78 9 2 13 33 57 0.06631579 -0.08596491 0.00005666 0.01466957 2 2 0.02933914 0.02933914 6 0.08801741
119.80 11 4 14 35 64 0.06125000 -0.07437500 0.00006161 0.01264865 7 7 0.08854053 0.08854053 7 0.08854053
119.82 10 6 14 30 60 0.04666667 -0.06533333 0.00008915 0.01715883 -4 4 -0.06863531 0.06863531 8 0.13727062
119.84 9 5 16 30 60 0.04200000 -0.07466667 0.00002790 0.01043498 0 0 0.00000000 0.00000000 4 0.04173994
119.86 10 5 16 33 64 0.04812500 -0.07437500 0.00003978 0.00613194 4 4 0.02452776 0.02452776 4 0.02452776
119.88 8 3 14 33 58 0.05793103 -0.08689655 0.00000691 0.01590433 -6 6 -0.09542595 0.09542595 6 0.09542595
119.90 8 2 14 31 55 0.05854545 -0.08909091 0.00000843 0.00227875 -3 3 -0.00683626 0.00683626 3 0.00683626
119.92 8 4 13 26 51 0.04666667 -0.07411765 0.00001877 0.01911293 -4 4 -0.07645173 0.07645173 8 0.15290346
119.94 5 2 9 19 35 0.05200000 -0.08400000 0.00009301 0.01122966 -16 16 -0.17967462 0.17967462 16 0.17967462
119.96 3 2 10 19 34 0.04117647 -0.09882353 0.00009952 0.01835445 -1 1 -0.01835445 0.01835445 3 0.05506335
119.98 5 1 14 27 47 0.05063830 -0.10425532 0.00005802 0.01091011 13 13 0.14183144 0.14183144 15 0.16365166
120.00 7 1 14 30 52 0.05923077 -0.09692308 0.00009105 0.01129568 5 5 0.05647839 0.05647839 5 0.05647839
120.02 9 4 17 35 65 0.04953846 -0.08400000 0.00012504 0.01615385 13 13 0.21000000 0.21000000 13 0.21000000
120.04 6 4 19 35 64 0.03937500 -0.09625000 0.00004113 0.01591724 -1 1 -0.01591724 0.01591724 5 0.07958619
120.06 7 3 18 35 63 0.04666667 -0.09555556 0.00002725 0.00732466 -1 1 -0.00732466 0.00732466 3 0.02197398
120.08 7 2 17 40 66 0.05939394 -0.10181818 0.00001365 0.01418464 3 3 0.04255391 0.04255391 7 0.09929247
120.10 8 2 18 39 67 0.05641791 -0.09820896 0.00000409 0.00467796 1 1 0.00467796 0.00467796 3 0.01403387
