t f1 f2 f3 f4 Fsum x y Area del_D del_Fsum abs_delFsum (del_Fsum)(del_D) (abs_del_Fsum)(del_D) sum_abs_del_f (sum_abs_del_f)(del_D)
366.06 30 3 4 8 45 0.09644444 0.06533333 0.00007242 0.01102385 -9 9 -0.09921469 0.09921469 9 0.09921469
366.08 32 6 2 7 47 0.09234043 0.08638298 0.00025948 0.02144599 2 2 0.04289198 0.04289198 8 0.17156793
366.10 33 3 1 3 40 0.11200000 0.11200000 0.00007489 0.03229134 -7 7 -0.22603938 0.22603938 9 0.29062206
366.12 38 6 0 5 49 0.10571429 0.11142857 0.00007607 0.00631163 9 9 0.05680471 0.05680471 11 0.06942798
366.14 40 9 4 8 61 0.08032787 0.08491803 0.00006419 0.03670530 12 12 0.44046356 0.44046356 12 0.44046356
366.16 40 7 3 7 57 0.09087719 0.09087719 0.00003535 0.01211610 -4 4 -0.04846439 0.04846439 4 0.04846439
366.18 39 9 5 6 59 0.07355932 0.08779661 0.00005477 0.01758973 2 2 0.03517946 0.03517946 6 0.10553839
366.20 41 9 5 8 63 0.07777778 0.08222222 0.00001493 0.00699065 4 4 0.02796259 0.02796259 4 0.02796259
366.22 41 11 5 8 65 0.07107692 0.08400000 0.00003182 0.00693267 2 2 0.01386534 0.01386534 2 0.01386534
366.24 44 10 6 11 71 0.07690141 0.07295775 0.00011780 0.01248423 6 6 0.07490538 0.07490538 8 0.09987384
366.26 42 8 3 8 61 0.08950820 0.08950820 0.00002514 0.02080501 -10 10 -0.20805012 0.20805012 10 0.20805012
366.28 39 7 2 6 54 0.09333333 0.09851852 0.00003868 0.00978864 -7 7 -0.06852051 0.06852051 7 0.06852051
366.30 35 7 2 4 48 0.08750000 0.10500000 0.00000524 0.00871994 -6 6 -0.05231965 0.05231965 6 0.05231965
366.32 38 7 2 5 52 0.09153846 0.10230769 0.00002795 0.00485363 4 4 0.01941451 0.01941451 4 0.01941451
366.34 41 7 3 8 59 0.09254237 0.08779661 0.00002346 0.01454577 7 7 0.10182037 0.10182037 7 0.10182037
366.36 42 7 4 8 61 0.08950820 0.08491803 0.00001361 0.00418240 2 2 0.00836479 0.00836479 2 0.00836479
366.38 41 8 4 7 60 0.08400000 0.08866667 0.00001361 0.00666277 -1 1 -0.00666277 0.00666277 3 0.01998831
366.40 38 11 3 6 58 0.07241379 0.09655172 0.00007510 0.01401479 -2 2 -0.02802958 0.02802958 8 0.11211832
366.42 37 8 5 7 57 0.07614035 0.08105263 0.00005738 0.01594080 -1 1 -0.01594080 0.01594080 7 0.11158560
366.44 36 7 4 9 56 0.08500000 0.07500000 0.00007860 0.01072976 -1 1 -0.01072976 0.01072976 5 0.05364880
366.46 35 6 3 6 50 0.08960000 0.08960000 0.00006287 0.01530751 -6 6 -0.09184509 0.09184509 6 0.09184509
366.48 36 8 3 6 53 0.08188679 0.09245283 0.00000502 0.00822388 3 3 0.02467164 0.02467164 3 0.02467164
366.50 38 8 3 7 56 0.08500000 0.09000000 0.00001845 0.00396339 3 3 0.01189016 0.01189016 3 0.01189016
366.52 41 8 2 7 58 0.09172414 0.09655172 0.00003178 0.00938824 2 2 0.01877649 0.01877649 4 0.03755297
366.54 41 8 2 9 60 0.09333333 0.08866667 0.00000778 0.00804759 2 2 0.01609517 0.01609517 2 0.01609517
366.56 40 6 3 6 55 0.09418182 0.09418182 0.00003058 0.00558004 -5 5 -0.02790019 0.02790019 7 0.03906027
366.58 38 7 4 5 54 0.08296296 0.09333333 0.00002515 0.01125090 -1 1 -0.01125090 0.01125090 5 0.05625448
366.60 37 8 3 5 53 0.08188679 0.09773585 0.00001826 0.00453214 -1 1 -0.00453214 0.00453214 3 0.01359642
366.62 37 6 3 5 51 0.09058824 0.09607843 0.00006001 0.00885789 -2 2 -0.01771577 0.01771577 2 0.01771577
366.64 39 7 3 9 58 0.09172414 0.08206897 0.00008801 0.01405544 7 7 0.09838808 0.09838808 7 0.09838808
366.66 39 6 1 7 53 0.10301887 0.09773585 0.00009777 0.01931378 -5 5 -0.09656891 0.09656891 5 0.09656891
366.68 41 8 4 7 60 0.08400000 0.08866667 0.00008110 0.02107053 7 7 0.14749374 0.14749374 7 0.14749374
366.70 39 9 3 6 57 0.08105263 0.09578947 0.00002165 0.00770853 -3 3 -0.02312558 0.02312558 5 0.03854263
366.72 38 7 3 6 54 0.08814815 0.09333333 0.00000865 0.00750859 -3 3 -0.02252578 0.02252578 3 0.02252578
366.74 38 6 2 7 53 0.09773585 0.09245283 0.00000485 0.00962805 -1 1 -0.00962805 0.00962805 3 0.02888414
366.76 35 5 2 6 48 0.09916667 0.09333333 0.00000535 0.00168004 -5 5 -0.00840019 0.00840019 5 0.00840019
366.78 34 7 2 6 49 0.08857143 0.09428571 0.00002424 0.01063796 1 1 0.01063796 0.01063796 3 0.03191387
366.80 39 8 3 5 55 0.08400000 0.09927273 0.00002155 0.00676522 6 6 0.04059134 0.04059134 8 0.05412179
366.82 39 7 2 6 54 0.09333333 0.09851852 0.00006623 0.00936376 -1 1 -0.00936376 0.00936376 3 0.02809127
366.84 38 7 4 7 56 0.08500000 0.08500000 0.00007943 0.01588064 2 2 0.03176128 0.03176128 4 0.06352257
366.86 37 9 3 6 55 0.07890909 0.09418182 0.00002079 0.01101839 -1 1 -0.01101839 0.01101839 5 0.05509196
366.88 42 8 4 6 60 0.08400000 0.09333333 0.00000532 0.00516113 5 5 0.02580566 0.02580566 7 0.03612792
366.90 39 10 3 6 58 0.07724138 0.09655172 0.00000668 0.00748579 -2 2 -0.01497157 0.01497157 6 0.04491472
366.92 38 7 3 6 54 0.08814815 0.09333333 0.00004370 0.01137170 -4 4 -0.04548681 0.04548681 4 0.04548681
366.94 39 7 4 7 57 0.08596491 0.08596491 0.00004998 0.00768506 3 3 0.02305518 0.02305518 3 0.02305518
366.96 39 6 1 7 53 0.10301887 0.09773585 0.00007324 0.02072178 -4 4 -0.08288714 0.08288714 4 0.08288714
366.98 41 8 4 6 59 0.08305085 0.09254237 0.00005641 0.02063235 6 6 0.12379412 0.12379412 8 0.16505883
367.00 40 8 2 6 56 0.09000000 0.10000000 0.00000176 0.01019347 -3 3 -0.03058042 0.03058042 3 0.03058042
367.02 39 7 3 5 54 0.08814815 0.09851852 0.00000951 0.00237153 -2 2 -0.00474305 0.00474305 4 0.00948611
367.04 42 7 4 7 60 0.08866667 0.08866667 0.00003414 0.00986549 6 6 0.05919293 0.05919293 6 0.05919293
367.06 41 7 2 6 56 0.09500000 0.10000000 0.00005289 0.01298289 -4 4 -0.05193158 0.05193158 4 0.05193158
367.08 40 9 4 7 60 0.07933333 0.08866667 0.00003691 0.01933621 4 4 0.07734483 0.07734483 6 0.11601724
367.10 42 9 4 6 61 0.08032787 0.09409836 0.00000232 0.00552199 1 1 0.00552199 0.00552199 3 0.01656598
367.12 41 9 4 6 60 0.07933333 0.09333333 0.00000574 0.00125474 -1 1 -0.00125474 0.00125474 1 0.00125474
367.14 39 7 3 7 56 0.09000000 0.09000000 0.00001711 0.01117537 -4 4 -0.04470148 0.04470148 6 0.06705222
367.16 41 8 4 7 60 0.08400000 0.08866667 0.00001315 0.00614636 4 4 0.02458545 0.02458545 4 0.02458545
367.18 39 7 3 6 55 0.08909091 0.09418182 0.00001508 0.00750561 -5 5 -0.03752807 0.03752807 5 0.03752807
367.20 37 7 3 5 52 0.08615385 0.09692308 0.00001860 0.00401757 -3 3 -0.01205270 0.01205270 3 0.01205270
367.22 38 8 4 6 56 0.08000000 0.09000000 0.00000598 0.00926277 4 4 0.03705106 0.03705106 4 0.03705106
367.24 45 8 4 6 63 0.08666667 0.09555556 0.00005079 0.00867806 7 7 0.06074639 0.06074639 7 0.06074639
367.26 39 6 2 2 49 0.09428571 0.11714286 0.00001905 0.02289239 -14 14 -0.32049345 0.32049345 14 0.32049345
367.28 40 8 2 6 56 0.09000000 0.10000000 0.00000148 0.01767045 7 7 0.12369317 0.12369317 7 0.12369317
367.30 39 8 3 8 58 0.08689655 0.08689655 0.00006552 0.01346595 2 2 0.02693190 0.02693190 4 0.05386379
367.32 37 5 2 5 49 0.10000000 0.10000000 0.00003057 0.01853107 -9 9 -0.16677967 0.16677967 9 0.16677967
367.34 42 7 3 8 60 0.09333333 0.08866667 0.00003766 0.01314872 11 11 0.14463594 0.14463594 11 0.14463594
367.36 41 7 3 6 57 0.09087719 0.09578947 0.00001324 0.00753439 -3 3 -0.02260316 0.02260316 3 0.02260316
367.38 41 8 3 6 58 0.08689655 0.09655172 0.00001152 0.00405297 1 1 0.00405297 0.00405297 1 0.00405297
367.40 49 10 6 6 71 0.07690141 0.09267606 0.00001477 0.01072025 13 13 0.13936321 0.13936321 13 0.13936321
367.42 40 8 4 6 58 0.08206897 0.09172414 0.00002194 0.00525450 -13 13 -0.06830853 0.06830853 13 0.06830853
367.44 39 8 4 8 59 0.08305085 0.08305085 0.00006150 0.00872869 1 1 0.00872869 0.00872869 3 0.02618608
367.46 41 7 2 7 57 0.09578947 0.09578947 0.00003303 0.01801514 -2 2 -0.03603028 0.03603028 6 0.10809083
367.48 38 7 3 6 54 0.08814815 0.09333333 0.00001083 0.00802636 -3 3 -0.02407908 0.02407908 5 0.04013181
367.50 40 10 3 7 60 0.07933333 0.09333333 0.00001743 0.00881481 6 6 0.05288889 0.05288889 6 0.05288889
367.52 42 8 4 5 59 0.08305085 0.09728814 0.00003647 0.00542774 -1 1 -0.00542774 0.00542774 7 0.03799419
367.54 40 7 3 8 58 0.09172414 0.08689655 0.00006244 0.01353555 -1 1 -0.01353555 0.01353555 7 0.09474882
367.56 37 6 2 6 51 0.09607843 0.09607843 0.00004300 0.01016203 -7 7 -0.07113419 0.07113419 7 0.07113419
367.58 35 7 2 5 49 0.08857143 0.10000000 0.00003196 0.00846958 -2 2 -0.01693916 0.01693916 4 0.03387832
367.60 36 9 3 5 53 0.07660377 0.09773585 0.00000728 0.01217995 4 4 0.04871979 0.04871979 4 0.04871979
367.62 40 8 1 7 56 0.09500000 0.10000000 0.00016953 0.01853504 3 3 0.05560511 0.05560511 9 0.16681532
367.64 40 8 4 9 61 0.08491803 0.08032787 0.00008871 0.02210518 5 5 0.11052588 0.11052588 5 0.11052588
367.66 37 5 3 7 52 0.09692308 0.08615385 0.00010240 0.01334403 -9 9 -0.12009626 0.12009626 9 0.12009626
367.68 38 9 3 6 56 0.08000000 0.09500000 0.00000730 0.01909568 4 4 0.07638272 0.07638272 6 0.11457408
367.70 41 8 4 6 59 0.08305085 0.09254237 0.00001249 0.00391760 3 3 0.01175280 0.01175280 5 0.01958801
367.72 39 7 5 6 57 0.08105263 0.08596491 0.00001829 0.00687429 -2 2 -0.01374858 0.01374858 4 0.02749716
367.74 39 8 3 8 58 0.08689655 0.08689655 0.00001186 0.00591772 1 1 0.00591772 0.00591772 5 0.02958858
367.76 41 7 3 7 58 0.09172414 0.09172414 0.00001186 0.00682724 0 0 0.00000000 0.00000000 4 0.02730895
367.78 41 7 3 6 57 0.09087719 0.09578947 0.00001963 0.00415262 -1 1 -0.00415262 0.00415262 1 0.00415262
367.80 40 8 4 6 58 0.08206897 0.09172414 0.00002371 0.00970112 1 1 0.00970112 0.00970112 3 0.02910337
367.82 39 7 3 7 56 0.09000000 0.09000000 0.00001082 0.00811628 -2 2 -0.01623255 0.01623255 4 0.03246511
367.84 40 7 3 8 58 0.09172414 0.08689655 0.00000431 0.00355022 2 2 0.00710043 0.00710043 2 0.00710043
367.86 39 8 2 7 56 0.09000000 0.09500000 0.00002720 0.00828484 -2 2 -0.01656967 0.01656967 4 0.03313935
367.88 45 9 4 5 63 0.08222222 0.10000000 0.00002384 0.00924629 7 7 0.06472401 0.06472401 11 0.10170916
367.90 37 10 3 5 55 0.07381818 0.09927273 0.00001928 0.00843545 -8 8 -0.06748360 0.06748360 10 0.08435450
367.92 31 6 3 4 44 0.08272727 0.09545455 0.00006678 0.00969280 -11 11 -0.10662082 0.10662082 11 0.10662082
367.94 32 7 4 6 49 0.07714286 0.08285714 0.00005303 0.01377970 5 5 0.06889852 0.06889852 5 0.06889852
367.96 39 8 4 9 60 0.08400000 0.07933333 0.00000909 0.00770958 11 11 0.08480539 0.08480539 11 0.08480539
367.98 42 10 5 9 66 0.07636364 0.08060606 0.00000438 0.00774170 6 6 0.04645019 0.04645019 6 0.04645019
368.00 39 9 6 7 61 0.07114754 0.08032787 0.00002939 0.00522351 -5 5 -0.02611754 0.02611754 7 0.03656456
368.02 37 7 3 6 53 0.08716981 0.09245283 0.00003759 0.02009298 -8 8 -0.16074384 0.16074384 8 0.16074384
368.04 35 6 3 6 50 0.08960000 0.08960000 0.00000247 0.00374759 -3 3 -0.01124278 0.01124278 3 0.01124278
368.06 38 7 3 6 54 0.08814815 0.09333333 0.00000376 0.00400570 4 4 0.01602281 0.01602281 4 0.01602281
368.08 39 7 3 5 54 0.08814815 0.09851852 0.00000791 0.00518519 0 0 0.00000000 0.00000000 2 0.01037037
368.10 37 7 3 4 51 0.08509804 0.10156863 0.00001294 0.00431351 -3 3 -0.01294052 0.01294052 3 0.01294052
368.12 39 8 4 4 55 0.07890909 0.09927273 0.00005132 0.00660108 4 4 0.02640431 0.02640431 4 0.02640431
368.14 41 8 4 8 61 0.08491803 0.08491803 0.00004357 0.01556164 6 6 0.09336984 0.09336984 6 0.09336984
368.16 41 8 3 7 59 0.08779661 0.09254237 0.00003906 0.00814965 -2 2 -0.01629930 0.01629930 2 0.01629930
368.18 39 9 4 6 58 0.07724138 0.09172414 0.00002350 0.01058690 -1 1 -0.01058690 0.01058690 5 0.05293449
368.20 40 9 3 6 58 0.08206897 0.09655172 0.00002244 0.00682724 0 0 0.00000000 0.00000000 2 0.01365448
368.22 38 7 3 6 54 0.08814815 0.09333333 0.00001138 0.00687855 -4 4 -0.02751421 0.02751421 4 0.02751421
368.24 38 7 3 7 55 0.08909091 0.08909091 0.00000635 0.00434591 1 1 0.00434591 0.00434591 1 0.00434591
368.26 36 7 2 7 52 0.09153846 0.09153846 0.00001904 0.00346136 -3 3 -0.01038409 0.01038409 3 0.01038409
368.28 38 8 3 5 54 0.08296296 0.09851852 0.00000916 0.01105714 2 2 0.02211428 0.02211428 6 0.06634285
368.30 45 9 4 6 64 0.08312500 0.09625000 0.00000199 0.00227430 10 10 0.02274298 0.02274298 10 0.02274298
368.32 40 9 3 5 57 0.08105263 0.10070175 0.00000130 0.00491048 -7 7 -0.03437337 0.03437337 7 0.03437337
368.34 39 8 3 8 58 0.08689655 0.08689655 0.00003049 0.01499116 1 1 0.01499116 0.01499116 5 0.07495582
368.36 39 7 3 7 56 0.09000000 0.09000000 0.00001580 0.00438894 -2 2 -0.00877788 0.00877788 2 0.00877788
368.38 38 8 3 6 55 0.08400000 0.09418182 0.00000793 0.00731352 -1 1 -0.00731352 0.00731352 3 0.02194057
368.40 42 9 4 6 61 0.08032787 0.09409836 0.00000635 0.00367308 6 6 0.02203848 0.02203848 6 0.02203848
368.42 40 7 3 7 57 0.09087719 0.09087719 0.00001879 0.01103015 -4 4 -0.04412059 0.04412059 6 0.06618089
368.44 37 7 3 7 54 0.08814815 0.08814815 0.00001879 0.00385945 -3 3 -0.01157836 0.01157836 3 0.01157836
368.46 37 7 3 7 54 0.08814815 0.08814815 0.00001879 0.00000000 0 0 0.00000000 0.00000000 0 0.00000000
368.48 37 8 1 7 53 0.09245283 0.09773585 0.00009278 0.01050972 -1 1 -0.01050972 0.01050972 3 0.03152917
368.50 41 9 7 5 62 0.06774194 0.08580645 0.00002886 0.02743973 9 9 0.24695758 0.24695758 13 0.35671650
368.52 38 11 6 7 62 0.06322581 0.08129032 0.00006465 0.00638677 0 0 0.00000000 0.00000000 8 0.05109417
368.54 37 5 4 7 53 0.09245283 0.08188679 0.00023003 0.02923311 -9 9 -0.26309799 0.26309799 9 0.26309799
368.56 39 6 2 6 53 0.09773585 0.09773585 0.00011808 0.01670637 0 0 0.00000000 0.00000000 6 0.10023824
368.58 43 10 4 8 65 0.07969231 0.08830769 0.00000783 0.02035828 12 12 0.24429935 0.24429935 12 0.24429935
368.60 41 9 4 7 61 0.08032787 0.08950820 0.00000380 0.00135836 -4 4 -0.00543345 0.00543345 4 0.00543345
368.62 46 8 4 7 65 0.08830769 0.09261538 0.00001821 0.00856342 4 4 0.03425369 0.03425369 6 0.05138053
368.64 53 11 4 8 76 0.08473684 0.09578947 0.00002222 0.00477764 11 11 0.05255400 0.05255400 11 0.05255400
368.66 48 8 3 6 65 0.09261538 0.10123077 0.00002294 0.00957492 -11 11 -0.10532414 0.10532414 11 0.10532414
368.68 44 9 3 8 64 0.08750000 0.09187500 0.00000155 0.01066291 -1 1 -0.01066291 0.01066291 7 0.07464035
368.70 44 9 5 9 67 0.08149254 0.08149254 0.00000549 0.01199521 3 3 0.03598564 0.03598564 3 0.03598564
368.72 40 8 4 8 60 0.08400000 0.08400000 0.00000585 0.00354609 -7 7 -0.02482261 0.02482261 7 0.02482261
368.74 42 7 3 8 60 0.09333333 0.08866667 0.00007711 0.01043498 0 0 0.00000000 0.00000000 4 0.04173994
368.76 46 8 1 6 61 0.09868852 0.10786885 0.00008879 0.01993494 1 1 0.01993494 0.01993494 9 0.17941450
368.78 43 9 3 7 62 0.08580645 0.09483871 0.00004381 0.01832300 1 1 0.01832300 0.01832300 7 0.12826102
368.80 38 8 2 5 53 0.08716981 0.10301887 0.00001636 0.00829299 -9 9 -0.07463694 0.07463694 9 0.07463694
368.82 49 13 1 7 70 0.08400000 0.10800000 0.00001250 0.00590418 17 17 0.10037112 0.10037112 19 0.11217948
368.84 50 9 4 8 71 0.08873239 0.09267606 0.00002799 0.01603804 1 1 0.01603804 0.01603804 9 0.14434238
368.86 45 8 3 6 62 0.09032258 0.09935484 0.00002657 0.00686548 -9 9 -0.06178933 0.06178933 9 0.06178933
368.88 43 9 4 6 62 0.08129032 0.09483871 0.00002657 0.01009837 0 0 0.00000000 0.00000000 4 0.04039349
368.90 43 9 4 6 62 0.08129032 0.09483871 0.00002657 0.00000000 0 0 0.00000000 0.00000000 0 0.00000000
368.92 39 7 4 9 59 0.08779661 0.07830508 0.00006430 0.01776774 -3 3 -0.05330322 0.05330322 9 0.15990965
368.94 42 6 4 8 60 0.09333333 0.08400000 0.00001204 0.00794276 1 1 0.00794276 0.00794276 5 0.03971378
368.96 41 6 3 7 57 0.09578947 0.09087719 0.00003536 0.00730263 -3 3 -0.02190789 0.02190789 3 0.02190789
368.98 42 8 3 6 59 0.08779661 0.09728814 0.00003645 0.01024627 2 2 0.02049254 0.02049254 4 0.04098508
369.00 41 8 3 3 55 0.08400000 0.10945455 0.00000537 0.01274503 -4 4 -0.05098012 0.05098012 4 0.05098012
369.02 38 7 3 6 54 0.08814815 0.09333333 0.00000801 0.01664634 -1 1 -0.01664634 0.01664634 7 0.11652438
369.04 39 7 3 7 56 0.09000000 0.09000000 0.00000480 0.00381320 2 2 0.00762639 0.00762639 2 0.00762639
369.06 37 7 3 7 54 0.08814815 0.08814815 0.00000894 0.00261891 -2 2 -0.00523783 0.00523783 2 0.00523783
369.08 40 8 4 6 58 0.08206897 0.09172414 0.00001867 0.00705295 4 4 0.02821182 0.02821182 6 0.04231773
369.10 41 9 3 6 59 0.08305085 0.09728814 0.00001553 0.00564997 1 1 0.00564997 0.00564997 3 0.01694991
369.12 41 8 3 7 59 0.08779661 0.09254237 0.00001865 0.00671152 0 0 0.00000000 0.00000000 2 0.01342304
369.14 44 7 3 7 61 0.09409836 0.09409836 0.00001400 0.00649101 2 2 0.01298201 0.01298201 4 0.02596402
369.16 41 7 1 7 56 0.10000000 0.10000000 0.00002665 0.00834618 -5 5 -0.04173089 0.04173089 5 0.04173089
369.18 42 9 4 7 62 0.08129032 0.09032258 0.00003521 0.02106429 6 6 0.12638576 0.12638576 6 0.12638576
369.20 40 9 4 6 59 0.07830508 0.09254237 0.00002775 0.00372010 -3 3 -0.01116029 0.01116029 3 0.01116029
369.22 41 6 2 7 56 0.10000000 0.09500000 0.00000989 0.02183367 -3 3 -0.06550102 0.06550102 7 0.15283571
369.24 43 7 3 7 60 0.09333333 0.09333333 0.00000833 0.00687184 4 4 0.02748737 0.02748737 4 0.02748737
369.26 40 7 3 6 56 0.09000000 0.09500000 0.00000833 0.00372678 -4 4 -0.01490712 0.01490712 4 0.01490712
369.28 41 8 3 6 58 0.08689655 0.09655172 0.00000184 0.00346976 2 2 0.00693952 0.00693952 2 0.00693952
369.30 41 9 3 6 59 0.08305085 0.09728814 0.00001427 0.00391558 1 1 0.00391558 0.00391558 1 0.00391558
369.32 42 8 4 7 61 0.08491803 0.08950820 0.00002854 0.00800086 2 2 0.01600173 0.01600173 4 0.03200346
369.34 41 7 3 7 58 0.09172414 0.09172414 0.00001773 0.00715776 -3 3 -0.02147327 0.02147327 3 0.02147327
369.36 37 7 4 7 55 0.08400000 0.08400000 0.00003862 0.01092358 -3 3 -0.03277074 0.03277074 5 0.05461790
369.38 39 8 3 6 56 0.08500000 0.09500000 0.00000949 0.01104536 1 1 0.01104536 0.01104536 5 0.05522681
369.40 40 9 3 7 59 0.08305085 0.09254237 0.00001780 0.00313674 3 3 0.00941021 0.00941021 3 0.00941021
369.42 36 5 3 6 50 0.09520000 0.08960000 0.00000863 0.01250038 -9 9 -0.11250341 0.11250341 9 0.11250341
369.44 40 7 2 8 57 0.09578947 0.09087719 0.00000451 0.00140666 7 7 0.00984664 0.00984664 9 0.01265997
369.46 40 7 4 7 58 0.08689655 0.08689655 0.00003714 0.00974318 1 1 0.00974318 0.00974318 3 0.02922954
369.48 38 7 2 6 53 0.09245283 0.09773585 0.00005008 0.01218042 -5 5 -0.06090209 0.06090209 5 0.06090209
369.50 39 8 3 5 55 0.08400000 0.09927273 0.00000927 0.00859141 2 2 0.01718282 0.01718282 4 0.03436564
369.52 41 8 3 6 58 0.08689655 0.09655172 0.00001558 0.00397415 3 3 0.01192245 0.01192245 3 0.01192245
369.54 40 7 1 8 56 0.10000000 0.09500000 0.00001439 0.01319501 -2 2 -0.02639001 0.02639001 6 0.07917004
369.56 38 6 1 7 52 0.10230769 0.09692308 0.00001346 0.00300394 -4 4 -0.01201577 0.01201577 4 0.01201577
369.58 38 8 4 6 56 0.08000000 0.09000000 0.00008424 0.02335727 4 4 0.09342909 0.09342909 6 0.14014363
369.60 44 9 3 6 62 0.08580645 0.09935484 0.00003740 0.01101035 6 6 0.06606212 0.06606212 8 0.08808283
369.62 46 8 3 7 64 0.09187500 0.09625000 0.00002040 0.00681669 2 2 0.01363339 0.01363339 4 0.02726677
369.64 44 7 4 7 62 0.09032258 0.09032258 0.00000071 0.00612734 -2 2 -0.01225468 0.01225468 4 0.02450936
369.66 39 7 3 7 56 0.09000000 0.09000000 0.00000151 0.00045620 -6 6 -0.00273719 0.00273719 6 0.00273719
369.68 44 8 2 6 60 0.09333333 0.10266667 0.00009899 0.01309792 4 4 0.05239169 0.05239169 8 0.10478337
369.70 45 11 4 6 66 0.07636364 0.09757576 0.00001414 0.01771688 6 6 0.10630130 0.10630130 6 0.10630130
369.72 41 7 3 5 56 0.09000000 0.10000000 0.00005731 0.01385018 -10 10 -0.13850176 0.13850176 10 0.13850176
369.74 39 8 3 7 57 0.08596491 0.09087719 0.00001009 0.00997535 1 1 0.00997535 0.00997535 5 0.04987673
369.76 40 7 3 6 56 0.09000000 0.09500000 0.00000041 0.00576884 -1 1 -0.00576884 0.00576884 3 0.01730651
369.78 41 8 4 7 60 0.08400000 0.08866667 0.00001415 0.00872417 4 4 0.03489667 0.03489667 4 0.03489667
369.80 42 8 5 6 61 0.08032787 0.08950820 0.00000871 0.00376732 1 1 0.00376732 0.00376732 3 0.01130197
369.82 41 8 3 7 59 0.08779661 0.09254237 0.00002287 0.00806153 -2 2 -0.01612307 0.01612307 4 0.03224613
369.84 42 7 3 8 60 0.09333333 0.08866667 0.00001496 0.00675843 1 1 0.00675843 0.00675843 3 0.02027530
369.86 41 7 3 6 57 0.09087719 0.09578947 0.00002079 0.00753439 -3 3 -0.02260316 0.02260316 3 0.02260316
369.88 40 8 3 8 59 0.08779661 0.08779661 0.00004508 0.00856597 2 2 0.01713194 0.01713194 4 0.03426388
369.90 48 11 3 6 68 0.08235294 0.10294118 0.00001256 0.01609321 9 9 0.14483889 0.14483889 13 0.20921174
369.92 44 9 3 7 63 0.08666667 0.09555556 0.00000496 0.00855311 -5 5 -0.04276553 0.04276553 7 0.05987174
369.94 41 7 3 8 59 0.09254237 0.08779661 0.00000339 0.00973268 -4 4 -0.03893074 0.03893074 6 0.05839611
369.96 39 7 3 7 56 0.09000000 0.09000000 0.00001268 0.00336431 -3 3 -0.01009293 0.01009293 3 0.01009293
369.98 39 8 4 7 58 0.08206897 0.08689655 0.00000119 0.00851661 2 2 0.01703323 0.01703323 2 0.01703323
370.00 42 8 3 8 61 0.08950820 0.08950820 0.00002799 0.00788434 3 3 0.02365303 0.02365303 5 0.03942171
370.02 40 8 3 6 57 0.08596491 0.09578947 0.00001127 0.00721175 -4 4 -0.02884699 0.02884699 4 0.02884699
370.04 40 7 3 6 56 0.09000000 0.09500000 0.00000191 0.00411159 -1 1 -0.00411159 0.00411159 1 0.00411159
370.06 41 8 3 6 58 0.08689655 0.09655172 0.00000921 0.00346976 2 2 0.00693952 0.00693952 2 0.00693952
370.08 43 8 3 5 59 0.08779661 0.10203390 0.00002416 0.00555557 1 1 0.00555557 0.00555557 3 0.01666670
370.10 44 11 3 6 64 0.07875000 0.10062500 0.00000840 0.00915566 5 5 0.04577831 0.04577831 5 0.04577831
370.12 45 9 3 6 63 0.08666667 0.10000000 0.00001387 0.00794130 -1 1 -0.00794130 0.00794130 3 0.02382390
370.14 45 8 3 5 61 0.08950820 0.10327869 0.00001366 0.00433867 -2 2 -0.00867735 0.00867735 2 0.00867735
370.16 41 7 2 6 56 0.09500000 0.10000000 0.00000956 0.00639607 -5 5 -0.03198035 0.03198035 7 0.04477248
370.18 39 8 3 4 54 0.08296296 0.10370370 0.00003576 0.01259395 -2 2 -0.02518791 0.02518791 6 0.07556373
370.20 41 8 3 6 58 0.08689655 0.09655172 0.00000934 0.00816235 4 4 0.03264939 0.03264939 4 0.03264939
370.22 46 10 3 8 67 0.08567164 0.09402985 0.00000599 0.00280361 9 9 0.02523252 0.02523252 9 0.02523252
370.24 46 8 6 9 69 0.08318841 0.07913043 0.00010259 0.01510493 2 2 0.03020987 0.03020987 6 0.09062961
370.26 44 6 3 8 61 0.09868852 0.08950820 0.00007945 0.01865346 -8 8 -0.14922769 0.14922769 8 0.14922769
370.28 45 10 2 9 66 0.08909091 0.09333333 0.00000373 0.01033179 5 5 0.05165895 0.05165895 7 0.07232253
370.30 42 9 4 5 60 0.07933333 0.09800000 0.00006408 0.01081610 -6 6 -0.06489661 0.06489661 10 0.10816102
370.32 42 8 2 5 57 0.09087719 0.10561404 0.00004507 0.01382875 -3 3 -0.04148624 0.04148624 3 0.04148624
370.34 43 8 1 7 59 0.09728814 0.10203390 0.00001394 0.00734286 2 2 0.01468572 0.01468572 4 0.02937143
370.36 39 6 2 4 51 0.09607843 0.10705882 0.00004755 0.00516849 -8 8 -0.04134790 0.04134790 10 0.05168487
370.38 42 9 4 5 60 0.07933333 0.09800000 0.00007314 0.01903840 9 9 0.17134558 0.17134558 9 0.17134558
370.40 42 9 4 7 62 0.08129032 0.09032258 0.00004461 0.00792291 2 2 0.01584583 0.01584583 2 0.01584583
370.42 43 6 4 7 60 0.09333333 0.08866667 0.00000461 0.01215632 -2 2 -0.02431264 0.02431264 4 0.04862529
370.44 45 7 3 9 64 0.09625000 0.08750000 0.00000774 0.00314135 4 4 0.01256538 0.01256538 6 0.01884808
