t f1 f2 f3 f4 Fsum x y Area del_D del_Fsum abs_delFsum (del_Fsum)(del_D) (abs_del_Fsum)(del_D) sum_abs_del_f (sum_abs_del_f)(del_D)
0.96 10 12 31 19 72 -0.02722222 -0.05444444 0.00001549 0.01391353 5 5 0.06956765 0.06956765 7 0.09739471
0.98 9 13 35 18 75 -0.03920000 -0.05786667 0.00003071 0.01245708 3 3 0.03737123 0.03737123 7 0.08719954
1.00 9 15 36 18 78 -0.04307692 -0.05384615 0.00001906 0.00558525 3 3 0.01675576 0.01675576 3 0.01675576
1.02 10 15 34 18 77 -0.03818182 -0.04909091 0.00000248 0.00682454 -1 1 -0.00682454 0.00682454 3 0.02047363
1.04 9 13 33 16 71 -0.04140845 -0.05323944 0.00002151 0.00525561 -6 6 -0.03153366 0.03153366 6 0.03153366
1.06 9 12 33 18 72 -0.03500000 -0.05833333 0.00002336 0.00818633 1 1 0.00818633 0.00818633 3 0.02455899
1.08 8 9 31 16 64 -0.03500000 -0.06562500 0.00001714 0.00729167 -8 8 -0.05833333 0.05833333 8 0.05833333
1.10 9 12 31 15 67 -0.03970149 -0.05223881 0.00003253 0.01418782 3 3 0.04256346 0.04256346 5 0.07093910
1.12 8 12 30 18 68 -0.03294118 -0.05764706 0.00001066 0.00865743 1 1 0.00865743 0.00865743 5 0.04328714
1.14 9 12 33 17 71 -0.03746479 -0.05718310 0.00000586 0.00454734 3 3 0.01364203 0.01364203 5 0.02273671
1.16 9 13 33 17 72 -0.03888889 -0.05444444 0.00000504 0.00308679 1 1 0.00308679 0.00308679 1 0.00308679
1.18 9 12 33 19 73 -0.03260274 -0.05945205 0.00000968 0.00803690 1 1 0.00803690 0.00803690 3 0.02411071
1.20 9 15 33 17 74 -0.04162162 -0.04918919 0.00001375 0.01366260 1 1 0.01366260 0.01366260 5 0.06831300
1.22 10 14 34 18 76 -0.03684211 -0.05157895 0.00001356 0.00534366 2 2 0.01068732 0.01068732 4 0.02137465
1.24 9 13 34 18 74 -0.03783784 -0.05675676 0.00001299 0.00527268 -2 2 -0.01054537 0.01054537 2 0.01054537
1.26 10 12 33 18 73 -0.03260274 -0.05561644 0.00000043 0.00535785 -1 1 -0.00535785 0.00535785 3 0.01607356
1.28 8 12 32 16 68 -0.04117647 -0.05764706 0.00002034 0.00881092 -5 5 -0.04405459 0.04405459 5 0.04405459
1.30 10 13 33 17 73 -0.03643836 -0.05178082 0.00000216 0.00754072 5 5 0.03770360 0.03770360 5 0.03770360
1.32 9 13 34 17 73 -0.04027397 -0.05561644 0.00003108 0.00542438 0 0 0.00000000 0.00000000 2 0.01084876
1.34 8 11 33 19 71 -0.03352113 -0.06507042 0.00000274 0.01161804 -2 2 -0.02323607 0.02323607 6 0.06970821
1.36 8 11 32 18 69 -0.03449275 -0.06289855 0.00000197 0.00237930 -2 2 -0.00475861 0.00475861 2 0.00475861
1.38 9 11 32 17 69 -0.03449275 -0.05884058 0.00000603 0.00405797 0 0 0.00000000 0.00000000 2 0.00811594
1.40 9 13 32 17 71 -0.03746479 -0.05323944 0.00000504 0.00634080 2 2 0.01268161 0.01268161 2 0.01268161
1.42 10 13 33 17 73 -0.03643836 -0.05178082 0.00001288 0.00178357 2 2 0.00356714 0.00356714 2 0.00356714
1.44 9 10 35 20 74 -0.03027027 -0.06810811 0.00000468 0.01745353 1 1 0.01745353 0.01745353 9 0.15708173
1.46 10 12 35 19 76 -0.03315789 -0.05894737 0.00000088 0.00960508 2 2 0.01921016 0.01921016 4 0.03842031
1.48 9 12 32 18 71 -0.03352113 -0.05718310 0.00000083 0.00180127 -5 5 -0.00900637 0.00900637 5 0.00900637
1.50 9 11 32 18 70 -0.03200000 -0.06000000 0.00000220 0.00320137 -1 1 -0.00320137 0.00320137 1 0.00320137
1.52 9 12 31 16 68 -0.03705882 -0.05352941 0.00001826 0.00821342 -2 2 -0.01642683 0.01642683 4 0.03285367
1.54 9 12 30 18 69 -0.03043478 -0.05478261 0.00001826 0.00674154 1 1 0.00674154 0.00674154 3 0.02022463
1.56 9 11 32 18 70 -0.03200000 -0.06000000 0.00000635 0.00544712 1 1 0.00544712 0.00544712 3 0.01634135
1.58 9 10 32 18 69 -0.03043478 -0.06289855 0.00000880 0.00329416 -1 1 -0.00329416 0.00329416 1 0.00329416
1.60 8 12 33 18 71 -0.03746479 -0.06112676 0.00003471 0.00724984 2 2 0.01449969 0.01449969 4 0.02899937
1.62 10 12 31 18 71 -0.02957746 -0.05323944 0.00004098 0.01115436 0 0 0.00000000 0.00000000 4 0.04461744
1.64 10 11 33 20 74 -0.02648649 -0.06054054 0.00002125 0.00792845 3 3 0.02378534 0.02378534 5 0.03964223
1.66 12 12 34 21 79 -0.02303797 -0.05493671 0.00001676 0.00657991 5 5 0.03289953 0.03289953 5 0.03289953
1.68 9 12 32 19 72 -0.03111111 -0.05833333 0.00001201 0.00875857 -7 7 -0.06131001 0.06131001 7 0.06131001
1.70 9 11 31 19 70 -0.02800000 -0.06000000 0.00000046 0.00352942 -2 2 -0.00705884 0.00705884 2 0.00705884
1.72 8 12 30 18 68 -0.03294118 -0.05764706 0.00000050 0.00547280 -2 2 -0.01094560 0.01094560 4 0.02189121
1.74 9 10 30 17 66 -0.02969697 -0.05939394 0.00000503 0.00368463 -2 2 -0.00736925 0.00736925 4 0.01473850
1.76 9 10 32 22 73 -0.02109589 -0.06712329 0.00001824 0.01156380 7 7 0.08094658 0.08094658 7 0.08094658
1.78 8 10 30 18 66 -0.02969697 -0.06363636 0.00004492 0.00928101 -7 7 -0.06496709 0.06496709 7 0.06496709
1.80 10 12 31 18 71 -0.02957746 -0.05323944 0.00000837 0.01039761 5 5 0.05198807 0.05198807 5 0.05198807
1.82 9 12 30 19 70 -0.02800000 -0.05600000 0.00000315 0.00317948 -1 1 -0.00317948 0.00317948 3 0.00953845
1.84 9 11 31 19 70 -0.02800000 -0.06000000 0.00000747 0.00400000 0 0 0.00000000 0.00000000 2 0.00800000
1.86 10 11 33 21 75 -0.02426667 -0.06160000 0.00001064 0.00406175 5 5 0.02030873 0.02030873 5 0.02030873
1.88 10 12 31 20 73 -0.02493151 -0.05561644 0.00000604 0.00602038 -2 2 -0.01204077 0.01204077 4 0.02408154
1.90 12 13 32 20 77 -0.02363636 -0.04909091 0.00000383 0.00665281 4 4 0.02661125 0.02661125 4 0.02661125
1.92 10 12 30 19 71 -0.02563380 -0.05323944 0.00000424 0.00460435 -6 6 -0.02762610 0.02762610 6 0.02762610
1.94 9 12 31 19 71 -0.02957746 -0.05718310 0.00002120 0.00557718 0 0 0.00000000 0.00000000 2 0.01115436
1.96 10 11 31 21 73 -0.02109589 -0.05945205 0.00000435 0.00877982 2 2 0.01755964 0.01755964 4 0.03511929
1.98 10 11 32 20 73 -0.02493151 -0.05945205 0.00001987 0.00383562 0 0 0.00000000 0.00000000 2 0.00767123
2.00 12 13 32 20 77 -0.02363636 -0.04909091 0.00002484 0.01044178 4 4 0.04176711 0.04176711 4 0.04176711
2.02 11 12 32 18 73 -0.02876712 -0.05178082 0.00004314 0.00579313 -4 4 -0.02317251 0.02317251 4 0.02317251
2.04 10 9 31 20 70 -0.02000000 -0.06400000 0.00002183 0.01503897 -3 3 -0.04511692 0.04511692 7 0.10527282
2.06 9 11 31 20 71 -0.02563380 -0.06112676 0.00000046 0.00632418 1 1 0.00632418 0.00632418 3 0.01897254
2.08 9 10 30 19 68 -0.02470588 -0.06176471 0.00000267 0.00112606 -3 3 -0.00337818 0.00337818 3 0.00337818
2.10 11 12 33 20 76 -0.02578947 -0.05526316 0.00001704 0.00659123 8 8 0.05272983 0.05272983 8 0.05272983
2.12 9 11 31 18 69 -0.03043478 -0.05884058 0.00000658 0.00586318 -7 7 -0.04104224 0.04104224 7 0.04104224
2.14 10 13 32 20 75 -0.02800000 -0.05413333 0.00001555 0.00529965 6 6 0.03179793 0.03179793 6 0.03179793
2.16 10 11 34 21 76 -0.02578947 -0.06263158 0.00003601 0.00878104 1 1 0.00878104 0.00878104 5 0.04390518
2.18 11 11 30 20 72 -0.01944444 -0.05444444 0.00002916 0.01035802 -4 4 -0.04143208 0.04143208 6 0.06214812
2.20 10 12 30 19 71 -0.02563380 -0.05323944 0.00002873 0.00630557 -1 1 -0.00630557 0.00630557 3 0.01891671
2.22 8 11 31 17 67 -0.03552239 -0.06059701 0.00005538 0.01232551 -4 4 -0.04930202 0.04930202 6 0.07395303
2.24 12 10 32 21 75 -0.01680000 -0.05786667 0.00002476 0.01892043 8 8 0.15136343 0.15136343 10 0.18920429
2.26 10 11 33 21 75 -0.02426667 -0.06160000 0.00000848 0.00834799 0 0 0.00000000 0.00000000 4 0.03339195
2.28 8 10 32 19 69 -0.03043478 -0.06695652 0.00003102 0.00816933 -6 6 -0.04901599 0.04901599 6 0.04901599
2.30 10 12 33 19 74 -0.03027027 -0.05675676 0.00000789 0.01020109 5 5 0.05100546 0.05100546 5 0.05100546
2.32 10 11 33 19 73 -0.02876712 -0.05945205 0.00000288 0.00308611 -1 1 -0.00308611 0.00308611 1 0.00308611
2.34 9 11 33 20 73 -0.02876712 -0.06328767 0.00000736 0.00383562 0 0 0.00000000 0.00000000 2 0.00767123
2.36 10 10 33 20 73 -0.02493151 -0.06328767 0.00000527 0.00383562 0 0 0.00000000 0.00000000 2 0.00767123
2.38 9 12 33 20 74 -0.03027027 -0.06054054 0.00002024 0.00600409 1 1 0.00600409 0.00600409 3 0.01801228
2.40 11 12 33 20 76 -0.02578947 -0.05526316 0.00000836 0.00692303 2 2 0.01384605 0.01384605 2 0.01384605
2.42 10 11 34 20 75 -0.02800000 -0.06160000 0.00001199 0.00671133 -1 1 -0.00671133 0.00671133 3 0.02013400
2.44 8 11 35 20 74 -0.03405405 -0.06810811 0.00002275 0.00888859 -1 1 -0.00888859 0.00888859 3 0.02666577
2.46 7 10 31 20 68 -0.02882353 -0.07000000 0.00002693 0.00556216 -6 6 -0.03337297 0.03337297 6 0.03337297
2.48 9 11 31 19 70 -0.02800000 -0.06000000 0.00001835 0.01003385 2 2 0.02006771 0.02006771 4 0.04013541
2.50 8 11 32 19 70 -0.03200000 -0.06400000 0.00000635 0.00565685 0 0 0.00000000 0.00000000 2 0.01131371
2.52 8 11 31 18 68 -0.03294118 -0.06176471 0.00000635 0.00242536 -2 2 -0.00485071 0.00485071 2 0.00485071
2.54 9 10 33 18 70 -0.03200000 -0.06400000 0.00001024 0.00242536 2 2 0.00485071 0.00485071 4 0.00970143
2.56 10 10 33 21 74 -0.02270270 -0.06432432 0.00000061 0.00930295 4 4 0.03721181 0.03721181 4 0.03721181
2.58 9 11 33 21 74 -0.02648649 -0.06432432 0.00000818 0.00378378 0 0 0.00000000 0.00000000 2 0.00756757
2.60 10 12 34 21 77 -0.02727273 -0.06000000 0.00000229 0.00439522 3 3 0.01318566 0.01318566 3 0.01318566
2.62 9 10 33 20 72 -0.02722222 -0.06611111 0.00000769 0.00611132 -5 5 -0.03055660 0.03055660 5 0.03055660
2.64 9 9 31 19 68 -0.02470588 -0.06588235 0.00000880 0.00252672 -4 4 -0.01010687 0.01010687 4 0.01010687
2.66 7 10 32 22 71 -0.02563380 -0.07295775 0.00000880 0.00713598 3 3 0.02140794 0.02140794 7 0.04995187
2.68 9 9 31 19 68 -0.02470588 -0.06588235 0.00002165 0.00713598 -3 3 -0.02140794 0.02140794 7 0.04995187
2.70 9 10 32 18 69 -0.03043478 -0.06289855 0.00000734 0.00645936 1 1 0.00645936 0.00645936 3 0.01937809
2.72 8 10 31 17 66 -0.03393939 -0.06363636 0.00000130 0.00358143 -3 3 -0.01074430 0.01074430 3 0.01074430
2.74 9 11 33 20 73 -0.02876712 -0.06328767 0.00001604 0.00518401 7 7 0.03628808 0.03628808 7 0.03628808
2.76 10 8 33 20 71 -0.02169014 -0.06901408 0.00002455 0.00910360 -2 2 -0.01820720 0.01820720 4 0.03641439
2.78 10 11 32 20 73 -0.02493151 -0.05945205 0.00001210 0.01009648 2 2 0.02019296 0.02019296 4 0.04038591
2.80 10 12 33 20 75 -0.02800000 -0.05786667 0.00000625 0.00345385 2 2 0.00690771 0.00690771 2 0.00690771
2.82 10 10 33 18 71 -0.02957746 -0.06112676 0.00000498 0.00362169 -4 4 -0.01448674 0.01448674 4 0.01448674
2.84 8 10 31 19 68 -0.02882353 -0.06588235 0.00001511 0.00481498 -3 3 -0.01444495 0.01444495 5 0.02407492
2.86 9 10 28 18 65 -0.02369231 -0.05815385 0.00003007 0.00927681 -3 3 -0.02783044 0.02783044 5 0.04638406
2.88 8 11 28 17 64 -0.03062500 -0.05687500 0.00000065 0.00704966 -1 1 -0.00704966 0.00704966 3 0.02114897
2.90 9 13 33 18 73 -0.03643836 -0.05561644 0.00001577 0.00594803 9 9 0.05353229 0.05353229 9 0.05353229
2.92 10 14 33 18 75 -0.03546667 -0.05040000 0.00000883 0.00530617 2 2 0.01061233 0.01061233 2 0.01061233
2.94 9 12 36 20 77 -0.03454545 -0.06363636 0.00010415 0.01326838 2 2 0.02653676 0.02653676 8 0.10614705
2.96 14 15 38 26 93 -0.01956989 -0.05268817 0.00008854 0.01855075 16 16 0.29681201 0.29681201 16 0.29681201
2.98 12 10 35 23 80 -0.01750000 -0.06300000 0.00000681 0.01051752 -13 13 -0.13672777 0.13672777 13 0.13672777
3.00 11 8 32 21 72 -0.01555556 -0.06611111 0.00001270 0.00366877 -8 8 -0.02935016 0.02935016 8 0.02935016
3.02 8 11 29 19 67 -0.02716418 -0.06059701 0.00000258 0.01285167 -5 5 -0.06425835 0.06425835 11 0.14136836
3.04 8 9 27 19 63 -0.02000000 -0.06444444 0.00000809 0.00813192 -4 4 -0.03252769 0.03252769 4 0.03252769
3.06 9 8 27 18 62 -0.01806452 -0.06322581 0.00000267 0.00228718 -1 1 -0.00228718 0.00228718 3 0.00686153
3.08 8 9 29 18 64 -0.02625000 -0.06562500 0.00000762 0.00852985 2 2 0.01705969 0.01705969 4 0.03411938
3.10 9 9 33 19 70 -0.02800000 -0.06800000 0.00000115 0.00295011 6 6 0.01770064 0.01770064 6 0.01770064
3.12 10 10 35 21 76 -0.02578947 -0.06631579 0.00001009 0.00277903 6 6 0.01667416 0.01667416 6 0.01667416
3.14 8 9 34 22 73 -0.02493151 -0.07479452 0.00002270 0.00852203 -3 3 -0.02556609 0.02556609 5 0.04261015
3.16 10 10 33 22 75 -0.02053333 -0.06533333 0.00002471 0.01043350 2 2 0.02086701 0.02086701 4 0.04173401
3.18 9 10 32 20 71 -0.02563380 -0.06507042 0.00001748 0.00510724 -4 4 -0.02042896 0.02042896 4 0.02042896
3.20 10 11 31 20 72 -0.02333333 -0.05833333 0.00001334 0.00711903 1 1 0.00711903 0.00711903 3 0.02135708
3.22 9 9 31 20 69 -0.02231884 -0.06695652 0.00000575 0.00868266 -3 3 -0.02604798 0.02604798 3 0.02604798
3.24 9 10 31 20 70 -0.02400000 -0.06400000 0.00000406 0.00340108 1 1 0.00340108 0.00340108 1 0.00340108
3.26 10 9 33 22 74 -0.01891892 -0.06810811 0.00000184 0.00653406 4 4 0.02613624 0.02613624 6 0.03920436
3.28 9 11 32 22 74 -0.02270270 -0.06432432 0.00002454 0.00535108 0 0 0.00000000 0.00000000 4 0.02140431
3.30 7 11 32 20 70 -0.03200000 -0.06800000 0.00001808 0.00999752 -4 4 -0.03999006 0.03999006 4 0.03999006
3.32 9 11 32 20 72 -0.02722222 -0.06222222 0.00002749 0.00749732 2 2 0.01499465 0.01499465 2 0.01499465
3.34 9 9 34 21 73 -0.02493151 -0.07095890 0.00004230 0.00903200 1 1 0.00903200 0.00903200 5 0.04515999
3.36 10 10 31 22 73 -0.01726027 -0.06328767 0.00002528 0.01084876 0 0 0.00000000 0.00000000 6 0.06509257
3.38 9 10 32 20 71 -0.02563380 -0.06507042 0.00001997 0.00856120 -2 2 -0.01712240 0.01712240 4 0.03424481
3.40 9 12 34 20 75 -0.03173333 -0.06160000 0.00001268 0.00701770 4 4 0.02807080 0.02807080 4 0.02807080
3.42 9 11 31 21 72 -0.02333333 -0.06222222 0.00003600 0.00842301 -3 3 -0.02526904 0.02526904 5 0.04211507
3.44 9 9 33 22 73 -0.02109589 -0.07095890 0.00001699 0.00901863 1 1 0.00901863 0.00901863 5 0.04509317
3.46 11 11 34 23 79 -0.01949367 -0.06202532 0.00001534 0.00907613 6 6 0.05445677 0.05445677 6 0.05445677
3.48 8 10 31 21 70 -0.02400000 -0.06800000 0.00001641 0.00748357 -9 9 -0.06735215 0.06735215 9 0.06735215
3.50 12 11 30 20 73 -0.01726027 -0.05178082 0.00002674 0.01756376 3 3 0.05269128 0.05269128 7 0.12294632
3.52 9 10 30 19 68 -0.02470588 -0.06176471 0.00002510 0.01245452 -5 5 -0.06227259 0.06227259 5 0.06227259
3.54 10 9 29 19 67 -0.01880597 -0.06059701 0.00001908 0.00601436 -1 1 -0.00601436 0.00601436 3 0.01804307
3.56 9 9 30 21 69 -0.01826087 -0.06695652 0.00001590 0.00638283 2 2 0.01276565 0.01276565 4 0.02553130
3.58 9 10 32 21 72 -0.02333333 -0.06611111 0.00000822 0.00514243 3 3 0.01542730 0.01542730 3 0.01542730
3.60 9 11 32 20 72 -0.02722222 -0.06222222 0.00000470 0.00549972 0 0 0.00000000 0.00000000 2 0.01099944
3.62 9 12 32 21 74 -0.02648649 -0.06054054 0.00000570 0.00183558 2 2 0.00367116 0.00367116 2 0.00367116
3.64 9 10 31 21 71 -0.02169014 -0.06507042 0.00001431 0.00659733 -3 3 -0.01979199 0.01979199 3 0.01979199
3.66 10 10 31 22 73 -0.01726027 -0.06328767 0.00000170 0.00477514 2 2 0.00955027 0.00955027 2 0.00955027
3.68 8 10 33 20 71 -0.02957746 -0.06901408 0.00004559 0.01358326 -2 2 -0.02716652 0.02716652 6 0.08149957
3.70 10 11 32 20 73 -0.02493151 -0.05945205 0.00001023 0.01063096 2 2 0.02126192 0.02126192 4 0.04252385
3.72 10 11 30 20 71 -0.02169014 -0.05718310 0.00001243 0.00395659 -2 2 -0.00791318 0.00791318 2 0.00791318
3.74 9 10 33 21 73 -0.02493151 -0.06712329 0.00004496 0.01045532 2 2 0.02091065 0.02091065 6 0.06273195
3.76 10 9 31 22 72 -0.01555556 -0.06611111 0.00001568 0.00943043 -1 1 -0.00943043 0.00943043 5 0.04715214
3.78 9 8 31 20 68 -0.02058824 -0.07000000 0.00002222 0.00636014 -4 4 -0.02544054 0.02544054 4 0.02544054
3.80 8 11 31 21 71 -0.02563380 -0.06507042 0.00001659 0.00705397 3 3 0.02116191 0.02116191 5 0.03526985
3.82 9 10 30 21 70 -0.02000000 -0.06400000 0.00000278 0.00573459 -1 1 -0.00573459 0.00573459 3 0.01720377
3.84 9 9 31 19 68 -0.02470588 -0.06588235 0.00001763 0.00506839 -2 2 -0.01013678 0.01013678 4 0.02027356
3.86 10 8 31 22 71 -0.01380282 -0.06901408 0.00000915 0.01134392 3 3 0.03403177 0.03403177 5 0.05671961
3.88 9 10 31 21 71 -0.02169014 -0.06507042 0.00001449 0.00881830 0 0 0.00000000 0.00000000 4 0.03527318
3.90 9 10 33 21 73 -0.02493151 -0.06712329 0.00000630 0.00383676 2 2 0.00767352 0.00767352 2 0.00767352
3.92 9 11 31 21 72 -0.02333333 -0.06222222 0.00000311 0.00515506 -1 1 -0.00515506 0.00515506 3 0.01546517
3.94 9 10 32 21 72 -0.02333333 -0.06611111 0.00000435 0.00388889 0 0 0.00000000 0.00000000 2 0.00777778
3.96 9 10 32 22 73 -0.02109589 -0.06712329 0.00000840 0.00245574 1 1 0.00245574 0.00245574 1 0.00245574
3.98 10 10 30 21 71 -0.01774648 -0.06112676 0.00000992 0.00686854 -2 2 -0.01373709 0.01373709 4 0.02747418
4.00 12 12 31 22 77 -0.01636364 -0.05272727 0.00002078 0.00851256 6 6 0.05107535 0.05107535 6 0.05107535
4.02 9 11 29 20 69 -0.02231884 -0.05884058 0.00004201 0.00853446 -8 8 -0.06827567 0.06827567 8 0.06827567
4.04 9 9 32 22 72 -0.01944444 -0.07000000 0.00000023 0.01152366 3 3 0.03457099 0.03457099 7 0.08066564
4.06 9 9 31 21 70 -0.02000000 -0.06800000 0.00000111 0.00207573 -2 2 -0.00415145 0.00415145 2 0.00415145
4.08 9 10 30 21 70 -0.02000000 -0.06400000 0.00000219 0.00400000 0 0 0.00000000 0.00000000 2 0.00800000
4.10 10 11 31 21 73 -0.02109589 -0.05945205 0.00001340 0.00467812 3 3 0.01403435 0.01403435 3 0.01403435
4.12 9 10 32 20 71 -0.02563380 -0.06507042 0.00001717 0.00722210 -2 2 -0.01444420 0.01444420 4 0.02888839
4.14 10 10 32 22 74 -0.01891892 -0.06432432 0.00001741 0.00675621 3 3 0.02026862 0.02026862 3 0.02026862
4.16 8 10 32 22 72 -0.02333333 -0.07000000 0.00000471 0.00719030 -2 2 -0.01438059 0.01438059 2 0.01438059
4.18 9 10 34 22 75 -0.02426667 -0.06906667 0.00000118 0.00131993 3 3 0.00395980 0.00395980 3 0.00395980
4.20 9 11 33 21 74 -0.02648649 -0.06432432 0.00000058 0.00523616 -1 1 -0.00523616 0.00523616 3 0.01570849
4.22 9 10 33 21 73 -0.02493151 -0.06712329 0.00000947 0.00320190 -1 1 -0.00320190 0.00320190 1 0.00320190
4.24 9 9 30 21 69 -0.01826087 -0.06695652 0.00000068 0.00667272 -4 4 -0.02669089 0.02669089 4 0.02669089
