t f1 f2 f3 f4 Fsum x y Area del_D del_Fsum abs_delFsum (del_Fsum)(del_D) (abs_del_Fsum)(del_D) sum_abs_del_f (sum_abs_del_f)(del_D)
156.96 10 4 24 31 69 0.02637681 -0.08318841 0.00001423 0.00895985 -1 1 -0.00895985 0.00895985 5 0.04479926
156.98 11 5 24 33 73 0.02876712 -0.07863014 0.00000442 0.00514698 4 4 0.02058792 0.02058792 4 0.02058792
157.00 11 5 24 34 74 0.03027027 -0.07945946 0.00000603 0.00171675 1 1 0.00171675 0.00171675 1 0.00171675
157.02 10 6 27 34 77 0.02000000 -0.08181818 0.00000344 0.01053765 3 3 0.03161294 0.03161294 5 0.05268824
157.04 8 6 23 31 68 0.02058824 -0.08235294 0.00000109 0.00079498 -9 9 -0.00715479 0.00715479 9 0.00715479
157.06 8 4 24 33 69 0.02637681 -0.09130435 0.00004337 0.01065999 1 1 0.01065999 0.01065999 5 0.05329993
157.08 10 3 23 32 68 0.03294118 -0.08647059 0.00003392 0.00815206 -1 1 -0.00815206 0.00815206 5 0.04076031
157.10 11 4 22 30 67 0.03134328 -0.07731343 0.00003442 0.00929552 -1 1 -0.00929552 0.00929552 5 0.04647762
157.12 9 5 23 31 68 0.02470588 -0.08235294 0.00000794 0.00833377 1 1 0.00833377 0.00833377 5 0.04166886
157.14 8 5 23 29 65 0.01938462 -0.08400000 0.00002204 0.00557034 -3 3 -0.01671102 0.01671102 3 0.01671102
157.16 8 4 22 32 66 0.02969697 -0.08909091 0.00000525 0.01150052 1 1 0.01150052 0.01150052 5 0.05750261
157.18 10 4 27 39 80 0.03150000 -0.09100000 0.00000709 0.00262594 14 14 0.03676312 0.03676312 14 0.03676312
157.20 8 4 24 31 67 0.02298507 -0.08985075 0.00002090 0.00859213 -13 13 -0.11169772 0.11169772 13 0.11169772
157.22 8 6 25 31 70 0.01600000 -0.08400000 0.00000568 0.00911167 3 3 0.02733500 0.02733500 3 0.02733500
157.24 9 6 29 37 81 0.01901235 -0.08814815 0.00000175 0.00512653 11 11 0.05639188 0.05639188 11 0.05639188
157.26 7 3 24 33 67 0.02716418 -0.09820896 0.00000138 0.01294883 -14 14 -0.18128364 0.18128364 14 0.18128364
157.28 6 3 22 32 63 0.02888889 -0.10000000 0.00000252 0.00248646 -4 4 -0.00994583 0.00994583 4 0.00994583
157.30 8 4 25 33 70 0.02400000 -0.09200000 0.00000490 0.00937557 7 7 0.06562896 0.06562896 7 0.06562896
157.32 8 5 24 32 69 0.02231884 -0.08724638 0.00001229 0.00504215 -1 1 -0.00504215 0.00504215 3 0.01512644
157.34 8 6 25 31 70 0.01600000 -0.08400000 0.00001229 0.00710399 1 1 0.00710399 0.00710399 3 0.02131198
157.36 8 5 24 32 69 0.02231884 -0.08724638 0.00003787 0.00710399 -1 1 -0.00710399 0.00710399 3 0.02131198
157.38 10 6 23 33 72 0.02722222 -0.07777778 0.00004098 0.01066290 3 3 0.03198871 0.03198871 5 0.05331452
157.40 9 6 23 29 67 0.01880597 -0.07731343 0.00000456 0.00842905 -5 5 -0.04214526 0.04214526 5 0.04214526
157.42 9 6 22 29 66 0.02121212 -0.07636364 0.00000739 0.00258683 -1 1 -0.00258683 0.00258683 1 0.00258683
157.44 10 5 25 32 72 0.02333333 -0.08166667 0.00000558 0.00571154 6 6 0.03426923 0.03426923 8 0.04569231
157.46 8 4 25 34 71 0.02563380 -0.09267606 0.00000964 0.01124717 -1 1 -0.01124717 0.01124717 5 0.05623585
157.48 9 5 26 34 74 0.02270270 -0.08702703 0.00000169 0.00636419 3 3 0.01909256 0.01909256 3 0.01909256
157.50 9 6 26 34 75 0.02053333 -0.08400000 0.00000745 0.00372412 1 1 0.00372412 0.00372412 1 0.00372412
157.52 8 6 26 33 73 0.01726027 -0.08630137 0.00000418 0.00400115 -2 2 -0.00800230 0.00800230 2 0.00800230
157.54 10 6 27 34 77 0.02000000 -0.08181818 0.00002441 0.00525405 4 4 0.02101621 0.02101621 4 0.02101621
157.56 8 4 30 38 80 0.02100000 -0.09800000 0.00006177 0.01621269 3 3 0.04863806 0.04863806 11 0.17833956
157.58 10 4 26 35 75 0.02800000 -0.08773333 0.00004291 0.01242596 -5 5 -0.06212979 0.06212979 9 0.11183363
157.60 10 5 26 33 74 0.02270270 -0.08324324 0.00001025 0.00694423 -1 1 -0.00694423 0.00694423 3 0.02083268
157.62 11 9 28 34 82 0.01365854 -0.07170732 0.00002059 0.01465860 8 8 0.11726879 0.11726879 8 0.11726879
157.64 10 6 27 32 75 0.01680000 -0.08026667 0.00001464 0.00911763 -7 7 -0.06382344 0.06382344 7 0.06382344
157.66 9 5 26 34 74 0.02270270 -0.08702703 0.00000138 0.00897465 -1 1 -0.00897465 0.00897465 5 0.04487326
157.68 9 4 27 37 77 0.02727273 -0.09272727 0.00001681 0.00730602 3 3 0.02191806 0.02191806 5 0.03653010
157.70 8 3 26 33 70 0.02400000 -0.09600000 0.00002014 0.00462834 -7 7 -0.03239835 0.03239835 7 0.03239835
157.72 8 6 28 36 78 0.01794872 -0.08974359 0.00000283 0.00870406 8 8 0.06963249 0.06963249 8 0.06963249
157.74 7 5 25 34 71 0.02169014 -0.09267606 0.00000874 0.00475369 -7 7 -0.03327586 0.03327586 7 0.03327586
157.76 7 2 25 34 68 0.02882353 -0.10294118 0.00002259 0.01250032 -3 3 -0.03750095 0.03750095 3 0.03750095
157.78 6 1 26 36 69 0.03043478 -0.11159420 0.00000859 0.00880176 1 1 0.00880176 0.00880176 5 0.04400881
157.80 7 2 27 36 72 0.02722222 -0.10500000 0.00000939 0.00733512 3 3 0.02200537 0.02200537 3 0.02200537
157.82 10 6 28 35 79 0.01949367 -0.08329114 0.00006151 0.02304355 7 7 0.16130484 0.16130484 9 0.20739194
157.84 9 6 30 36 81 0.01555556 -0.08814815 0.00002530 0.00625294 2 2 0.01250588 0.01250588 4 0.02501177
157.86 7 4 30 36 77 0.01636364 -0.10000000 0.00008537 0.01187937 -4 4 -0.04751747 0.04751747 4 0.04751747
157.88 7 2 26 37 72 0.03111111 -0.10500000 0.00000901 0.01557203 -5 5 -0.07786013 0.07786013 7 0.10900419
157.90 6 3 24 29 62 0.01806452 -0.09935484 0.00008288 0.01421554 -10 10 -0.14215537 0.14215537 12 0.17058644
157.92 8 6 26 33 73 0.01726027 -0.08630137 0.00003464 0.01307822 11 11 0.14386043 0.14386043 11 0.14386043
157.94 12 7 28 36 83 0.02192771 -0.07590361 0.00008498 0.01139729 10 10 0.11397293 0.11397293 10 0.11397293
157.96 8 2 28 36 74 0.02648649 -0.10216216 0.00008954 0.02665134 -9 9 -0.23986203 0.23986203 9 0.23986203
157.98 6 0 25 36 67 0.03552239 -0.11492537 0.00000758 0.01563800 -7 7 -0.10946601 0.10946601 7 0.10946601
158.00 7 3 27 36 73 0.02493151 -0.10164384 0.00002831 0.01698723 6 6 0.10192338 0.10192338 6 0.10192338
158.02 8 7 30 34 79 0.00886076 -0.08683544 0.00003271 0.02185309 6 6 0.13111852 0.13111852 10 0.21853087
158.04 9 6 30 35 80 0.01400000 -0.08750000 0.00001985 0.00518203 1 1 0.00518203 0.00518203 3 0.01554609
158.06 7 4 26 33 70 0.02000000 -0.09600000 0.00001025 0.01040433 -10 10 -0.10404326 0.10404326 10 0.10404326
158.08 7 3 26 35 71 0.02563380 -0.10056338 0.00004320 0.00725012 1 1 0.00725012 0.00725012 3 0.02175035
158.10 9 3 23 32 67 0.03134328 -0.08985075 0.00014212 0.01213914 -4 4 -0.04855656 0.04855656 8 0.09711311
158.12 9 7 29 32 77 0.00909091 -0.08181818 0.00003191 0.02365777 10 10 0.23657774 0.23657774 10 0.23657774
158.14 8 7 25 30 70 0.01200000 -0.08000000 0.00001928 0.00343054 -7 7 -0.02401377 0.02401377 7 0.02401377
158.16 9 4 23 30 66 0.02545455 -0.08484848 0.00003134 0.01430149 -4 4 -0.05720596 0.05720596 6 0.08580894
158.18 8 6 26 35 75 0.02053333 -0.08773333 0.00001044 0.00570444 9 9 0.05133999 0.05133999 11 0.06274888
158.20 8 4 23 31 66 0.02545455 -0.08909091 0.00001751 0.00510503 -9 9 -0.04594528 0.04594528 9 0.04594528
158.22 10 6 26 34 76 0.02210526 -0.08105263 0.00002110 0.00870813 10 10 0.08708134 0.08708134 10 0.08708134
158.24 9 5 29 37 80 0.02100000 -0.09100000 0.00002509 0.01000858 4 4 0.04003433 0.04003433 8 0.08006867
158.26 9 5 25 35 74 0.02648649 -0.08702703 0.00000777 0.00677392 -6 6 -0.04064354 0.04064354 6 0.04064354
158.28 9 4 27 35 75 0.02426667 -0.09146667 0.00001371 0.00496367 1 1 0.00496367 0.00496367 3 0.01489100
158.30 6 3 25 34 68 0.02470588 -0.10294118 0.00003533 0.01148291 -7 7 -0.08038039 0.08038039 7 0.08038039
158.32 7 4 23 28 62 0.01806452 -0.09032258 0.00004649 0.01425962 -6 6 -0.08555771 0.08555771 10 0.14259618
158.34 8 5 23 31 67 0.02298507 -0.08567164 0.00000813 0.00677076 5 5 0.03385378 0.03385378 5 0.03385378
158.36 8 4 23 30 65 0.02369231 -0.08830769 0.00000304 0.00272927 -2 2 -0.00545855 0.00545855 2 0.00545855
158.38 11 7 30 38 86 0.01953488 -0.08139535 0.00003857 0.00806627 21 21 0.16939161 0.16939161 21 0.16939161
158.40 7 5 27 33 72 0.01555556 -0.09333333 0.00001506 0.01258374 -14 14 -0.17617237 0.17617237 14 0.17617237
158.42 8 5 27 34 74 0.01891892 -0.09081081 0.00000663 0.00420420 2 2 0.00840841 0.00840841 2 0.00840841
158.44 8 4 26 33 71 0.02169014 -0.09267606 0.00000060 0.00334048 -3 3 -0.01002144 0.01002144 3 0.01002144
158.46 8 5 27 35 75 0.02053333 -0.09146667 0.00000105 0.00167357 4 4 0.00669427 0.00669427 4 0.00669427
158.48 8 5 28 36 77 0.02000000 -0.09272727 0.00000126 0.00136878 2 2 0.00273757 0.00273757 2 0.00273757
158.50 9 5 29 38 81 0.02246914 -0.09160494 0.00001102 0.00271224 4 4 0.01084898 0.01084898 4 0.01084898
158.52 9 6 28 34 77 0.01636364 -0.08545455 0.00000637 0.00866628 -4 4 -0.03466513 0.03466513 6 0.05199770
158.54 8 5 25 33 71 0.02169014 -0.08873239 0.00000808 0.00625427 -6 6 -0.03752564 0.03752564 6 0.03752564
158.56 8 3 25 35 71 0.02957746 -0.09661972 0.00003192 0.01115436 0 0 0.00000000 0.00000000 4 0.04461744
158.58 10 4 26 36 76 0.02947368 -0.08842105 0.00000320 0.00819932 5 5 0.04099661 0.04099661 5 0.04099661
158.60 7 3 24 34 68 0.02882353 -0.09882353 0.00004283 0.01042277 -8 8 -0.08338219 0.08338219 8 0.08338219
158.62 6 4 25 33 68 0.02058824 -0.09882353 0.00000942 0.00823529 0 0 0.00000000 0.00000000 4 0.03294118
158.64 7 3 26 36 72 0.02722222 -0.10111111 0.00001581 0.00701732 4 4 0.02806929 0.02806929 6 0.04210393
158.66 8 4 27 38 77 0.02727273 -0.09636364 0.00000168 0.00474774 5 5 0.02373872 0.02373872 5 0.02373872
158.68 9 4 28 39 80 0.02800000 -0.09450000 0.00000893 0.00200052 3 3 0.00600155 0.00600155 3 0.00600155
158.70 8 2 25 37 72 0.03500000 -0.10111111 0.00003344 0.00962844 -8 8 -0.07702749 0.07702749 8 0.07702749
158.72 8 5 22 34 69 0.03043478 -0.08724638 0.00006481 0.01459699 -3 3 -0.04379096 0.04379096 9 0.13137289
158.74 8 4 18 31 61 0.03901639 -0.08491803 0.00007840 0.00889186 -8 8 -0.07113491 0.07113491 8 0.07113491
158.76 7 1 16 31 55 0.05345455 -0.09927273 0.00002378 0.02035970 -6 6 -0.12215822 0.12215822 6 0.12215822
158.78 6 2 16 33 57 0.05157895 -0.10070175 0.00000339 0.00235796 2 2 0.00471592 0.00471592 4 0.00943185
158.80 7 1 17 34 59 0.05457627 -0.10203390 0.00001419 0.00328002 2 2 0.00656005 0.00656005 4 0.01312010
158.82 8 5 19 37 69 0.04260870 -0.08724638 0.00001000 0.01902350 10 10 0.19023503 0.19023503 10 0.19023503
158.84 10 5 22 41 78 0.04307692 -0.08615385 0.00000328 0.00118864 9 9 0.01069774 0.01069774 9 0.01069774
158.86 9 4 23 44 80 0.04550000 -0.09450000 0.00001635 0.00869078 2 2 0.01738155 0.01738155 6 0.05214466
158.88 11 3 24 45 83 0.04891566 -0.09277108 0.00000105 0.00382830 3 3 0.01148491 0.01148491 5 0.01914151
158.90 9 4 22 44 79 0.04784810 -0.09392405 0.00000674 0.00157131 -4 4 -0.00628524 0.00628524 6 0.00942787
158.92 11 5 21 41 78 0.04666667 -0.08256410 0.00001344 0.01142122 -1 1 -0.01142122 0.01142122 7 0.07994852
158.94 8 4 20 39 71 0.04535211 -0.09267606 0.00003595 0.01019704 -7 7 -0.07137929 0.07137929 7 0.07137929
158.96 8 3 21 44 76 0.05157895 -0.09947368 0.00003105 0.00921853 5 5 0.04609263 0.04609263 7 0.06452968
158.98 7 2 22 42 73 0.04794521 -0.10547945 0.00001423 0.00701950 -3 3 -0.02105849 0.02105849 5 0.03509748
159.00 8 2 19 41 70 0.05600000 -0.10000000 0.00009321 0.00974187 -3 3 -0.02922562 0.02922562 5 0.04870937
159.02 11 5 22 42 80 0.04550000 -0.08400000 0.00002339 0.01913766 10 10 0.19137659 0.19137659 10 0.19137659
159.04 10 3 21 45 79 0.05493671 -0.09392405 0.00002247 0.01369446 -1 1 -0.01369446 0.01369446 7 0.09586123
159.06 10 2 22 43 77 0.05272727 -0.09636364 0.00000091 0.00329138 -2 2 -0.00658276 0.00658276 4 0.01316552
159.08 8 3 19 41 71 0.05323944 -0.09661972 0.00000176 0.00057262 -6 6 -0.00343570 0.00343570 8 0.00458093
159.10 6 2 17 36 61 0.05278689 -0.10327869 0.00001810 0.00667433 -10 10 -0.06674330 0.06674330 10 0.06674330
159.12 7 4 17 36 64 0.04812500 -0.09187500 0.00004108 0.01231979 3 3 0.03695938 0.03695938 3 0.03695938
159.14 8 1 18 39 66 0.05939394 -0.10181818 0.00003293 0.01502850 2 2 0.03005700 0.03005700 8 0.12022801
159.16 7 2 15 38 62 0.06322581 -0.09935484 0.00000290 0.00455536 -4 4 -0.01822142 0.01822142 6 0.02733213
159.18 8 2 16 40 66 0.06363636 -0.09757576 0.00000185 0.00182584 4 4 0.00730335 0.00730335 4 0.00730335
159.20 5 2 15 40 62 0.06322581 -0.10838710 0.00001680 0.01081913 -4 4 -0.04327653 0.04327653 4 0.04327653
159.22 8 2 15 40 65 0.06676923 -0.09692308 0.00005540 0.01199915 3 3 0.03599745 0.03599745 3 0.03599745
159.24 9 3 17 40 69 0.05884058 -0.09130435 0.00001651 0.00971770 4 4 0.03887079 0.03887079 4 0.03887079
159.26 9 -1 17 47 72 0.07777778 -0.10888889 0.00014110 0.02584248 3 3 0.07752743 0.07752743 11 0.28426723
159.28 13 2 18 52 85 0.07411765 -0.09058824 0.00003163 0.01866308 13 13 0.24262001 0.24262001 13 0.24262001
159.30 9 0 19 53 81 0.07432099 -0.10888889 0.00010248 0.01830178 -4 4 -0.07320713 0.07320713 8 0.14641427
159.32 9 3 19 49 80 0.06300000 -0.09800000 0.00000834 0.01570773 -1 1 -0.01570773 0.01570773 7 0.10995408
159.34 9 6 18 41 74 0.04918919 -0.08324324 0.00002971 0.02021139 -6 6 -0.12126835 0.12126835 12 0.24253670
159.36 10 4 18 42 74 0.05675676 -0.08702703 0.00000057 0.00846080 0 0 0.00000000 0.00000000 4 0.03384319
159.38 11 2 18 44 75 0.06533333 -0.09146667 0.00001286 0.00965754 1 1 0.00965754 0.00965754 5 0.04828770
159.40 9 3 17 38 67 0.05641791 -0.08985075 0.00005222 0.00906068 -8 8 -0.07248546 0.07248546 10 0.09060682
159.42 11 5 17 39 72 0.05444444 -0.07777778 0.00006813 0.01223320 5 5 0.06116599 0.06116599 5 0.06116599
159.44 10 4 15 44 73 0.06712329 -0.08630137 0.00007661 0.01527759 1 1 0.01527759 0.01527759 9 0.13749829
159.46 10 4 20 47 81 0.05703704 -0.09160494 0.00005404 0.01139563 8 8 0.09116501 0.09116501 8 0.09116501
159.48 12 2 15 50 79 0.07974684 -0.09037975 0.00014957 0.02274282 -2 2 -0.04548565 0.04548565 12 0.27291389
159.50 8 2 15 52 77 0.07818182 -0.10363636 0.00005040 0.01334868 -2 2 -0.02669735 0.02669735 6 0.08009206
159.52 11 2 17 48 78 0.07179487 -0.09333333 0.00001079 0.01212211 1 1 0.01212211 0.01212211 9 0.10909898
159.54 9 3 14 46 72 0.07388889 -0.09333333 0.00000305 0.00209402 -6 6 -0.01256410 0.01256410 8 0.01675214
159.56 9 1 13 41 64 0.07875000 -0.09625000 0.00000384 0.00566898 -8 8 -0.04535185 0.04535185 8 0.04535185
159.58 8 1 12 41 62 0.08129032 -0.09935484 0.00001914 0.00401164 -2 2 -0.00802328 0.00802328 2 0.00802328
159.60 10 1 11 42 64 0.08750000 -0.09187500 0.00005822 0.00972153 2 2 0.01944305 0.01944305 4 0.03888611
159.62 9 2 7 29 47 0.08638298 -0.07446809 0.00002560 0.01744272 -17 17 -0.29652621 0.29652621 19 0.33141165
159.64 11 0 10 35 56 0.09000000 -0.08500000 0.00000455 0.01113571 9 9 0.10022140 0.10022140 13 0.14476425
159.66 9 2 10 51 72 0.09333333 -0.09722222 0.00007562 0.01266862 16 16 0.20269785 0.20269785 20 0.25337232
159.68 9 -1 9 55 72 0.10888889 -0.10888889 0.00006049 0.01944444 0 0 0.00000000 0.00000000 8 0.15555556
159.70 8 -2 10 54 70 0.10800000 -0.11600000 0.00001146 0.00716645 -2 2 -0.01433290 0.01433290 4 0.02866581
159.72 12 -1 10 55 76 0.10684211 -0.09947368 0.00009589 0.01656683 6 6 0.09940098 0.09940098 6 0.09940098
159.74 10 1 11 53 75 0.09520000 -0.09893333 0.00004859 0.01165464 -1 1 -0.01165464 0.01165464 7 0.08158247
159.76 8 -1 8 46 61 0.10786885 -0.10786885 0.00004070 0.01550301 -14 14 -0.21704214 0.21704214 14 0.21704214
159.78 8 -1 10 43 60 0.09800000 -0.10733333 0.00006783 0.00988337 -1 1 -0.00988337 0.00988337 5 0.04941686
159.80 11 1 11 49 72 0.09333333 -0.09333333 0.00001361 0.01475730 12 12 0.17708755 0.17708755 12 0.17708755
159.82 12 2 11 55 80 0.09450000 -0.09100000 0.00001596 0.00260875 8 8 0.02086997 0.02086997 8 0.02086997
159.84 15 3 14 55 87 0.08528736 -0.08206897 0.00001747 0.01283106 7 7 0.08981744 0.08981744 7 0.08981744
159.86 11 -1 11 57 78 0.10410256 -0.10410256 0.00010906 0.02897398 -9 9 -0.26076582 0.26076582 13 0.37666174
159.88 12 0 9 54 75 0.10640000 -0.09520000 0.00002469 0.00919423 -3 3 -0.02758269 0.02758269 7 0.06435961
159.90 9 -1 7 42 57 0.11052632 -0.10070175 0.00001090 0.00687719 -18 18 -0.12378947 0.12378947 18 0.12378947
159.92 9 2 7 35 53 0.09245283 -0.08188679 0.00006050 0.02608934 -4 4 -0.10435736 0.10435736 10 0.26089340
159.94 11 2 10 51 74 0.09459459 -0.09081081 0.00006050 0.00917743 21 21 0.19272607 0.19272607 21 0.19272607
159.96 11 0 12 55 78 0.09692308 -0.10051282 0.00001152 0.00997752 4 4 0.03991006 0.03991006 8 0.07982013
159.98 10 1 9 46 66 0.09757576 -0.09333333 0.00004769 0.00720909 -12 12 -0.08650912 0.08650912 14 0.10092731
160.00 11 3 12 50 76 0.08473684 -0.08842105 0.00006584 0.01374657 10 10 0.13746572 0.13746572 10 0.13746572
160.02 8 3 12 50 73 0.08246575 -0.09780822 0.00004657 0.00965799 -3 3 -0.02897397 0.02897397 3 0.02897397
160.04 10 1 11 49 71 0.09267606 -0.09661972 0.00000993 0.01027924 -2 2 -0.02055848 0.02055848 6 0.06167545
160.06 11 0 10 46 67 0.09820896 -0.09402985 0.00002990 0.00610904 -4 4 -0.02443616 0.02443616 6 0.03665425
160.08 11 2 11 46 70 0.08800000 -0.08800000 0.00001114 0.01185672 3 3 0.03557017 0.03557017 3 0.03557017
160.10 12 1 12 53 78 0.09333333 -0.09333333 0.00000889 0.00754247 8 8 0.06033978 0.06033978 10 0.07542472
160.12 13 4 14 53 84 0.08000000 -0.08333333 0.00000689 0.01666667 6 6 0.10000000 0.10000000 6 0.10000000
160.14 12 3 13 51 79 0.08329114 -0.08683544 0.00001425 0.00480587 -5 5 -0.02402934 0.02402934 5 0.02402934
160.16 10 1 9 48 68 0.09882353 -0.09470588 0.00004618 0.01741261 -11 11 -0.19153870 0.19153870 11 0.19153870
160.18 12 2 10 49 73 0.09397260 -0.08630137 0.00004403 0.00970398 5 5 0.04851992 0.04851992 5 0.04851992
160.20 10 1 12 50 73 0.09013699 -0.09780822 0.00008715 0.01212928 0 0 0.00000000 0.00000000 6 0.07277571
160.22 10 3 13 46 72 0.07777778 -0.08944444 0.00000955 0.01492323 -1 1 -0.01492323 0.01492323 7 0.10446260
160.24 10 2 13 50 75 0.08400000 -0.09520000 0.00000060 0.00847599 3 3 0.02542798 0.02542798 5 0.04237997
160.26 9 3 12 49 73 0.08246575 -0.09397260 0.00000275 0.00196479 -2 2 -0.00392959 0.00392959 4 0.00785918
160.28 11 2 13 52 78 0.08615385 -0.09333333 0.00000662 0.00374309 5 5 0.01871543 0.01871543 7 0.02620160
160.30 10 2 13 53 78 0.08615385 -0.09692308 0.00001049 0.00358974 0 0 0.00000000 0.00000000 2 0.00717949
160.32 9 2 10 49 70 0.09200000 -0.09600000 0.00000940 0.00591858 -8 8 -0.04734864 0.04734864 8 0.04734864
160.34 11 1 11 48 71 0.09267606 -0.09267606 0.00000137 0.00339200 1 1 0.00339200 0.00339200 5 0.01695999
160.36 9 0 12 48 69 0.09130435 -0.10347826 0.00004105 0.01088895 -2 2 -0.02177790 0.02177790 4 0.04355580
160.38 10 0 10 49 69 0.09942029 -0.09942029 0.00002894 0.00907390 0 0 0.00000000 0.00000000 4 0.03629560
160.40 9 2 10 49 70 0.09200000 -0.09600000 0.00002284 0.00817062 1 1 0.00817062 0.00817062 3 0.02451187
160.42 10 3 10 47 70 0.08800000 -0.08800000 0.00000340 0.00894427 0 0 0.00000000 0.00000000 4 0.03577709
160.44 11 1 12 49 73 0.09013699 -0.09397260 0.00000860 0.00634340 3 3 0.01903019 0.01903019 7 0.04440378
160.46 10 1 11 52 74 0.09459459 -0.09837838 0.00000825 0.00626747 1 1 0.00626747 0.00626747 5 0.03133733
160.48 11 -1 11 52 73 0.10164384 -0.10164384 0.00002404 0.00776885 -1 1 -0.00776885 0.00776885 3 0.02330655
160.50 9 -2 10 50 67 0.10656716 -0.11074627 0.00001778 0.01034860 -6 6 -0.06209158 0.06209158 6 0.06209158
160.52 8 1 7 48 64 0.10500000 -0.10062500 0.00001931 0.01024188 -3 3 -0.03072564 0.03072564 9 0.09217691
160.54 10 1 9 51 71 0.10056338 -0.09661972 0.00002228 0.00597711 7 7 0.04183979 0.04183979 7 0.04183979
160.56 10 2 12 55 79 0.09037975 -0.09746835 0.00001159 0.01021893 8 8 0.08175146 0.08175146 8 0.08175146
160.58 11 1 11 59 82 0.09902439 -0.09902439 0.00003492 0.00878357 3 3 0.02635071 0.02635071 7 0.06148499
160.60 9 -1 10 52 70 0.10400000 -0.10800000 0.00002866 0.01026247 -12 12 -0.12314962 0.12314962 12 0.12314962
160.62 9 0 8 54 71 0.10845070 -0.10450704 0.00003701 0.00565770 1 1 0.00565770 0.00565770 5 0.02828848
160.64 10 2 10 56 78 0.09692308 -0.09692308 0.00000507 0.01379865 7 7 0.09659054 0.09659054 7 0.09659054
160.66 9 0 8 50 67 0.10656716 -0.10238806 0.00003665 0.01108488 -11 11 -0.12193363 0.12193363 11 0.12193363
160.68 7 2 9 52 70 0.09600000 -0.10400000 0.00008677 0.01068940 3 3 0.03206821 0.03206821 7 0.07482581
160.70 7 -2 8 50 63 0.11333333 -0.11777778 0.00003405 0.02214208 -7 7 -0.15499454 0.15499454 7 0.15499454
160.72 9 1 10 51 71 0.09661972 -0.10056338 0.00003518 0.02399334 8 8 0.19194673 0.19194673 8 0.19194673
160.74 8 1 10 50 69 0.09536232 -0.10347826 0.00000510 0.00317452 -2 2 -0.00634904 0.00634904 2 0.00634904
160.76 10 1 10 48 69 0.09536232 -0.09536232 0.00000823 0.00811594 0 0 0.00000000 0.00000000 4 0.03246377
160.78 10 3 10 55 78 0.09333333 -0.09333333 0.00000369 0.00286942 9 9 0.02582477 0.02582477 9 0.02582477
160.80 9 1 10 57 77 0.10000000 -0.10363636 0.00003544 0.01227179 -1 1 -0.01227179 0.01227179 5 0.06135896
160.82 10 3 12 54 79 0.08683544 -0.09392405 0.00003084 0.01635954 2 2 0.03271908 0.03271908 8 0.13087633
160.84 9 2 9 50 70 0.09600000 -0.09600000 0.00002398 0.00939674 -9 9 -0.08457063 0.08457063 9 0.08457063
160.86 9 1 10 53 73 0.09780822 -0.10164384 0.00000736 0.00592643 3 3 0.01777928 0.01777928 5 0.02963214
160.88 9 0 10 54 73 0.10164384 -0.10547945 0.00000736 0.00542438 0 0 0.00000000 0.00000000 2 0.01084876
160.90 9 0 9 50 68 0.10294118 -0.10294118 0.00001349 0.00285060 -5 5 -0.01425301 0.01425301 5 0.01425301
160.92 10 2 9 51 72 0.09722222 -0.09333333 0.00001941 0.01118110 4 4 0.04472442 0.04472442 4 0.04472442
160.94 10 2 8 53 73 0.10164384 -0.09397260 0.00000484 0.00446759 1 1 0.00446759 0.00446759 3 0.01340276
160.96 9 3 10 52 74 0.09081081 -0.09459459 0.00008184 0.01085087 1 1 0.01085087 0.01085087 5 0.05425433
160.98 8 0 9 55 72 0.10500000 -0.10888889 0.00005841 0.02014100 -2 2 -0.04028200 0.04028200 8 0.16112801
161.00 8 0 7 50 65 0.10984615 -0.10553846 0.00002100 0.00589157 -7 7 -0.04124097 0.04124097 7 0.04124097
161.02 9 1 8 53 71 0.10450704 -0.10056338 0.00000803 0.00729778 6 6 0.04378666 0.04378666 6 0.04378666
161.04 9 4 9 52 74 0.09081081 -0.09081081 0.00002601 0.01681367 3 3 0.05044100 0.05044100 5 0.08406833
161.06 9 0 9 52 70 0.10400000 -0.10400000 0.00002430 0.01865233 -4 4 -0.07460932 0.07460932 4 0.07460932
161.08 9 1 10 56 76 0.09947368 -0.10315789 0.00000596 0.00460398 6 6 0.02762391 0.02762391 6 0.02762391
161.10 9 1 8 55 73 0.10547945 -0.10164384 0.00000184 0.00619368 -3 3 -0.01858103 0.01858103 3 0.01858103
161.12 9 1 10 57 77 0.10000000 -0.10363636 0.00001743 0.00583049 4 4 0.02332194 0.02332194 4 0.02332194
161.14 11 1 11 57 80 0.09800000 -0.09800000 0.00000802 0.00598069 3 3 0.01794206 0.01794206 3 0.01794206
161.16 8 1 10 54 73 0.09780822 -0.10547945 0.00002301 0.00748191 -7 7 -0.05237337 0.05237337 7 0.05237337
161.18 9 0 9 52 70 0.10400000 -0.10400000 0.00000790 0.00636608 -3 3 -0.01909823 0.01909823 5 0.03183038
161.20 8 0 8 50 66 0.10606061 -0.10606061 0.00000874 0.00291414 -4 4 -0.01165655 0.01165655 4 0.01165655
161.22 6 1 8 51 66 0.10181818 -0.11030303 0.00004539 0.00599969 0 0 0.00000000 0.00000000 4 0.02399878
161.24 9 2 9 49 69 0.09536232 -0.09536232 0.00004754 0.01627584 3 3 0.04882753 0.04882753 7 0.11393089
161.26 8 0 8 51 67 0.10656716 -0.10656716 0.00002064 0.01584604 -2 2 -0.03169209 0.03169209 6 0.09507627
161.28 9 0 10 57 76 0.10315789 -0.10684211 0.00000337 0.00342034 9 9 0.03078304 0.03078304 9 0.03078304
